model_arch,train_type,test_stim,pref,ci_low,ci_high
cornet_z_cl,random,cropped_face,0.5011849403381348,0.5008004933595658,0.5015627801418304
cornet_z_cl,random,au,0.49627986550331116,0.49607069343328475,0.496489916741848
