model_arch,train_type,test_stim,pref,ci_low,ci_high
cornet_z_cl,vggface,cropped_face,0.4858294725418091,0.48092352896928786,0.49131155014038086
cornet_z_cl,vggface,au,0.518767237663269,0.5175275206565857,0.520116177201271
