model_arch,train_type,test_stim,pref,ci_low,ci_high
cornet_z_sl,random,cropped_face,0.5016658902168274,0.501212266087532,0.5020887553691864
cornet_z_sl,random,au,0.5051555633544922,0.5048860877752304,0.5053521364927291
