model_arch,train_type,test_stim,pref,ci_low,ci_high
cornet_z_cl,vggface_oneobject,cropped_face,0.5071892738342285,0.5028868466615677,0.5118730753660202
cornet_z_cl,vggface_oneobject,au,0.49875226616859436,0.4970394685864449,0.5005038559436799
cornet_z_cl,vggface_oneobject,schematic,0.5153754353523254,0.5113522380590438,0.5185632228851318
