subj,seed_age,seed_roi,target_age,target_roi,corr
NDARGB060TAM,18,lFFA,18.821127,lLO,0.3147311841619938
NDARGB060TAM,18,lFFA,18.821127,lFFA,0.2807074911490606
NDARGB060TAM,18,lFFA,18.821127,lOFA,0.20622431819858475
NDARGB060TAM,18,lFFA,18.821127,rLO,0.24602693235600742
NDARGB060TAM,18,lFFA,18.821127,rFFA,0.20895200528942132
NDARGB060TAM,18,lFFA,18.821127,rOFA,0.18567455404577263
NDARGM240YJM,18,lFFA,7.823636,lLO,0.15822629193489562
NDARGM240YJM,18,lFFA,7.823636,lFFA,0.11598503946297399
NDARGM240YJM,18,lFFA,7.823636,lOFA,0.1178404724720002
NDARGM240YJM,18,lFFA,7.823636,rLO,0.18460302226496575
NDARGM240YJM,18,lFFA,7.823636,rFFA,0.18393586395454098
NDARGM240YJM,18,lFFA,7.823636,rOFA,0.14159585595787724
NDARGW450YUX,18,lFFA,7.185831,lLO,0.22795105744616173
NDARGW450YUX,18,lFFA,7.185831,lFFA,0.18297981534857974
NDARGW450YUX,18,lFFA,7.185831,lOFA,0.1623268722421088
NDARGW450YUX,18,lFFA,7.185831,rLO,0.2149128087001767
NDARGW450YUX,18,lFFA,7.185831,rFFA,0.1711226963238248
NDARGW450YUX,18,lFFA,7.185831,rOFA,0.16692396325920245
NDARHP395DGY,18,lFFA,5.706821,lLO,0.11536403054483774
NDARHP395DGY,18,lFFA,5.706821,lFFA,0.09314162488429535
NDARHP395DGY,18,lFFA,5.706821,lOFA,0.10759839571217021
NDARHP395DGY,18,lFFA,5.706821,rLO,0.13762409788812255
NDARHP395DGY,18,lFFA,5.706821,rFFA,0.1090844772010477
NDARHP395DGY,18,lFFA,5.706821,rOFA,0.11429688582447863
NDARHZ413DZL,18,lFFA,19.738307,lLO,0.3538637942280651
NDARHZ413DZL,18,lFFA,19.738307,lFFA,0.35718999058491097
NDARHZ413DZL,18,lFFA,19.738307,lOFA,0.19869254373074116
NDARHZ413DZL,18,lFFA,19.738307,rLO,0.2773236399134676
NDARHZ413DZL,18,lFFA,19.738307,rFFA,0.2627443479742898
NDARHZ413DZL,18,lFFA,19.738307,rOFA,0.21090917866121028
NDARJD704KEM,18,lFFA,6.457449,lLO,0.10425668343701693
NDARJD704KEM,18,lFFA,6.457449,lFFA,0.06952951962310608
NDARJD704KEM,18,lFFA,6.457449,lOFA,0.05431696383859914
NDARJD704KEM,18,lFFA,6.457449,rLO,0.11224896890310919
NDARJD704KEM,18,lFFA,6.457449,rFFA,0.08866942203598425
NDARJD704KEM,18,lFFA,6.457449,rOFA,0.09110054158614064
NDARJK147LNJ,18,lFFA,7.695071,lLO,0.14993121459068579
NDARJK147LNJ,18,lFFA,7.695071,lFFA,0.09682717340413143
NDARJK147LNJ,18,lFFA,7.695071,lOFA,0.05711168353710559
NDARJK147LNJ,18,lFFA,7.695071,rLO,0.13920640217172173
NDARJK147LNJ,18,lFFA,7.695071,rFFA,0.11512380155227231
NDARJK147LNJ,18,lFFA,7.695071,rOFA,0.07015877020353889
NDARJW697MYZ,18,lFFA,6.257015,lLO,0.1603456296861725
NDARJW697MYZ,18,lFFA,6.257015,lFFA,0.12305556803915779
NDARJW697MYZ,18,lFFA,6.257015,lOFA,0.12690793755863491
NDARJW697MYZ,18,lFFA,6.257015,rLO,0.13278016689517183
NDARJW697MYZ,18,lFFA,6.257015,rFFA,0.11232721660334022
NDARJW697MYZ,18,lFFA,6.257015,rOFA,0.10117309065062349
NDARKF899ZUB,18,lFFA,18.194159,lLO,0.3038731179797699
NDARKF899ZUB,18,lFFA,18.194159,lFFA,0.2960592173346992
NDARKF899ZUB,18,lFFA,18.194159,lOFA,0.17124239564787858
NDARKF899ZUB,18,lFFA,18.194159,rLO,0.22076552943343486
NDARKF899ZUB,18,lFFA,18.194159,rFFA,0.18760556219198762
NDARKF899ZUB,18,lFFA,18.194159,rOFA,0.20120482463724668
NDARKK153GT7,18,lFFA,5.469085,lLO,0.25818642906341316
NDARKK153GT7,18,lFFA,5.469085,lFFA,0.20522913128082532
NDARKK153GT7,18,lFFA,5.469085,lOFA,0.14682576376749037
NDARKK153GT7,18,lFFA,5.469085,rLO,0.19435870970079064
NDARKK153GT7,18,lFFA,5.469085,rFFA,0.1637750556087532
NDARKK153GT7,18,lFFA,5.469085,rOFA,0.1562655969639022
NDARKN520GGD,18,lFFA,21.247319,lLO,0.21679126355632128
NDARKN520GGD,18,lFFA,21.247319,lFFA,0.23619475013455327
NDARKN520GGD,18,lFFA,21.247319,lOFA,0.15985756596957595
NDARKN520GGD,18,lFFA,21.247319,rLO,0.1867737641124452
NDARKN520GGD,18,lFFA,21.247319,rFFA,0.17020277901666245
NDARKN520GGD,18,lFFA,21.247319,rOFA,0.18525744961482649
NDARMF846EVR,18,lFFA,5.884668,lLO,0.27855511713378
NDARMF846EVR,18,lFFA,5.884668,lFFA,0.18773083072806243
NDARMF846EVR,18,lFFA,5.884668,lOFA,0.15793531166200814
NDARMF846EVR,18,lFFA,5.884668,rLO,0.2488405791037366
NDARMF846EVR,18,lFFA,5.884668,rFFA,0.23821757340065208
NDARMF846EVR,18,lFFA,5.884668,rOFA,0.20293068220035237
NDARMK100DJR,18,lFFA,7.651266,lLO,0.21648035409018065
NDARMK100DJR,18,lFFA,7.651266,lFFA,0.1730260242325759
NDARMK100DJR,18,lFFA,7.651266,lOFA,0.17574157007527694
NDARMK100DJR,18,lFFA,7.651266,rLO,0.21909471595407123
NDARMK100DJR,18,lFFA,7.651266,rFFA,0.18120655174787292
NDARMK100DJR,18,lFFA,7.651266,rOFA,0.19795383751376316
NDARPC301UWR,18,lFFA,6.818275,lLO,0.16218291271728483
NDARPC301UWR,18,lFFA,6.818275,lFFA,0.15296272962896912
NDARPC301UWR,18,lFFA,6.818275,lOFA,0.12104066903168427
NDARPC301UWR,18,lFFA,6.818275,rLO,0.19620176030460626
NDARPC301UWR,18,lFFA,6.818275,rFFA,0.18168933603773835
NDARPC301UWR,18,lFFA,6.818275,rOFA,0.15062902436126388
NDARPE838DC5,18,lFFA,6.4214,lLO,0.15554623773210405
NDARPE838DC5,18,lFFA,6.4214,lFFA,0.10598637639616727
NDARPE838DC5,18,lFFA,6.4214,lOFA,0.13058970791567384
NDARPE838DC5,18,lFFA,6.4214,rLO,0.12598849061755482
NDARPE838DC5,18,lFFA,6.4214,rFFA,0.16605140180415354
NDARPE838DC5,18,lFFA,6.4214,rOFA,0.13197452136663046
NDARPJ151ERK,18,lFFA,20.664271,lLO,0.32096119022273484
NDARPJ151ERK,18,lFFA,20.664271,lFFA,0.2978343851548138
NDARPJ151ERK,18,lFFA,20.664271,lOFA,0.21251907308450393
NDARPJ151ERK,18,lFFA,20.664271,rLO,0.2952044125638862
NDARPJ151ERK,18,lFFA,20.664271,rFFA,0.26751578438073625
NDARPJ151ERK,18,lFFA,20.664271,rOFA,0.23563927645982943
NDARPJ502KEH,18,lFFA,19.048939,lLO,0.24335029098814392
NDARPJ502KEH,18,lFFA,19.048939,lFFA,0.24962224143484327
NDARPJ502KEH,18,lFFA,19.048939,lOFA,0.13866945212000945
NDARPJ502KEH,18,lFFA,19.048939,rLO,0.23831726758591484
NDARPJ502KEH,18,lFFA,19.048939,rFFA,0.16536681676288717
NDARPJ502KEH,18,lFFA,19.048939,rOFA,0.20265052348890022
NDARPR537HF5,18,lFFA,6.041409,lLO,0.13279886631433302
NDARPR537HF5,18,lFFA,6.041409,lFFA,0.11576853439350568
NDARPR537HF5,18,lFFA,6.041409,lOFA,0.08875276184896028
NDARPR537HF5,18,lFFA,6.041409,rLO,0.13134913783558158
NDARPR537HF5,18,lFFA,6.041409,rFFA,0.12510135150248727
NDARPR537HF5,18,lFFA,6.041409,rOFA,0.11778968843061892
NDARRF525ME3,18,lFFA,5.950376,lLO,0.16192122561584724
NDARRF525ME3,18,lFFA,5.950376,lFFA,0.10403523944197889
NDARRF525ME3,18,lFFA,5.950376,lOFA,0.1315501905156285
NDARRF525ME3,18,lFFA,5.950376,rLO,0.16737159342063024
NDARRF525ME3,18,lFFA,5.950376,rFFA,0.12340504856409636
NDARRF525ME3,18,lFFA,5.950376,rOFA,0.16480531117803296
NDARRV877ERG,18,lFFA,7.842345,lLO,0.21570490112816593
NDARRV877ERG,18,lFFA,7.842345,lFFA,0.12782842241896386
NDARRV877ERG,18,lFFA,7.842345,lOFA,0.1081820266791631
NDARRV877ERG,18,lFFA,7.842345,rLO,0.17849312885049864
NDARRV877ERG,18,lFFA,7.842345,rFFA,0.125096911072135
NDARRV877ERG,18,lFFA,7.842345,rOFA,0.13978421937454807
NDARRX084UML,18,lFFA,7.492584,lLO,0.22503093527504367
NDARRX084UML,18,lFFA,7.492584,lFFA,0.14452126605539464
NDARRX084UML,18,lFFA,7.492584,lOFA,0.13958955970135326
NDARRX084UML,18,lFFA,7.492584,rLO,0.17321106224138963
NDARRX084UML,18,lFFA,7.492584,rFFA,0.20611314085559487
NDARRX084UML,18,lFFA,7.492584,rOFA,0.15078539418569156
NDARRX138MLG,18,lFFA,6.627195,lLO,0.16584604718338689
NDARRX138MLG,18,lFFA,6.627195,lFFA,0.1170650244479886
NDARRX138MLG,18,lFFA,6.627195,lOFA,0.11873210745499843
NDARRX138MLG,18,lFFA,6.627195,rLO,0.19152240503894988
NDARRX138MLG,18,lFFA,6.627195,rFFA,0.16078553367787393
NDARRX138MLG,18,lFFA,6.627195,rOFA,0.178590617045044
NDARTL878RZ2,18,lFFA,7.886607,lLO,0.10307490365131852
NDARTL878RZ2,18,lFFA,7.886607,lFFA,0.051163712392012936
NDARTL878RZ2,18,lFFA,7.886607,lOFA,0.062091070856564776
NDARTL878RZ2,18,lFFA,7.886607,rLO,0.13399019984800525
NDARTL878RZ2,18,lFFA,7.886607,rFFA,0.09697191849376798
NDARTL878RZ2,18,lFFA,7.886607,rOFA,0.08785746456858988
NDARTU280GKF,18,lFFA,7.925051,lLO,0.14434701924434265
NDARTU280GKF,18,lFFA,7.925051,lFFA,0.13483483327005386
NDARTU280GKF,18,lFFA,7.925051,lOFA,0.10506938293801373
NDARTU280GKF,18,lFFA,7.925051,rLO,0.15786413375496536
NDARTU280GKF,18,lFFA,7.925051,rFFA,0.15462116109170976
NDARTU280GKF,18,lFFA,7.925051,rOFA,0.18984258960598605
NDARTV296UNC,18,lFFA,7.719598,lLO,0.22524111132652322
NDARTV296UNC,18,lFFA,7.719598,lFFA,0.11839890075538803
NDARTV296UNC,18,lFFA,7.719598,lOFA,0.15006964712079104
NDARTV296UNC,18,lFFA,7.719598,rLO,0.2450351705784138
NDARTV296UNC,18,lFFA,7.719598,rFFA,0.1996677967614587
NDARTV296UNC,18,lFFA,7.719598,rOFA,0.18166728465840556
NDARUD394JAW,18,lFFA,6.667693,lLO,0.19570689224764237
NDARUD394JAW,18,lFFA,6.667693,lFFA,0.16048680813812505
NDARUD394JAW,18,lFFA,6.667693,lOFA,0.15390674089873957
NDARUD394JAW,18,lFFA,6.667693,rLO,0.19792517289178443
NDARUD394JAW,18,lFFA,6.667693,rFFA,0.20623648366669245
NDARUD394JAW,18,lFFA,6.667693,rOFA,0.14929999583576464
NDARVF786FUU,18,lFFA,7.965548,lLO,0.17467859334749827
NDARVF786FUU,18,lFFA,7.965548,lFFA,0.16988360288141127
NDARVF786FUU,18,lFFA,7.965548,lOFA,0.13378964564658546
NDARVF786FUU,18,lFFA,7.965548,rLO,0.18693498928813676
NDARVF786FUU,18,lFFA,7.965548,rFFA,0.14811687851466118
NDARVF786FUU,18,lFFA,7.965548,rOFA,0.1766408533686671
NDARVK407TGE,18,lFFA,7.525325,lLO,0.1847808881155494
NDARVK407TGE,18,lFFA,7.525325,lFFA,0.11268850397974807
NDARVK407TGE,18,lFFA,7.525325,lOFA,0.13107741161019143
NDARVK407TGE,18,lFFA,7.525325,rLO,0.17250780122150206
NDARVK407TGE,18,lFFA,7.525325,rFFA,0.13407691599775803
NDARVK407TGE,18,lFFA,7.525325,rOFA,0.13465566076056124
NDARVL878GRA,18,lFFA,5.353524,lLO,0.11629331383201548
NDARVL878GRA,18,lFFA,5.353524,lFFA,0.07648447715798883
NDARVL878GRA,18,lFFA,5.353524,lOFA,0.07137823615930855
NDARVL878GRA,18,lFFA,5.353524,rLO,0.07960174645118896
NDARVL878GRA,18,lFFA,5.353524,rFFA,0.11107990589560916
NDARVL878GRA,18,lFFA,5.353524,rOFA,0.04766510564737017
NDARVM774PA5,18,lFFA,7.418548,lLO,0.12729457331429153
NDARVM774PA5,18,lFFA,7.418548,lFFA,0.10101025296791502
NDARVM774PA5,18,lFFA,7.418548,lOFA,0.08041774493288639
NDARVM774PA5,18,lFFA,7.418548,rLO,0.1651335332280786
NDARVM774PA5,18,lFFA,7.418548,rFFA,0.1468965109042169
NDARVM774PA5,18,lFFA,7.418548,rOFA,0.1314817854221894
NDARVY860TY0,18,lFFA,6.848505,lLO,0.14345013941521945
NDARVY860TY0,18,lFFA,6.848505,lFFA,0.13301534809727064
NDARVY860TY0,18,lFFA,6.848505,lOFA,0.12439648885856806
NDARVY860TY0,18,lFFA,6.848505,rLO,0.13095818278637125
NDARVY860TY0,18,lFFA,6.848505,rFFA,0.11378855898786523
NDARVY860TY0,18,lFFA,6.848505,rOFA,0.11780470546954004
NDARWP112TDL,18,lFFA,6.515058,lLO,0.18785984106272433
NDARWP112TDL,18,lFFA,6.515058,lFFA,0.15259725002968658
NDARWP112TDL,18,lFFA,6.515058,lOFA,0.11435909171016977
NDARWP112TDL,18,lFFA,6.515058,rLO,0.22688423619047005
NDARWP112TDL,18,lFFA,6.515058,rFFA,0.16533217608267334
NDARWP112TDL,18,lFFA,6.515058,rOFA,0.17481910862456226
NDARXF294ME0,18,lFFA,6.484827,lLO,0.2137316244791493
NDARXF294ME0,18,lFFA,6.484827,lFFA,0.16008434062414342
NDARXF294ME0,18,lFFA,6.484827,lOFA,0.12950407483155094
NDARXF294ME0,18,lFFA,6.484827,rLO,0.23120832253653403
NDARXF294ME0,18,lFFA,6.484827,rFFA,0.19243695262729735
NDARXF294ME0,18,lFFA,6.484827,rOFA,0.18962995433989513
NDARXH270TJ8,18,lFFA,6.588409,lLO,0.12407818515520658
NDARXH270TJ8,18,lFFA,6.588409,lFFA,0.09315834657056558
NDARXH270TJ8,18,lFFA,6.588409,lOFA,0.07313505349669272
NDARXH270TJ8,18,lFFA,6.588409,rLO,0.12223034479524647
NDARXH270TJ8,18,lFFA,6.588409,rFFA,0.15514862560483048
NDARXH270TJ8,18,lFFA,6.588409,rOFA,0.11851680344633884
NDARXX426ELJ,18,lFFA,6.107118,lLO,0.19062154323926883
NDARXX426ELJ,18,lFFA,6.107118,lFFA,0.1488948977131734
NDARXX426ELJ,18,lFFA,6.107118,lOFA,0.1003781703129118
NDARXX426ELJ,18,lFFA,6.107118,rLO,0.21523178465564677
NDARXX426ELJ,18,lFFA,6.107118,rFFA,0.1667482033787948
NDARXX426ELJ,18,lFFA,6.107118,rOFA,0.1718557140394911
NDARYA877HN5,18,lFFA,7.79352,lLO,0.2582237257711212
NDARYA877HN5,18,lFFA,7.79352,lFFA,0.178109114160336
NDARYA877HN5,18,lFFA,7.79352,lOFA,0.18534969205890417
NDARYA877HN5,18,lFFA,7.79352,rLO,0.2650962766791605
NDARYA877HN5,18,lFFA,7.79352,rFFA,0.21739459211720905
NDARYA877HN5,18,lFFA,7.79352,rOFA,0.20931740315423542
NDARAP457WB5,18,lFFA,18.328884,lLO,0.2800194222461573
NDARAP457WB5,18,lFFA,18.328884,lFFA,0.2849059274575539
NDARAP457WB5,18,lFFA,18.328884,lOFA,0.18630425004647336
NDARAP457WB5,18,lFFA,18.328884,rLO,0.2362794379551935
NDARAP457WB5,18,lFFA,18.328884,rFFA,0.21675181302772134
NDARAP457WB5,18,lFFA,18.328884,rOFA,0.20435934699092198
NDARAP739AUP,18,lFFA,5.956422,lLO,0.16471246983199855
NDARAP739AUP,18,lFFA,5.956422,lFFA,0.13253672598678493
NDARAP739AUP,18,lFFA,5.956422,lOFA,0.15033457718554571
NDARAP739AUP,18,lFFA,5.956422,rLO,0.15910505749899678
NDARAP739AUP,18,lFFA,5.956422,rFFA,0.16737263666154584
NDARAP739AUP,18,lFFA,5.956422,rOFA,0.16647792340216291
NDARAX075WL9,18,lFFA,5.96167,lLO,0.17474485008497453
NDARAX075WL9,18,lFFA,5.96167,lFFA,0.12529729617114135
NDARAX075WL9,18,lFFA,5.96167,lOFA,0.10599636877914068
NDARAX075WL9,18,lFFA,5.96167,rLO,0.12397876683615794
NDARAX075WL9,18,lFFA,5.96167,rFFA,0.11142137470115503
NDARAX075WL9,18,lFFA,5.96167,rOFA,0.09852301965962265
NDARCP452ZVH,18,lFFA,7.404175,lLO,0.22187168208105218
NDARCP452ZVH,18,lFFA,7.404175,lFFA,0.1835213474014539
NDARCP452ZVH,18,lFFA,7.404175,lOFA,0.14097172910787187
NDARCP452ZVH,18,lFFA,7.404175,rLO,0.20430683547548303
NDARCP452ZVH,18,lFFA,7.404175,rFFA,0.18109594552874758
NDARCP452ZVH,18,lFFA,7.404175,rOFA,0.1738676662468283
NDARET067PK6,18,lFFA,5.361966,lLO,0.17293393111543295
NDARET067PK6,18,lFFA,5.361966,lFFA,0.12551735911267498
NDARET067PK6,18,lFFA,5.361966,lOFA,0.11752113166607017
NDARET067PK6,18,lFFA,5.361966,rLO,0.1893583063881811
NDARET067PK6,18,lFFA,5.361966,rFFA,0.15694583847411403
NDARET067PK6,18,lFFA,5.361966,rOFA,0.1760988228354376
NDARFD620BUW,18,lFFA,7.456536,lLO,0.16421690893515103
NDARFD620BUW,18,lFFA,7.456536,lFFA,0.08946728233699966
NDARFD620BUW,18,lFFA,7.456536,lOFA,0.1063609789399511
NDARFD620BUW,18,lFFA,7.456536,rLO,0.16439993487341342
NDARFD620BUW,18,lFFA,7.456536,rFFA,0.12135577127238178
NDARFD620BUW,18,lFFA,7.456536,rOFA,0.16056316658437256
NDARFN636ZYB,18,lFFA,6.326146,lLO,0.18476387053875626
NDARFN636ZYB,18,lFFA,6.326146,lFFA,0.11701273362231024
NDARFN636ZYB,18,lFFA,6.326146,lOFA,0.10409274564762593
NDARFN636ZYB,18,lFFA,6.326146,rLO,0.1499442622619727
NDARFN636ZYB,18,lFFA,6.326146,rFFA,0.1480980421908636
NDARFN636ZYB,18,lFFA,6.326146,rOFA,0.14452643980020133
NDARFN790WHU,18,lFFA,20.1248,lLO,0.27126225072153526
NDARFN790WHU,18,lFFA,20.1248,lFFA,0.31688638893307886
NDARFN790WHU,18,lFFA,20.1248,lOFA,0.2267089520005145
NDARFN790WHU,18,lFFA,20.1248,rLO,0.2759385738013985
NDARFN790WHU,18,lFFA,20.1248,rFFA,0.25752325272925325
NDARFN790WHU,18,lFFA,20.1248,rOFA,0.27313305763396406
NDARGC407NV7,18,lFFA,6.309034,lLO,0.21974401298726165
NDARGC407NV7,18,lFFA,6.309034,lFFA,0.17844607098916812
NDARGC407NV7,18,lFFA,6.309034,lOFA,0.11935612853106164
NDARGC407NV7,18,lFFA,6.309034,rLO,0.22984531620586787
NDARGC407NV7,18,lFFA,6.309034,rFFA,0.192587014818656
NDARGC407NV7,18,lFFA,6.309034,rOFA,0.18452487554244804
NDARHB261JMG,18,lFFA,7.136436,lLO,0.1444093777176801
NDARHB261JMG,18,lFFA,7.136436,lFFA,0.1234013787992842
NDARHB261JMG,18,lFFA,7.136436,lOFA,0.10659610825246761
NDARHB261JMG,18,lFFA,7.136436,rLO,0.1330990391593792
NDARHB261JMG,18,lFFA,7.136436,rFFA,0.17723693033696092
NDARHB261JMG,18,lFFA,7.136436,rOFA,0.110819759275698
NDARHT524ET0,18,lFFA,6.501254,lLO,0.13866074528877884
NDARHT524ET0,18,lFFA,6.501254,lFFA,0.08433800373126178
NDARHT524ET0,18,lFFA,6.501254,lOFA,0.04830379791803449
NDARHT524ET0,18,lFFA,6.501254,rLO,0.15940435489030041
NDARHT524ET0,18,lFFA,6.501254,rFFA,0.13464294267776353
NDARHT524ET0,18,lFFA,6.501254,rOFA,0.1332579900703332
NDARMB857WG7,18,lFFA,7.527606,lLO,0.12427385420806798
NDARMB857WG7,18,lFFA,7.527606,lFFA,0.06397501050367163
NDARMB857WG7,18,lFFA,7.527606,lOFA,0.08163584665117651
NDARMB857WG7,18,lFFA,7.527606,rLO,0.15092730436393997
NDARMB857WG7,18,lFFA,7.527606,rFFA,0.10862281155903625
NDARMB857WG7,18,lFFA,7.527606,rOFA,0.11067103632224096
NDARNC287MK5,18,lFFA,6.788501,lLO,0.1912421234620537
NDARNC287MK5,18,lFFA,6.788501,lFFA,0.171430456512967
NDARNC287MK5,18,lFFA,6.788501,lOFA,0.09795309543512543
NDARNC287MK5,18,lFFA,6.788501,rLO,0.14524578280746975
NDARNC287MK5,18,lFFA,6.788501,rFFA,0.19498393458817445
NDARNC287MK5,18,lFFA,6.788501,rOFA,0.07957087167492842
NDARPM528TBR,18,lFFA,7.690166,lLO,0.2130479875204954
NDARPM528TBR,18,lFFA,7.690166,lFFA,0.17539309289812216
NDARPM528TBR,18,lFFA,7.690166,lOFA,0.16643991520861162
NDARPM528TBR,18,lFFA,7.690166,rLO,0.22479740722745703
NDARPM528TBR,18,lFFA,7.690166,rFFA,0.21127213446704218
NDARPM528TBR,18,lFFA,7.690166,rOFA,0.1685724804652737
NDARPR799VX4,18,lFFA,7.67796,lLO,0.1933550187974954
NDARPR799VX4,18,lFFA,7.67796,lFFA,0.17954946672654662
NDARPR799VX4,18,lFFA,7.67796,lOFA,0.12825969980858212
NDARPR799VX4,18,lFFA,7.67796,rLO,0.2190119122871376
NDARPR799VX4,18,lFFA,7.67796,rFFA,0.1910347009821341
NDARPR799VX4,18,lFFA,7.67796,rOFA,0.1924037667536242
NDARPX661BF1,18,lFFA,6.511635,lLO,0.12324188025597302
NDARPX661BF1,18,lFFA,6.511635,lFFA,0.07478369691440008
NDARPX661BF1,18,lFFA,6.511635,lOFA,0.07396998069872014
NDARPX661BF1,18,lFFA,6.511635,rLO,0.13440255671847182
NDARPX661BF1,18,lFFA,6.511635,rFFA,0.09208954712983203
NDARPX661BF1,18,lFFA,6.511635,rOFA,0.08392125586437653
NDARRA428WB9,18,lFFA,6.994067,lLO,0.16852734656854493
NDARRA428WB9,18,lFFA,6.994067,lFFA,0.15295918321669286
NDARRA428WB9,18,lFFA,6.994067,lOFA,0.12019512326448513
NDARRA428WB9,18,lFFA,6.994067,rLO,0.15122697798610174
NDARRA428WB9,18,lFFA,6.994067,rFFA,0.16202485315249363
NDARRA428WB9,18,lFFA,6.994067,rOFA,0.13575583458316537
NDARRC348AFG,18,lFFA,6.437827,lLO,0.10294933087855453
NDARRC348AFG,18,lFFA,6.437827,lFFA,0.08334773136408508
NDARRC348AFG,18,lFFA,6.437827,lOFA,0.07227900031474788
NDARRC348AFG,18,lFFA,6.437827,rLO,0.07403512997534352
NDARRC348AFG,18,lFFA,6.437827,rFFA,0.09930619524615522
NDARRC348AFG,18,lFFA,6.437827,rOFA,0.09632512130357707
NDARRW481GFE,18,lFFA,5.701232,lLO,0.14452572076023912
NDARRW481GFE,18,lFFA,5.701232,lFFA,0.13110324118632086
NDARRW481GFE,18,lFFA,5.701232,lOFA,0.10556328761711656
NDARRW481GFE,18,lFFA,5.701232,rLO,0.17468261505820062
NDARRW481GFE,18,lFFA,5.701232,rFFA,0.1620357849500181
NDARRW481GFE,18,lFFA,5.701232,rOFA,0.12890848079748976
NDARUA821NUN,18,lFFA,5.559548,lLO,0.18074542585865863
NDARUA821NUN,18,lFFA,5.559548,lFFA,0.12363700471154455
NDARUA821NUN,18,lFFA,5.559548,lOFA,0.12605646666058315
NDARUA821NUN,18,lFFA,5.559548,rLO,0.12053250997850494
NDARUA821NUN,18,lFFA,5.559548,rFFA,0.14034064108986954
NDARUA821NUN,18,lFFA,5.559548,rOFA,0.06624542774681325
NDARUC308ZLR,18,lFFA,5.986082,lLO,0.13441917564386652
NDARUC308ZLR,18,lFFA,5.986082,lFFA,0.1166783836418133
NDARUC308ZLR,18,lFFA,5.986082,lOFA,0.08619496467309659
NDARUC308ZLR,18,lFFA,5.986082,rLO,0.15159709878121766
NDARUC308ZLR,18,lFFA,5.986082,rFFA,0.14303361122517713
NDARUC308ZLR,18,lFFA,5.986082,rOFA,0.10571268721017398
NDARUL290YKN,18,lFFA,7.966119,lLO,0.06925514124211295
NDARUL290YKN,18,lFFA,7.966119,lFFA,0.015547418112985597
NDARUL290YKN,18,lFFA,7.966119,lOFA,0.019257625759793732
NDARUL290YKN,18,lFFA,7.966119,rLO,0.1995512362619545
NDARUL290YKN,18,lFFA,7.966119,rFFA,0.17208413844474876
NDARUL290YKN,18,lFFA,7.966119,rOFA,0.1656638149416427
NDARVM741LKK,18,lFFA,7.13096,lLO,0.1581850023636098
NDARVM741LKK,18,lFFA,7.13096,lFFA,0.12416092222493554
NDARVM741LKK,18,lFFA,7.13096,lOFA,0.11158930318693285
NDARVM741LKK,18,lFFA,7.13096,rLO,0.1729454544574571
NDARVM741LKK,18,lFFA,7.13096,rFFA,0.1569575033500057
NDARVM741LKK,18,lFFA,7.13096,rOFA,0.14832521337552437
NDARVP838PLC,18,lFFA,6.659593,lLO,0.1297920282452118
NDARVP838PLC,18,lFFA,6.659593,lFFA,0.10212138850930787
NDARVP838PLC,18,lFFA,6.659593,lOFA,0.09407140852310289
NDARVP838PLC,18,lFFA,6.659593,rLO,0.12693318374176032
NDARVP838PLC,18,lFFA,6.659593,rFFA,0.16175216967427838
NDARVP838PLC,18,lFFA,6.659593,rOFA,0.07824108406922067
NDARWM073AMM,18,lFFA,6.744353,lLO,0.1641446956054825
NDARWM073AMM,18,lFFA,6.744353,lFFA,0.12809462571240746
NDARWM073AMM,18,lFFA,6.744353,lOFA,0.11117964606950602
NDARWM073AMM,18,lFFA,6.744353,rLO,0.16493322808215952
NDARWM073AMM,18,lFFA,6.744353,rFFA,0.13447494274220248
NDARWM073AMM,18,lFFA,6.744353,rOFA,0.13219519706901248
NDARXB870BCV,18,lFFA,7.19336,lLO,0.2052841553537569
NDARXB870BCV,18,lFFA,7.19336,lFFA,0.1582970071165811
NDARXB870BCV,18,lFFA,7.19336,lOFA,0.15755664455668578
NDARXB870BCV,18,lFFA,7.19336,rLO,0.2150452294190082
NDARXB870BCV,18,lFFA,7.19336,rFFA,0.16861727533409074
NDARXB870BCV,18,lFFA,7.19336,rOFA,0.20191475899365893
NDARXC055JGA,18,lFFA,6.629477,lLO,0.209929992149886
NDARXC055JGA,18,lFFA,6.629477,lFFA,0.16723352795477622
NDARXC055JGA,18,lFFA,6.629477,lOFA,0.13071426754989363
NDARXC055JGA,18,lFFA,6.629477,rLO,0.23840489440368107
NDARXC055JGA,18,lFFA,6.629477,rFFA,0.17718793034094163
NDARXC055JGA,18,lFFA,6.629477,rOFA,0.1554043407704773
NDARXE069UU8,18,lFFA,6.520533,lLO,0.14788839372283696
NDARXE069UU8,18,lFFA,6.520533,lFFA,0.11249349491609924
NDARXE069UU8,18,lFFA,6.520533,lOFA,0.08731396911550555
NDARXE069UU8,18,lFFA,6.520533,rLO,0.1390412110392882
NDARXE069UU8,18,lFFA,6.520533,rFFA,0.13982875412697973
NDARXE069UU8,18,lFFA,6.520533,rOFA,0.10944809371570031
NDARYH603BDN,18,lFFA,7.120009,lLO,0.1248534545603044
NDARYH603BDN,18,lFFA,7.120009,lFFA,0.11365021664612185
NDARYH603BDN,18,lFFA,7.120009,lOFA,0.06605821301081616
NDARYH603BDN,18,lFFA,7.120009,rLO,0.11755093940142723
NDARYH603BDN,18,lFFA,7.120009,rFFA,0.12447945752098015
NDARYH603BDN,18,lFFA,7.120009,rOFA,0.08178798401600361
