age,roi,corr,architecture,train_type,layer,se
infant,rFFA,0.5684261975509607,cornet_z_sl,imagenet_vggface,aIT,0.02481144886113664
adult,rFFA,0.39550231712229994,cornet_z_sl,imagenet_vggface,aIT,0.025193426821529946
infant,rA1,0.5862246715161915,cornet_z_sl,imagenet_vggface,aIT,0.020748629436152213
adult,rA1,0.5066022099136142,cornet_z_sl,imagenet_vggface,aIT,0.023075936634269226
infant,lLO,0.5604470107708241,cornet_z_sl,vggface_oneobject,aIT,0.024256443072503804
adult,lLO,0.44094973584213626,cornet_z_sl,vggface_oneobject,aIT,0.022448076807298448
infant,lFFA,0.5018945819568058,cornet_z_sl,vggface_oneobject,aIT,0.02435860284357495
adult,lFFA,0.31015392461971275,cornet_z_sl,vggface_oneobject,aIT,0.023870013246461465
infant,lA1,0.5480863884844552,cornet_z_sl,vggface_oneobject,aIT,0.023328337691433533
adult,lA1,0.4472170531388965,cornet_z_sl,vggface_oneobject,aIT,0.029893033265942278
infant,rLO,0.5625143566825348,cornet_z_sl,vggface_oneobject,aIT,0.02389912930641137
adult,rLO,0.40320626062540543,cornet_z_sl,vggface_oneobject,aIT,0.025491776987195888
infant,rFFA,0.5361855716336462,cornet_z_sl,vggface_oneobject,aIT,0.02463725872719349
adult,rFFA,0.35078156132481203,cornet_z_sl,vggface_oneobject,aIT,0.026839469512144335
infant,rA1,0.5453907548296097,cornet_z_sl,vggface_oneobject,aIT,0.02312177202644049
adult,rA1,0.43236612267190194,cornet_z_sl,vggface_oneobject,aIT,0.02565862149164502
infant,lLO,0.5793969677127734,cornet_z_sl,vggface,aIT,0.026136115679806938
adult,lLO,0.46046202462985886,cornet_z_sl,vggface,aIT,0.023830773091359114
infant,lFFA,0.5206304423723334,cornet_z_sl,vggface,aIT,0.025215072996867045
adult,lFFA,0.32082975815234455,cornet_z_sl,vggface,aIT,0.025663064710717907
infant,lA1,0.5696645684995364,cornet_z_sl,vggface,aIT,0.022501712407374475
adult,lA1,0.45964754341125313,cornet_z_sl,vggface,aIT,0.02700601011534317
infant,rLO,0.5736664456593812,cornet_z_sl,vggface,aIT,0.024536148538496606
adult,rLO,0.4187790237103254,cornet_z_sl,vggface,aIT,0.027539440674745827
infant,rFFA,0.5539808116181144,cornet_z_sl,vggface,aIT,0.025691700161476805
adult,rFFA,0.3572842266119529,cornet_z_sl,vggface,aIT,0.027688480245795493
infant,rA1,0.5607159848749954,cornet_z_sl,vggface,aIT,0.02580125770892317
adult,rA1,0.44709828714129257,cornet_z_sl,vggface,aIT,0.0234445769632152
infant,lLO,0.26039153416935,cornet_z_sl,random,aIT,0.021994113343003347
adult,lLO,0.20730241229042914,cornet_z_sl,random,aIT,0.02202069906454318
infant,lFFA,0.24347543318377124,cornet_z_sl,random,aIT,0.017815335433770386
adult,lFFA,0.13842316502297078,cornet_z_sl,random,aIT,0.02019166598111687
infant,lA1,0.25208773662335715,cornet_z_sl,random,aIT,0.019589496129495072
adult,lA1,0.20062599163619524,cornet_z_sl,random,aIT,0.022952875244564543
infant,rLO,0.2637553785543934,cornet_z_sl,random,aIT,0.018777526521476334
adult,rLO,0.17889889069120762,cornet_z_sl,random,aIT,0.0202168769928243
infant,rFFA,0.2551722635253857,cornet_z_sl,random,aIT,0.018704534245687722
adult,rFFA,0.17192958792987534,cornet_z_sl,random,aIT,0.022382954540566092
infant,rA1,0.25725870851880855,cornet_z_sl,random,aIT,0.020549195084810623
adult,rA1,0.20411401517794547,cornet_z_sl,random,aIT,0.022505762805999936
