age,roi,corr,architecture,train_type,layer,se
infant,lLO,0.6023807772332698,cornet_z_sl,imagenet_noface,aIT,0.023872779317261932
adult,lLO,0.503414673779578,cornet_z_sl,imagenet_noface,aIT,0.022246910367035574
infant,lFFA,0.5478098911233844,cornet_z_sl,imagenet_noface,aIT,0.02625354702491685
adult,lFFA,0.37022502400138435,cornet_z_sl,imagenet_noface,aIT,0.02462118723993303
infant,lA1,0.595258747261639,cornet_z_sl,imagenet_noface,aIT,0.022449423496798373
adult,lA1,0.5182598262393212,cornet_z_sl,imagenet_noface,aIT,0.02552822647271203
infant,rLO,0.5942152203320905,cornet_z_sl,imagenet_noface,aIT,0.021329114511101945
adult,rLO,0.4663013120457358,cornet_z_sl,imagenet_noface,aIT,0.02361121713759196
infant,rFFA,0.5706094095294976,cornet_z_sl,imagenet_noface,aIT,0.024525488612529837
adult,rFFA,0.39629920893543996,cornet_z_sl,imagenet_noface,aIT,0.026605870205573468
infant,rA1,0.5902671840071213,cornet_z_sl,imagenet_noface,aIT,0.022282513120633455
adult,rA1,0.5040192367201601,cornet_z_sl,imagenet_noface,aIT,0.023305767400193994
infant,lLO,0.6000216627965079,cornet_z_sl,imagenet_oneface,aIT,0.022324306939214566
adult,lLO,0.5127973520595444,cornet_z_sl,imagenet_oneface,aIT,0.02220087074202576
infant,lFFA,0.5461120755081823,cornet_z_sl,imagenet_oneface,aIT,0.028182537594818906
adult,lFFA,0.38145406034214296,cornet_z_sl,imagenet_oneface,aIT,0.02093497386172072
infant,lA1,0.5884673261018686,cornet_z_sl,imagenet_oneface,aIT,0.025652822209895246
adult,lA1,0.5258383124845911,cornet_z_sl,imagenet_oneface,aIT,0.02030500030669321
infant,rLO,0.5938470370428386,cornet_z_sl,imagenet_oneface,aIT,0.02236433003025722
adult,rLO,0.4758667245544015,cornet_z_sl,imagenet_oneface,aIT,0.021588237467846497
infant,rFFA,0.5700959375518114,cornet_z_sl,imagenet_oneface,aIT,0.02342347382421874
adult,rFFA,0.4113373277263042,cornet_z_sl,imagenet_oneface,aIT,0.022497016804561645
infant,rA1,0.5870542675704056,cornet_z_sl,imagenet_oneface,aIT,0.02528973838053535
adult,rA1,0.5146729751071395,cornet_z_sl,imagenet_oneface,aIT,0.024837762964502193
infant,lLO,0.5979847677224646,cornet_z_sl,imagenet_vggface,aIT,0.020726321723148335
adult,lLO,0.5102582053540107,cornet_z_sl,imagenet_vggface,aIT,0.022503818226764352
infant,lFFA,0.5439687405249637,cornet_z_sl,imagenet_vggface,aIT,0.023892564324365106
adult,lFFA,0.3737333413578695,cornet_z_sl,imagenet_vggface,aIT,0.021663698593935545
infant,lA1,0.5919694135426418,cornet_z_sl,imagenet_vggface,aIT,0.023806735395958015
adult,lA1,0.5221571139603397,cornet_z_sl,imagenet_vggface,aIT,0.022307470974592843
infant,rLO,0.5975522126912973,cornet_z_sl,imagenet_vggface,aIT,0.02490395346522506
adult,rLO,0.46721075840350523,cornet_z_sl,imagenet_vggface,aIT,0.024129914772000636
infant,rFFA,0.5684261975509607,cornet_z_sl,imagenet_vggface,aIT,0.02305189576245339
adult,rFFA,0.39550231712229994,cornet_z_sl,imagenet_vggface,aIT,0.0259213291573785
infant,rA1,0.5862246715161915,cornet_z_sl,imagenet_vggface,aIT,0.023722802326901615
adult,rA1,0.5066022099136142,cornet_z_sl,imagenet_vggface,aIT,0.02403624479771722
infant,lLO,0.5604470107708241,cornet_z_sl,vggface_oneobject,aIT,0.024860545201650847
adult,lLO,0.44094973584213626,cornet_z_sl,vggface_oneobject,aIT,0.0247566683057397
infant,lFFA,0.5018945819568058,cornet_z_sl,vggface_oneobject,aIT,0.028017277767910295
adult,lFFA,0.31015392461971275,cornet_z_sl,vggface_oneobject,aIT,0.026585718346372463
infant,lA1,0.5480863884844552,cornet_z_sl,vggface_oneobject,aIT,0.0264884313500359
adult,lA1,0.4472170531388965,cornet_z_sl,vggface_oneobject,aIT,0.021294067430340718
infant,rLO,0.5625143566825348,cornet_z_sl,vggface_oneobject,aIT,0.024109501751604392
adult,rLO,0.40320626062540543,cornet_z_sl,vggface_oneobject,aIT,0.025361384076302014
