seed_age,target_age,seed_roi,target_roi,age_cond,roi_cond,isc_mean,isc_se
infant,infant,lA1,FFA,within,between,0.6289509537972102,0.06352316611528842
infant,infant,lA1,A1,within,between,0.5873151928221952,0.06852155685596249
infant,infant,lA1,EVC,within,between,0.5761703067231679,0.05146999235674269
infant,infant,lA1,lLOC,within,between,0.591011680383348,0.045773527405873884
infant,infant,lA1,lFFA,within,between,0.6148627837769848,0.05157827947568092
infant,infant,lA1,lA1,within,within,0.5236357519906633,0.05531061201584998
infant,infant,lA1,lEVC,within,between,0.5647021820460834,0.05848217563365278
infant,infant,lA1,rLOC,within,between,0.608006646422175,0.06096186239663173
infant,infant,lA1,rFFA,within,between,0.5770875733482344,0.06030969912393212
infant,infant,lA1,rA1,within,between,0.5300957767644173,0.06163922700770104
infant,infant,lA1,rEVC,within,between,0.6010518126043504,0.06061395552388678
infant,infant,lEVC,LOC,within,between,0.7970045251573312,0.03606417131295451
infant,infant,lEVC,FFA,within,between,0.8063803227050083,0.028237142562647907
infant,infant,lEVC,A1,within,between,0.6730960261422396,0.0377934841031869
infant,infant,lEVC,EVC,within,between,0.7781226569438116,0.03824193359857424
infant,infant,lEVC,lLOC,within,between,0.7760238418323474,0.04315285000900807
infant,infant,lEVC,lFFA,within,between,0.7199044475411244,0.036619204119145515
infant,infant,lEVC,lA1,within,between,0.5491353363487014,0.06667115162951931
infant,infant,lEVC,lEVC,within,within,0.7707051502381423,0.04774101387183377
infant,infant,lEVC,rLOC,within,between,0.7856971439259478,0.03875017491933088
infant,infant,lEVC,rFFA,within,between,0.7794207375758361,0.03308676851619577
infant,infant,lEVC,rA1,within,between,0.6185002579725601,0.06498325832670372
infant,infant,lEVC,rEVC,within,between,0.7931393794905969,0.03730058971607735
infant,infant,rLOC,LOC,within,between,0.8067430595539268,0.03594094083699368
infant,infant,rLOC,FFA,within,between,0.793636417254577,0.041561107313563876
infant,infant,rLOC,A1,within,between,0.6982291218262446,0.04837995612118728
infant,infant,rLOC,EVC,within,between,0.8020125272787677,0.03972140104184142
infant,infant,rLOC,lLOC,within,between,0.7724768989729384,0.0415069189217324
infant,infant,rLOC,lFFA,within,between,0.7454352032722292,0.05199908959494404
infant,infant,rLOC,lA1,within,between,0.5952735065569356,0.051189771876875165
infant,infant,rLOC,lEVC,within,between,0.7852962192421784,0.032425511955592005
infant,infant,rLOC,rLOC,within,within,0.8068828730214871,0.03596092047405896
infant,infant,rLOC,rFFA,within,between,0.787818681614599,0.042344544367509424
infant,infant,rLOC,rA1,within,between,0.6621987595615905,0.04448098442634299
infant,infant,rLOC,rEVC,within,between,0.7974291269681087,0.03438142450306515
infant,infant,rFFA,LOC,within,between,0.7820111203613802,0.05376247624762823
infant,infant,rFFA,FFA,within,between,0.8017733102533998,0.03925502432186445
infant,infant,rFFA,A1,within,between,0.6877167202423795,0.038945907629397626
infant,infant,rFFA,EVC,within,between,0.7935578366682104,0.033541356019969645
infant,infant,rFFA,lLOC,within,between,0.75805913966275,0.059699308046497555
infant,infant,rFFA,lFFA,within,between,0.7430872472339217,0.03964893656971191
infant,infant,rFFA,lA1,within,between,0.5627412525091793,0.07036856820376503
infant,infant,rFFA,lEVC,within,between,0.7847478012116111,0.04514626186583407
infant,infant,rFFA,rLOC,within,between,0.7748089534764605,0.04095304710451498
infant,infant,rFFA,rFFA,within,within,0.7683591556369361,0.04559016459579743
infant,infant,rFFA,rA1,within,between,0.6403615772189203,0.04640637605506925
infant,infant,rFFA,rEVC,within,between,0.7834911738804116,0.03386349089320916
infant,infant,rA1,LOC,within,between,0.707230461376119,0.04228233586857783
infant,infant,rA1,FFA,within,between,0.665308337917966,0.037610233336193906
infant,infant,rA1,A1,within,between,0.6425883071870729,0.05682725308499547
infant,infant,rA1,EVC,within,between,0.6274356939106794,0.044992029304314986
infant,infant,rA1,lLOC,within,between,0.6498988933322339,0.04758801584630961
infant,infant,rA1,lFFA,within,between,0.6469125646014481,0.04825734688853411
infant,infant,rA1,lA1,within,between,0.5490800413122828,0.06290232891474976
infant,infant,rA1,lEVC,within,between,0.6442609239182945,0.054067901776554454
infant,infant,rA1,rLOC,within,between,0.6576514073863006,0.06423093716954693
infant,infant,rA1,rFFA,within,between,0.6553711033232666,0.042708345906163604
infant,infant,rA1,rA1,within,within,0.6063607189823172,0.05059985304781512
infant,infant,rA1,rEVC,within,between,0.6674835756977858,0.05639855897983351
infant,infant,rEVC,LOC,within,between,0.8041732281666868,0.04809951272309655
infant,infant,rEVC,FFA,within,between,0.803484626578241,0.027640527673501388
infant,infant,rEVC,A1,within,between,0.6922221815248655,0.03879908066289575
infant,infant,rEVC,EVC,within,between,0.8097143443691407,0.03455528290577333
infant,infant,rEVC,lLOC,within,between,0.7774087016760353,0.038561215440525425
infant,infant,rEVC,lFFA,within,between,0.7361419353021758,0.030498924162500385
infant,infant,rEVC,lA1,within,between,0.5993017049731183,0.053857548589328445
infant,infant,rEVC,lEVC,within,between,0.7974727712206077,0.034687058204505884
infant,infant,rEVC,rLOC,within,between,0.7990629300431366,0.03740265363391412
infant,infant,rEVC,rFFA,within,between,0.8002881671488081,0.035552705211651596
infant,infant,rEVC,rA1,within,between,0.6726088621185191,0.04612124796830292
infant,infant,rEVC,rEVC,within,within,0.8108532948230941,0.03783776356204227
infant,adult,LOC,LOC,between,within,0.5542474444235003,0.07460740943560829
infant,adult,LOC,FFA,between,between,0.7407462832657788,0.038603275679071
infant,adult,LOC,A1,between,between,0.71539449116867,0.04281607748676538
infant,adult,LOC,EVC,between,between,0.5354617794093545,0.0570196544022304
infant,adult,LOC,lLOC,between,between,0.42485226276171567,0.08451784864175488
infant,adult,LOC,lFFA,between,between,0.6189694419107518,0.07468646658679208
infant,adult,LOC,lA1,between,between,0.7033605128507213,0.05516464228212497
infant,adult,LOC,lEVC,between,between,0.5207911569126286,0.06538393184183569
infant,adult,LOC,rLOC,between,between,0.5467735292451876,0.07623107571783777
infant,adult,LOC,rFFA,between,between,0.7160098234037697,0.04321979867617181
infant,adult,LOC,rA1,between,between,0.6749023193939069,0.06474186896058683
infant,adult,LOC,rEVC,between,between,0.4588872605450216,0.06244009172873926
infant,adult,FFA,LOC,between,between,0.4552150107326365,0.07693348896001861
infant,adult,FFA,FFA,between,within,0.6677457244304881,0.08054699972010546
infant,adult,FFA,A1,between,between,0.7247179819029181,0.03745579572680605
infant,adult,FFA,EVC,between,between,0.4855548102970349,0.0621739275312445
infant,adult,FFA,lLOC,between,between,0.3860400918181764,0.07343218637374939
infant,adult,FFA,lFFA,between,between,0.6144273965640172,0.05448839425124007
infant,adult,FFA,lA1,between,between,0.7219120939675264,0.03566358493020036
infant,adult,FFA,lEVC,between,between,0.5058670952415657,0.07050452494777942
infant,adult,FFA,rLOC,between,between,0.4694489639192376,0.06503957191478195
infant,adult,FFA,rFFA,between,between,0.7025951661904815,0.04052285580157173
infant,adult,FFA,rA1,between,between,0.7032147459529176,0.05467914166714065
infant,adult,FFA,rEVC,between,between,0.4276697348208495,0.06884809533708931
infant,adult,A1,LOC,between,between,0.554834809500549,0.08664128246510994
infant,adult,A1,FFA,between,between,0.6982467230508865,0.03907721536553362
infant,adult,A1,A1,between,within,0.6677647830418719,0.04359235409007974
infant,adult,A1,EVC,between,between,0.4900109067937801,0.07494201790302779
infant,adult,A1,lLOC,between,between,0.4592176477760688,0.07327251876145213
infant,adult,A1,lFFA,between,between,0.6254360742419661,0.05533340543127708
infant,adult,A1,lA1,between,between,0.6569725648328585,0.037105734563748105
infant,adult,A1,lEVC,between,between,0.48789740563270295,0.10988424093145199
infant,adult,A1,rLOC,between,between,0.5748320000708962,0.0730496197871673
infant,adult,A1,rFFA,between,between,0.682843403609071,0.04424771179080199
infant,adult,A1,rA1,between,between,0.6477620172352329,0.039224773381094806
infant,adult,A1,rEVC,between,between,0.4087392877843176,0.07797627651749715
infant,adult,EVC,LOC,between,between,0.5043995457625131,0.07067037740811574
infant,adult,EVC,FFA,between,between,0.715144172996971,0.04796365116644693
infant,adult,EVC,A1,between,between,0.6731516860627007,0.06183228379661976
infant,adult,EVC,EVC,between,within,0.5600650174009479,0.05271829561444853
infant,adult,EVC,lLOC,between,between,0.44237660366523285,0.08372569096331585
infant,adult,EVC,lFFA,between,between,0.5950510312365002,0.051281993974620764
infant,adult,EVC,lA1,between,between,0.6754362619242595,0.031793221176949035
infant,adult,EVC,lEVC,between,between,0.5565713120047941,0.058382736902737
infant,adult,EVC,rLOC,between,between,0.5099942858247668,0.08151210778599247
infant,adult,EVC,rFFA,between,between,0.6985254863464534,0.040806144111403375
infant,adult,EVC,rA1,between,between,0.6687606420492189,0.047765443184827144
infant,adult,EVC,rEVC,between,between,0.5147116892888799,0.060118323987300756
infant,adult,lLOC,LOC,between,between,0.5456830652275272,0.07889653372766109
infant,adult,lLOC,FFA,between,between,0.7025775580628149,0.05477835107742759
infant,adult,lLOC,A1,between,between,0.6661064679842582,0.05655318117142976
infant,adult,lLOC,EVC,between,between,0.515547609783178,0.07171514667690457
infant,adult,lLOC,lLOC,between,within,0.4553814964085336,0.0658796418344507
infant,adult,lLOC,lFFA,between,between,0.5980127971916631,0.06550170873380862
infant,adult,lLOC,lA1,between,between,0.679198076510514,0.05321276298067472
infant,adult,lLOC,lEVC,between,between,0.5236102876612456,0.053700531061973776
infant,adult,lLOC,rLOC,between,between,0.5440153628365019,0.052681919922222285
infant,adult,lLOC,rFFA,between,between,0.6850360651113073,0.05285352224915915
infant,adult,lLOC,rA1,between,between,0.6403116335432543,0.046103667689951215
infant,adult,lLOC,rEVC,between,between,0.4400261101490599,0.059634556007836535
infant,adult,lFFA,LOC,between,between,0.4512879068813169,0.08375057471652976
infant,adult,lFFA,FFA,between,between,0.7139762746234698,0.04309657835124334
infant,adult,lFFA,A1,between,between,0.6864269801889616,0.05958861494851921
infant,adult,lFFA,EVC,between,between,0.3960067807777535,0.07613433619721155
infant,adult,lFFA,lLOC,between,between,0.3611725728878204,0.07196879052956255
infant,adult,lFFA,lFFA,between,within,0.5628407935827129,0.058161086594378165
infant,adult,lFFA,lA1,between,between,0.6718309427000531,0.049371647410430146
infant,adult,lFFA,lEVC,between,between,0.5137795672094023,0.0710943212910893
infant,adult,lFFA,rLOC,between,between,0.4558450670086951,0.06786165850469182
infant,adult,lFFA,rFFA,between,between,0.6909144486621313,0.04877872926343797
infant,adult,lFFA,rA1,between,between,0.648949461861862,0.046726648004902456
infant,adult,lFFA,rEVC,between,between,0.370476383550272,0.04894603734859038
infant,adult,lA1,LOC,between,between,0.5045633037768625,0.06584600994852666
infant,adult,lA1,FFA,between,between,0.6537046474234217,0.06137175017411146
infant,adult,lA1,A1,between,between,0.6339707049563029,0.06813125418258062
infant,adult,lA1,EVC,between,between,0.44240287523325494,0.07540663435666684
infant,adult,lA1,lLOC,between,between,0.4400665445654308,0.10319396538604915
infant,adult,lA1,lFFA,between,between,0.570672646391416,0.058521410711910075
infant,adult,lA1,lA1,between,within,0.591997276202817,0.06502959388218223
infant,adult,lA1,lEVC,between,between,0.42135236758815986,0.09509649473230954
infant,adult,lA1,rLOC,between,between,0.539155749873486,0.07064082188891094
infant,adult,lA1,rFFA,between,between,0.6317060148822145,0.06155847905058051
infant,adult,lA1,rA1,between,between,0.6098656275875909,0.05272462393638307
infant,adult,lA1,rEVC,between,between,0.3764460416983428,0.0943570738851324
infant,adult,lEVC,LOC,between,between,0.4876321996254897,0.06641081748040947
infant,adult,lEVC,FFA,between,between,0.6853422522559617,0.05552926577501523
infant,adult,lEVC,A1,between,between,0.6613786581219298,0.049280589607980874
infant,adult,lEVC,EVC,between,between,0.5491436500090293,0.059264042162993094
infant,adult,lEVC,lLOC,between,between,0.4074867969114105,0.0811603746736645
infant,adult,lEVC,lFFA,between,between,0.5761972340738394,0.08451881066560658
infant,adult,lEVC,lA1,between,between,0.6677079977467631,0.045031247195955304
infant,adult,lEVC,lEVC,between,within,0.551869196276913,0.0687464782463017
infant,adult,lEVC,rLOC,between,between,0.5162187976001554,0.06400818961513041
infant,adult,lEVC,rFFA,between,between,0.6786493481202908,0.06486985498368197
infant,adult,lEVC,rA1,between,between,0.6513310013796945,0.058145553153365045
infant,adult,lEVC,rEVC,between,between,0.4435708025639659,0.07052646136199382
infant,adult,rLOC,LOC,between,between,0.49658205574735365,0.04471748749323285
infant,adult,rLOC,FFA,between,between,0.698811583227486,0.06560673193844943
infant,adult,rLOC,A1,between,between,0.6708782032541164,0.05819878660441715
infant,adult,rLOC,EVC,between,between,0.5254527512336727,0.06559665334824595
infant,adult,rLOC,lLOC,between,between,0.40819924013117276,0.09739092074707571
infant,adult,rLOC,lFFA,between,between,0.5917855251121008,0.06677479942517874
infant,adult,rLOC,lA1,between,between,0.6825339680244896,0.06295705065210348
infant,adult,rLOC,lEVC,between,between,0.5458976959358283,0.06459667012519586
infant,adult,rLOC,rLOC,between,within,0.4997867031598722,0.06867859369303829
infant,adult,rLOC,rFFA,between,between,0.681317526519737,0.04461525382730697
infant,adult,rLOC,rA1,between,between,0.6637618960739634,0.061173087378422704
infant,adult,rLOC,rEVC,between,between,0.445295546290239,0.0762708162827605
infant,adult,rFFA,LOC,between,between,0.4123234942304778,0.07555964650651036
infant,adult,rFFA,FFA,between,between,0.6640531646778804,0.06674421136555923
infant,adult,rFFA,A1,between,between,0.7290638497967631,0.03681832282325118
infant,adult,rFFA,EVC,between,between,0.4521165799323752,0.048759685911268114
infant,adult,rFFA,lLOC,between,between,0.3322450929073347,0.08425635973653106
infant,adult,rFFA,lFFA,between,between,0.5497579816028515,0.07191439842369995
infant,adult,rFFA,lA1,between,between,0.7140273607911309,0.04937206686231383
infant,adult,rFFA,lEVC,between,between,0.4948117112723635,0.06423012332599277
infant,adult,rFFA,rLOC,between,between,0.43316003549699394,0.08210605749960892
infant,adult,rFFA,rFFA,between,within,0.6658590287064384,0.03337372508757114
infant,adult,rFFA,rA1,between,between,0.7086658578820026,0.05196664519425689
infant,adult,rFFA,rEVC,between,between,0.389641201500917,0.053844763146623516
infant,adult,rA1,LOC,between,between,0.5237418452867824,0.07343005815945637
infant,adult,rA1,FFA,between,between,0.6497848981104043,0.04814852671319478
infant,adult,rA1,A1,between,between,0.5879084438752891,0.04133681901602069
infant,adult,rA1,EVC,between,between,0.42908916677190073,0.08414226297226639
infant,adult,rA1,lLOC,between,between,0.44404280118448836,0.06698869726657208
infant,adult,rA1,lFFA,between,between,0.5581020317532439,0.07745131726003351
infant,adult,rA1,lA1,between,between,0.5690894334020743,0.03794068458922271
infant,adult,rA1,lEVC,between,between,0.4631062043109093,0.07868438683205728
infant,adult,rA1,rLOC,between,between,0.5153307955835917,0.093501426435096
infant,adult,rA1,rFFA,between,between,0.63475352841781,0.04629221804712961
infant,adult,rA1,rA1,between,within,0.5855962359615132,0.042583336112275015
infant,adult,rA1,rEVC,between,between,0.4097191858660027,0.12609936058852547
infant,adult,rEVC,LOC,between,between,0.5457933764529316,0.07123070640574154
infant,adult,rEVC,FFA,between,between,0.7216423815087193,0.054820756415470275
infant,adult,rEVC,A1,between,between,0.6959924296398495,0.05680773675899392
infant,adult,rEVC,EVC,between,between,0.5533255972016202,0.054718288816817395
infant,adult,rEVC,lLOC,between,between,0.4758149881866747,0.06800853973985922
infant,adult,rEVC,lFFA,between,between,0.6265436882090641,0.07599503427212118
infant,adult,rEVC,lA1,between,between,0.6557549943802664,0.04820080203219768
infant,adult,rEVC,lEVC,between,between,0.5927488470865262,0.06470479956385329
infant,adult,rEVC,rLOC,between,between,0.5415860960635706,0.08933105791588569
infant,adult,rEVC,rFFA,between,between,0.695067449354434,0.05016949258387701
infant,adult,rEVC,rA1,between,between,0.6589328841323457,0.05090499946807278
infant,adult,rEVC,rEVC,between,within,0.5104102123158893,0.054042977013325146
adult,infant,LOC,LOC,between,within,0.5231876986912266,0.06823477091955324
adult,infant,LOC,FFA,between,between,0.4665959788164747,0.08952686641617714
adult,infant,LOC,A1,between,between,0.5338501501582177,0.07472756803837066
adult,infant,LOC,EVC,between,between,0.5333031167796026,0.06502761717668824
adult,infant,LOC,lLOC,between,between,0.5050986592291432,0.06713621130343056
adult,infant,LOC,lFFA,between,between,0.4620557654068196,0.06530789569587167
adult,infant,LOC,lA1,between,between,0.5107819798004171,0.0735677814374669
adult,infant,LOC,lEVC,between,between,0.4958216133179966,0.0686016641399617
adult,infant,LOC,rLOC,between,between,0.4851225355763405,0.07150805471597352
adult,infant,LOC,rFFA,between,between,0.43927885094287095,0.06079167709578094
adult,infant,LOC,rA1,between,between,0.5120615051459615,0.06531923986994437
adult,infant,LOC,rEVC,between,between,0.5487255408928777,0.06989023089069153
adult,infant,FFA,LOC,between,between,0.7290141670006046,0.05307546922925422
adult,infant,FFA,FFA,between,within,0.6869915162202624,0.07079487968623895
adult,infant,FFA,A1,between,between,0.6845599017991925,0.03981115012135799
adult,infant,FFA,EVC,between,between,0.7056438512464741,0.04932591881699417
adult,infant,FFA,lLOC,between,between,0.7023089244938854,0.05365828431352081
adult,infant,FFA,lFFA,between,between,0.6811361045065443,0.04920386598699995
adult,infant,FFA,lA1,between,between,0.6543004178772712,0.044772482856994124
adult,infant,FFA,lEVC,between,between,0.6754329497048289,0.055915772863610075
adult,infant,FFA,rLOC,between,between,0.6964028089865667,0.05087742503464221
adult,infant,FFA,rFFA,between,between,0.6569874079668062,0.060324882360775156
adult,infant,FFA,rA1,between,between,0.6689135347422205,0.04137114808772947
adult,infant,FFA,rEVC,between,between,0.7190839234347385,0.04981385993058882
adult,infant,A1,LOC,between,between,0.7084082771093532,0.0502235821087074
adult,infant,A1,FFA,between,between,0.7339111334633811,0.04178760132265124
adult,infant,A1,A1,between,within,0.652826967683955,0.045744735635419746
adult,infant,A1,EVC,between,between,0.6886086137812665,0.05283364721988805
adult,infant,A1,lLOC,between,between,0.6673259695844638,0.04677571092184389
adult,infant,A1,lFFA,between,between,0.6630623703813153,0.05901167984446313
adult,infant,A1,lA1,between,between,0.6093508070948369,0.07049770995135328
adult,infant,A1,lEVC,between,between,0.6793856454753389,0.06358816677789626
adult,infant,A1,rLOC,between,between,0.6876480459980442,0.06240203872785756
adult,infant,A1,rFFA,between,between,0.7185069010813602,0.05904074587814529
adult,infant,A1,rA1,between,between,0.59648323162115,0.05036737220262739
adult,infant,A1,rEVC,between,between,0.6899556586175501,0.04083809548961241
adult,infant,EVC,LOC,between,between,0.5198609019183749,0.05377986819254686
adult,infant,EVC,FFA,between,between,0.4902220199508191,0.05330929742676244
adult,infant,EVC,A1,between,between,0.430690166255586,0.08857303004158988
adult,infant,EVC,EVC,between,within,0.5508988566256677,0.052920736942373266
adult,infant,EVC,lLOC,between,between,0.4782314202747903,0.0645143475742977
adult,infant,EVC,lFFA,between,between,0.44237868149450504,0.06156986801579453
adult,infant,EVC,lA1,between,between,0.4487196142418968,0.06485550699826026
adult,infant,EVC,lEVC,between,between,0.5480941368905442,0.044862072256271465
adult,infant,EVC,rLOC,between,between,0.5191640977617706,0.056170674488447564
adult,infant,EVC,rFFA,between,between,0.49416474199363547,0.07567173925216863
adult,infant,EVC,rA1,between,between,0.42524178711643096,0.07466371217751246
adult,infant,EVC,rEVC,between,between,0.5564829199392588,0.059124396315263256
adult,infant,lLOC,LOC,between,between,0.4386073258831215,0.07153265749119422
adult,infant,lLOC,FFA,between,between,0.36855282331862455,0.11752592041403959
adult,infant,lLOC,A1,between,between,0.46089742051063826,0.0550581569117093
adult,infant,lLOC,EVC,between,between,0.4491482225746503,0.06504139007827894
adult,infant,lLOC,lLOC,between,within,0.40623102419565865,0.07148629694754872
adult,infant,lLOC,lFFA,between,between,0.40288208004733356,0.10517397068947158
adult,infant,lLOC,lA1,between,between,0.46340855753808285,0.06727365040922235
adult,infant,lLOC,lEVC,between,between,0.401655296770629,0.08698710011477057
adult,infant,lLOC,rLOC,between,between,0.3816016519907164,0.08018467370279334
adult,infant,lLOC,rFFA,between,between,0.28568177381185733,0.0775702811101114
adult,infant,lLOC,rA1,between,between,0.39260239795868407,0.07723588531549291
adult,infant,lLOC,rEVC,between,between,0.4448590870523392,0.09388091366644104
adult,infant,lFFA,LOC,between,between,0.6441033042662733,0.06897730852489721
adult,infant,lFFA,FFA,between,between,0.5974025753461434,0.08638315540682619
adult,infant,lFFA,A1,between,between,0.6192969254800269,0.040795711956190174
adult,infant,lFFA,EVC,between,between,0.5991931351008747,0.061290639966150876
adult,infant,lFFA,lLOC,between,between,0.6091695150021282,0.08288230655729976
adult,infant,lFFA,lFFA,between,within,0.5865413928558633,0.0610454420276671
adult,infant,lFFA,lA1,between,between,0.5974812016468077,0.07038892201723936
adult,infant,lFFA,lEVC,between,between,0.5968008488693259,0.0625459488591837
adult,infant,lFFA,rLOC,between,between,0.5940422088038583,0.07074949060716643
adult,infant,lFFA,rFFA,between,between,0.5395128578934739,0.08930221356136718
adult,infant,lFFA,rA1,between,between,0.5597381921161078,0.06600300884716943
adult,infant,lFFA,rEVC,between,between,0.6023943504339461,0.07189089708031336
adult,infant,lA1,LOC,between,between,0.6962747340596938,0.047643789685558595
adult,infant,lA1,FFA,between,between,0.7233426762506033,0.05339858468819483
adult,infant,lA1,A1,between,between,0.6623644059466879,0.040458171649250224
adult,infant,lA1,EVC,between,between,0.6767342949242257,0.05568171210630399
adult,infant,lA1,lLOC,between,between,0.6529965735275053,0.04769167793611237
adult,infant,lA1,lFFA,between,between,0.6574839706434764,0.07068769352752541
adult,infant,lA1,lA1,between,within,0.6024813761959154,0.059825468671381755
adult,infant,lA1,lEVC,between,between,0.6677038789809565,0.058618374082387355
adult,infant,lA1,rLOC,between,between,0.6736251825388123,0.0646601324021174
adult,infant,lA1,rFFA,between,between,0.7037045192286806,0.054981526898585854
adult,infant,lA1,rA1,between,between,0.5607168834374894,0.04539155118348285
adult,infant,lA1,rEVC,between,between,0.6903641113734192,0.05315975649618553
adult,infant,lEVC,LOC,between,between,0.5370473570327176,0.056572756261762426
adult,infant,lEVC,FFA,between,between,0.5316190219660327,0.07692427346824345
adult,infant,lEVC,A1,between,between,0.4775129675951497,0.09432483793682894
adult,infant,lEVC,EVC,between,between,0.5666305942323817,0.06436327611862816
adult,infant,lEVC,lLOC,between,between,0.549677911500733,0.07184955759433223
adult,infant,lEVC,lFFA,between,between,0.49496013432119756,0.060834152189869206
adult,infant,lEVC,lA1,between,between,0.4452002158347554,0.09796987773349308
