seed_age,target_age,seed_roi,target_roi,age_cond,roi_cond,isc_mean,isc_se
infant,infant,LOC,LOC,within,within,0.49024043137903184,0.1809709144420784
infant,infant,LOC,FFA,within,between,0.4735619914677081,0.17222253245318817
infant,infant,LOC,A1,within,between,0.34125152216422067,0.12482199984235218
infant,infant,LOC,EVC,within,between,0.4608755657794925,0.2596599443851747
infant,infant,LOC,lLOC,within,between,0.4349677082191145,0.22628288229601834
infant,infant,LOC,lFFA,within,between,0.3768643124305135,0.20451797852012363
infant,infant,LOC,lA1,within,between,0.26362779116984647,0.18042499580111118
infant,infant,LOC,lEVC,within,between,0.43830705121327496,0.25997523631788677
infant,infant,LOC,rLOC,within,between,0.448463533383555,0.2036804404952286
infant,infant,LOC,rFFA,within,between,0.4357465764110695,0.16125872964918078
infant,infant,LOC,rA1,within,between,0.30514408302107393,0.1223105339821708
infant,infant,LOC,rEVC,within,between,0.44404557129481387,0.24092870436422076
infant,infant,FFA,LOC,within,between,0.49021420696915335,0.1719136483154582
infant,infant,FFA,FFA,within,within,0.46618568261966836,0.1749722447838356
infant,infant,FFA,A1,within,between,0.3382877305209427,0.11779037297468474
infant,infant,FFA,EVC,within,between,0.4594239764834946,0.24235941816071377
infant,infant,FFA,lLOC,within,between,0.43683614249164643,0.22018856164498415
infant,infant,FFA,lFFA,within,between,0.3714259161765063,0.20202608296540697
infant,infant,FFA,lA1,within,between,0.2561413077480405,0.18014640409653634
infant,infant,FFA,lEVC,within,between,0.43594278693176153,0.24710472996737892
infant,infant,FFA,rLOC,within,between,0.44760132646030676,0.19577666198271976
infant,infant,FFA,rFFA,within,between,0.43125620807660275,0.16293558440740546
infant,infant,FFA,rA1,within,between,0.29947465077439217,0.11329239743092467
infant,infant,FFA,rEVC,within,between,0.44254298453522356,0.22180630688372235
infant,infant,A1,LOC,within,between,0.4528156959178176,0.1518031915345238
infant,infant,A1,FFA,within,between,0.43073156408845154,0.13260626071646206
infant,infant,A1,A1,within,within,0.32375466803770453,0.12051843135464703
infant,infant,A1,EVC,within,between,0.40781004426477124,0.21705943697743804
infant,infant,A1,lLOC,within,between,0.39829082686878786,0.20200267830461832
infant,infant,A1,lFFA,within,between,0.3566390123081525,0.1723593503554776
infant,infant,A1,lA1,within,between,0.2556146076563223,0.1730311164094993
infant,infant,A1,lEVC,within,between,0.3836406914751185,0.2263669138746929
infant,infant,A1,rLOC,within,between,0.40763813324198145,0.19511162938488144
infant,infant,A1,rFFA,within,between,0.3883497994234335,0.12021357318177676
infant,infant,A1,rA1,within,between,0.29030540910393476,0.1057996160298829
infant,infant,A1,rEVC,within,between,0.401259029553833,0.195080238384507
infant,infant,EVC,LOC,within,between,0.48746488527604254,0.16502016435840272
infant,infant,EVC,FFA,within,between,0.46716513434304785,0.16507896474868042
infant,infant,EVC,A1,within,between,0.32528605102821256,0.12651322769536932
infant,infant,EVC,EVC,within,within,0.46175209315584825,0.25510274954356604
infant,infant,EVC,lLOC,within,between,0.43143666858763224,0.21539169418917503
infant,infant,EVC,lFFA,within,between,0.3596962665566826,0.20273878692361477
infant,infant,EVC,lA1,within,between,0.24721992149105343,0.1770181818257723
infant,infant,EVC,lEVC,within,between,0.4370957082233328,0.25470871893352626
infant,infant,EVC,rLOC,within,between,0.44652976584867554,0.19203468450773187
infant,infant,EVC,rFFA,within,between,0.43402611824626264,0.15409783595461612
infant,infant,EVC,rA1,within,between,0.28910767490146444,0.12137158498938079
infant,infant,EVC,rEVC,within,between,0.44566992279236156,0.2374215415650468
infant,infant,lLOC,LOC,within,between,0.4801257309977001,0.17159820498991724
infant,infant,lLOC,FFA,within,between,0.46666803459190787,0.16305127127878072
infant,infant,lLOC,A1,within,between,0.3311950406546409,0.12081682633862525
infant,infant,lLOC,EVC,within,between,0.4507681542975721,0.25419093223234446
infant,infant,lLOC,lLOC,within,within,0.42940305224189107,0.2236432999333368
infant,infant,lLOC,lFFA,within,between,0.36715612458761937,0.2079720623239057
infant,infant,lLOC,lA1,within,between,0.2501626123684327,0.17306680010821776
infant,infant,lLOC,lEVC,within,between,0.42693162439204774,0.25568224738280027
infant,infant,lLOC,rLOC,within,between,0.442257729301347,0.19341695154014993
infant,infant,lLOC,rFFA,within,between,0.42951407376993106,0.1474140704301954
infant,infant,lLOC,rA1,within,between,0.29588504103609975,0.12375722309402773
infant,infant,lLOC,rEVC,within,between,0.43508058342879385,0.23548003055080358
infant,infant,lFFA,LOC,within,between,0.4747519997249321,0.16345357337266556
infant,infant,lFFA,FFA,within,between,0.4521357289756964,0.17057544476496841
infant,infant,lFFA,A1,within,between,0.33982876721784666,0.11282049372585463
infant,infant,lFFA,EVC,within,between,0.4297041143229601,0.23403351054953936
infant,infant,lFFA,lLOC,within,between,0.41882668410789076,0.2180396110156267
infant,infant,lFFA,lFFA,within,within,0.3528981815641768,0.20785789953528347
infant,infant,lFFA,lA1,within,between,0.2600993344598181,0.1749901813720455
infant,infant,lFFA,lEVC,within,between,0.4088484784575679,0.24120422653220666
infant,infant,lFFA,rLOC,within,between,0.433226344477404,0.18941057668309436
infant,infant,lFFA,rFFA,within,between,0.41785233790925597,0.15541394875453854
infant,infant,lFFA,rA1,within,between,0.3008744783861584,0.11321080899794014
infant,infant,lFFA,rEVC,within,between,0.41594568984035946,0.21405139985625163
infant,infant,lA1,LOC,within,between,0.41002103226872216,0.1467797816349725
infant,infant,lA1,FFA,within,between,0.3834677464314565,0.1301302385560164
infant,infant,lA1,A1,within,between,0.3001788274807403,0.12050922157816142
infant,infant,lA1,EVC,within,between,0.3641565875584846,0.19738475189439136
infant,infant,lA1,lLOC,within,between,0.3528620188289365,0.19026847740703962
infant,infant,lA1,lFFA,within,between,0.31882130219925187,0.16250115228320478
infant,infant,lA1,lA1,within,within,0.23737025527893785,0.16188645026385814
infant,infant,lA1,lEVC,within,between,0.3411421661478878,0.2011060401131665
infant,infant,lA1,rLOC,within,between,0.37065939072708537,0.18308735471734622
infant,infant,lA1,rFFA,within,between,0.34341360049859065,0.11706949339177807
infant,infant,lA1,rA1,within,between,0.26301725042474905,0.11661447348794365
infant,infant,lA1,rEVC,within,between,0.35862918603107147,0.18211036288639915
infant,infant,lEVC,LOC,within,between,0.4842505203851781,0.1692314572407878
infant,infant,lEVC,FFA,within,between,0.4636110263128949,0.16730485800657321
infant,infant,lEVC,A1,within,between,0.31972709694141005,0.12657180750212732
infant,infant,lEVC,EVC,within,between,0.45677850776077,0.2607723936966435
infant,infant,lEVC,lLOC,within,between,0.42720636407626505,0.22057759797815055
infant,infant,lEVC,lFFA,within,between,0.35783378995131226,0.20505927443973057
infant,infant,lEVC,lA1,within,between,0.24302990699941054,0.17793912539517862
infant,infant,lEVC,lEVC,within,within,0.43086242723366314,0.2598754359853627
infant,infant,lEVC,rLOC,within,between,0.4440806533550595,0.1947489441265551
infant,infant,lEVC,rFFA,within,between,0.43049202481641374,0.15590916259654847
infant,infant,lEVC,rA1,within,between,0.2847341391134939,0.12225396962478427
infant,infant,lEVC,rEVC,within,between,0.4419529527257036,0.24298137210270784
infant,infant,rLOC,LOC,within,between,0.4855341206641375,0.1741637590822134
infant,infant,rLOC,FFA,within,between,0.4681782203374227,0.1660227825707789
infant,infant,rLOC,A1,within,between,0.3335983820417289,0.12709940508696282
infant,infant,rLOC,EVC,within,between,0.4572481637896451,0.25226990819704875
infant,infant,rLOC,lLOC,within,between,0.4334015994540262,0.21590833541767823
infant,infant,rLOC,lFFA,within,between,0.37238897147992495,0.19406189655618428
infant,infant,rLOC,lA1,within,between,0.2588605504627792,0.1777971599306161
infant,infant,rLOC,lEVC,within,between,0.4350710738668469,0.2524965162798935
infant,infant,rLOC,rLOC,within,within,0.4412824574597871,0.19925791719438055
infant,infant,rLOC,rFFA,within,between,0.43005298227246397,0.15856510157631667
infant,infant,rLOC,rA1,within,between,0.29635519912348934,0.12240471419171775
infant,infant,rLOC,rEVC,within,between,0.43950093077890684,0.23495635904965648
infant,infant,rFFA,LOC,within,between,0.48307693835334753,0.16923370931952234
infant,infant,rFFA,FFA,within,between,0.46025745212583774,0.16846981074471276
infant,infant,rFFA,A1,within,between,0.32670933942731767,0.11775542977709699
infant,infant,rFFA,EVC,within,between,0.45696453139935334,0.230671959152432
infant,infant,rFFA,lLOC,within,between,0.42972699453938956,0.21212361153802542
infant,infant,rFFA,lFFA,within,between,0.3669255918715657,0.19110363214316534
infant,infant,rFFA,lA1,within,between,0.24548181761074753,0.18077536595723115
infant,infant,rFFA,lEVC,within,between,0.43262550340715605,0.23378450401092968
infant,infant,rFFA,rLOC,within,between,0.44062603035196,0.1945661107343347
infant,infant,rFFA,rFFA,within,within,0.42499861283448576,0.15889869521692304
infant,infant,rFFA,rA1,within,between,0.29058556604547486,0.11218878110429563
infant,infant,rFFA,rEVC,within,between,0.43978872468086966,0.21220189141218065
infant,infant,rA1,LOC,within,between,0.4379924684092012,0.14365318786983977
infant,infant,rA1,FFA,within,between,0.4143221746180797,0.12410554810692283
infant,infant,rA1,A1,within,between,0.3132068767516241,0.11830143916879687
infant,infant,rA1,EVC,within,between,0.3928372635346185,0.21360778026687055
infant,infant,rA1,lLOC,within,between,0.38544291638929007,0.18959696417582944
infant,infant,rA1,lFFA,within,between,0.34248355745978304,0.1667328119457011
infant,infant,rA1,lA1,within,between,0.2400177922323058,0.17402069393519842
infant,infant,rA1,lEVC,within,between,0.3701282419825997,0.22316909142461724
infant,infant,rA1,rLOC,within,between,0.3912228522941854,0.19302685868047262
infant,infant,rA1,rFFA,within,between,0.37478224511532326,0.1150523545286593
infant,infant,rA1,rA1,within,within,0.28125661325238394,0.10053152792767367
infant,infant,rA1,rEVC,within,between,0.38799803702889274,0.1915964551461447
infant,infant,rEVC,LOC,within,between,0.48545774251354196,0.16193072931214864
infant,infant,rEVC,FFA,within,between,0.4643357685631892,0.162477966329989
infant,infant,rEVC,A1,within,between,0.3296823182774357,0.1282382813078958
infant,infant,rEVC,EVC,within,between,0.46034409790682657,0.25044502446243816
infant,infant,rEVC,lLOC,within,between,0.43010816539907765,0.21139512475784206
infant,infant,rEVC,lFFA,within,between,0.3587550103384664,0.19904387766965362
infant,infant,rEVC,lA1,within,between,0.2509932950776566,0.17605291277299392
infant,infant,rEVC,lEVC,within,between,0.43684416742015886,0.248594830590907
infant,infant,rEVC,rLOC,within,between,0.4439289969481693,0.18993011564168197
infant,infant,rEVC,rFFA,within,between,0.4306315474008518,0.15074896810815833
infant,infant,rEVC,rA1,within,between,0.2938433690545761,0.12211194997559323
infant,infant,rEVC,rEVC,within,within,0.44318611946326186,0.23421936305683363
infant,adult,LOC,LOC,between,within,0.3394930099842073,0.17452240919890114
infant,adult,LOC,FFA,between,between,0.4550783678968404,0.15464562523097594
infant,adult,LOC,A1,between,between,0.4776133214332326,0.13917050652487065
infant,adult,LOC,EVC,between,between,0.3086822901920587,0.15574840894767414
infant,adult,LOC,lLOC,between,between,0.2554138104453953,0.18864551386230785
infant,adult,LOC,lFFA,between,between,0.3515165164215402,0.18699498512175194
infant,adult,LOC,lA1,between,between,0.4343404293967961,0.1496114294898037
infant,adult,LOC,lEVC,between,between,0.28592778789591583,0.14986883584258676
infant,adult,LOC,rLOC,between,between,0.3292168735977031,0.1694441279829074
infant,adult,LOC,rFFA,between,between,0.41771458272824086,0.16682260607800584
infant,adult,LOC,rA1,between,between,0.4253608984908735,0.13232569111692244
infant,adult,LOC,rEVC,between,between,0.2761737480419211,0.1698921291107809
infant,adult,FFA,LOC,between,between,0.2964222160345078,0.18138204220352339
infant,adult,FFA,FFA,between,within,0.4362363465938602,0.14772677636811524
infant,adult,FFA,A1,between,between,0.4967110825611069,0.14046063676815707
infant,adult,FFA,EVC,between,between,0.28453483719905037,0.15628086169877928
infant,adult,FFA,lLOC,between,between,0.22202905387439995,0.19227347955299237
