images transferred
everything loaded
cornet_z_vggface
runs created?
=> creating model 'cornet_z'
cornet_z
normalization constant Z is set to 388751.2
Epoch: [0][0/689]	Time 17.578 (17.578)	Data 8.370 (8.370)	Loss 9.9553 (9.9553)	
Epoch: [0][10/689]	Time 0.229 (1.987)	Data 0.001 (0.926)	Loss 12.0947 (11.8475)	
Epoch: [0][20/689]	Time 0.430 (1.470)	Data 0.190 (0.797)	Loss 16.2790 (13.1046)	
Epoch: [0][30/689]	Time 0.223 (1.361)	Data 0.000 (0.824)	Loss 14.0367 (13.4174)	
Epoch: [0][40/689]	Time 0.223 (1.234)	Data 0.000 (0.771)	Loss 18.8614 (14.2072)	
Epoch: [0][50/689]	Time 0.235 (1.196)	Data 0.000 (0.779)	Loss 18.7974 (15.2740)	
Epoch: [0][60/689]	Time 0.229 (1.144)	Data 0.000 (0.757)	Loss 16.7179 (15.5619)	
Epoch: [0][70/689]	Time 0.231 (1.127)	Data 0.000 (0.760)	Loss 20.0948 (15.9953)	
Epoch: [0][80/689]	Time 1.027 (1.084)	Data 0.801 (0.733)	Loss 21.0477 (16.5924)	
Epoch: [0][90/689]	Time 0.422 (1.067)	Data 0.199 (0.729)	Loss 19.8416 (17.0188)	
Epoch: [0][100/689]	Time 0.424 (1.038)	Data 0.189 (0.711)	Loss 17.8909 (17.1625)	
Epoch: [0][110/689]	Time 1.227 (1.034)	Data 0.985 (0.716)	Loss 18.2756 (17.2258)	
Epoch: [0][120/689]	Time 0.231 (1.010)	Data 0.000 (0.699)	Loss 18.7576 (17.3543)	
Epoch: [0][130/689]	Time 1.242 (1.010)	Data 0.987 (0.704)	Loss 18.3587 (17.4759)	
Epoch: [0][140/689]	Time 0.230 (0.987)	Data 0.000 (0.687)	Loss 16.8750 (17.4787)	
Epoch: [0][150/689]	Time 2.310 (0.993)	Data 2.087 (0.698)	Loss 16.8030 (17.4250)	
Epoch: [0][160/689]	Time 0.235 (0.975)	Data 0.000 (0.683)	Loss 18.0526 (17.4263)	
Epoch: [0][170/689]	Time 2.444 (0.975)	Data 2.222 (0.687)	Loss 18.9241 (17.4825)	
Epoch: [0][180/689]	Time 0.224 (0.965)	Data 0.000 (0.678)	Loss 17.2774 (17.5568)	
Epoch: [0][190/689]	Time 2.684 (0.965)	Data 2.459 (0.681)	Loss 19.2927 (17.5855)	
Epoch: [0][200/689]	Time 0.265 (0.953)	Data 0.000 (0.671)	Loss 19.7036 (17.6578)	
Epoch: [0][210/689]	Time 3.137 (0.957)	Data 2.885 (0.677)	Loss 20.7423 (17.7803)	
Epoch: [0][220/689]	Time 0.223 (0.946)	Data 0.000 (0.668)	Loss 18.4378 (17.8968)	
Epoch: [0][230/689]	Time 3.065 (0.945)	Data 2.834 (0.669)	Loss 16.9915 (17.8722)	
Epoch: [0][240/689]	Time 0.230 (0.936)	Data 0.000 (0.662)	Loss 20.3709 (17.9057)	
Epoch: [0][250/689]	Time 2.586 (0.938)	Data 2.363 (0.666)	Loss 21.6244 (18.0466)	
Epoch: [0][260/689]	Time 0.245 (0.931)	Data 0.000 (0.660)	Loss 21.9247 (18.1933)	
Epoch: [0][270/689]	Time 3.360 (0.934)	Data 3.108 (0.665)	Loss 21.7921 (18.3279)	
Epoch: [0][280/689]	Time 0.235 (0.928)	Data 0.000 (0.659)	Loss 22.8717 (18.4819)	
Epoch: [0][290/689]	Time 2.066 (0.928)	Data 1.847 (0.661)	Loss 23.2493 (18.6372)	
Epoch: [0][300/689]	Time 0.262 (0.923)	Data 0.000 (0.656)	Loss 24.2874 (18.8035)	
Epoch: [0][310/689]	Time 2.745 (0.925)	Data 2.519 (0.660)	Loss 25.7092 (19.0153)	
Epoch: [0][320/689]	Time 0.238 (0.920)	Data 0.003 (0.656)	Loss 23.0412 (19.1840)	
Epoch: [0][330/689]	Time 2.937 (0.923)	Data 2.696 (0.659)	Loss 23.4035 (19.2971)	
Epoch: [0][340/689]	Time 0.240 (0.916)	Data 0.000 (0.653)	Loss 25.0015 (19.4460)	
Epoch: [0][350/689]	Time 2.334 (0.917)	Data 2.110 (0.655)	Loss 24.7274 (19.5762)	
Epoch: [0][360/689]	Time 0.221 (0.912)	Data 0.000 (0.651)	Loss 27.4752 (19.7671)	
Epoch: [0][370/689]	Time 2.608 (0.914)	Data 2.373 (0.653)	Loss 26.0696 (19.9680)	
Epoch: [0][380/689]	Time 0.257 (0.910)	Data 0.000 (0.650)	Loss 27.3825 (20.1423)	
Epoch: [0][390/689]	Time 3.317 (0.915)	Data 3.074 (0.656)	Loss 27.9405 (20.3077)	
Epoch: [0][400/689]	Time 0.250 (0.909)	Data 0.000 (0.651)	Loss 26.5492 (20.4837)	
Epoch: [0][410/689]	Time 2.379 (0.912)	Data 2.143 (0.654)	Loss 26.1309 (20.6204)	
Epoch: [0][420/689]	Time 0.248 (0.909)	Data 0.001 (0.651)	Loss 24.3926 (20.7462)	
Epoch: [0][430/689]	Time 3.233 (0.912)	Data 3.005 (0.655)	Loss 23.1845 (20.8121)	
Epoch: [0][440/689]	Time 0.271 (0.909)	Data 0.000 (0.651)	Loss 24.8251 (20.8853)	
Epoch: [0][450/689]	Time 2.323 (0.910)	Data 2.103 (0.653)	Loss 24.3648 (20.9846)	
Epoch: [0][460/689]	Time 0.236 (0.906)	Data 0.000 (0.649)	Loss 22.1975 (21.0230)	
Epoch: [0][470/689]	Time 2.420 (0.905)	Data 2.195 (0.649)	Loss 22.5589 (21.0692)	
Epoch: [0][480/689]	Time 0.221 (0.901)	Data 0.000 (0.646)	Loss 25.2763 (21.1240)	
Epoch: [0][490/689]	Time 2.465 (0.902)	Data 2.245 (0.648)	Loss 25.1028 (21.2070)	
