infant_FFA,infant_A1,infant_EVC,adult_FFA,adult_A1,adult_EVC
0.32874933185277466,0.23361960972036275,0.3769028929023932,0.46676585061069426,0.6480480916229763,-0.3418855978199141
0.5041444412852574,0.1660803294919576,0.45763935910621384,0.46639731092220343,0.607409040703605,0.12515395846995336
0.3749703891539436,0.15118059629420472,0.4540562518273754,0.4084652274576776,0.5727330703947872,0.009823075853990643
0.4596349070906278,-0.2145186942875828,0.3974038127516958,0.4652182364445795,0.6524281150844317,0.06101383212338658
0.44763065289337667,0.15437097179714343,0.5282731289500898,0.47796877874483323,0.6852686847179851,0.15961844217861618
0.38662507071902374,-0.21530040387239152,0.08672350323670129,0.4409421414805647,0.7636631135891219,0.004395513275574518
-0.26479989491055655,-0.2203001939298212,0.35860087216715,0.48457759283451257,0.5180798128594841,0.13020505342630567
0.33197681264462814,0.3011819849479117,0.5008890797687731,0.44085664043345624,0.575568495706053,0.11735268475589306
0.35301033183760455,0.25390850273454646,0.4008809795943753,0.44039311040545204,0.5281094155421735,0.06186677440294819
0.3248512735146495,-0.2853161868818171,0.33815273386931954,0.22817101028819697,0.6860373730309062,-0.05387669651142674
0.3941746396319662,-0.16474381702475607,0.35030384491783734,0.43822316228152036,0.6397033604348588,-0.07998556258738417
0.32000905993148093,-0.14092112218558236,0.3253190046374256,0.511012874703673,0.6781774958076703,-0.03188665681194965
0.4847602432814134,0.23341754196957387,0.5032154648996298,0.4318824053151247,0.5324523555373442,0.03383746428582379
0.45329964843929105,0.05491724452792748,0.3248883802404078,0.4709011393855645,0.7163796904749486,0.02187277098696156
0.3893091205097995,-0.04584843503174848,0.26087109905439654,0.45411584057909615,0.527723515366813,0.08585075063232109
0.35292391552946184,-0.036254496113805434,0.3026725763047637,0.46487782473282985,0.7157981836505112,-0.09913838299521224
0.30187863693433586,0.22509993816457236,0.3308986420699081,0.4640084385696226,0.6228622300107474,-0.09199466600593878
0.3215800656402356,-0.007165988068816659,0.19378598100507552,0.5193089894985379,0.4666978815078445,-0.06904422362257626
0.48951444612962697,0.04200483164532622,0.056159689615494945,0.18718267830149027,0.6075176096614434,-0.10091614066506244
0.4415871099826731,0.1877255215189419,0.4578467772093873,0.39118908108074435,0.5304686184198373,-0.3413188499597014
0.34366457245888093,0.0647345046503893,0.17688350259550067,0.4832799353359354,0.5758751562787,-0.05448700299501035
0.3591792946674911,-0.05274698152761383,0.40583500653505206,0.4510350572985101,0.6163282112319892,-0.005107170351069071
0.3722249741970697,0.06033925009479328,0.4664118319329139,0.4896077522298601,0.7151655220138915,0.09215514100554932
0.3888413428478437,0.2687225524414957,0.33980529910648116,0.4552110339153117,0.7198586381203481,-0.110833711183422
0.37794484230785175,0.04818530967676532,0.3821414181444458,0.3894342155702546,0.525302152668083,-0.12526619663915972
0.46988135384990515,-0.032364468432325405,0.5091939903675342,0.48706222251473785,0.6271078265444381,0.02001516077217294
0.285698153732337,-0.08569718644715635,0.17327128213325657,0.4827611090733138,0.48365967576100005,-0.07076922340624625
0.4361749282663775,0.1964875333011966,0.4751876129060054,0.5218464796140947,0.5168380579511794,0.16830289681994437
0.35008222683271495,0.30079714214804115,0.35399760454412793,0.23416882429709435,0.699937852856196,0.13951006655056497
0.3572811854345437,-0.008246475654914265,0.3200395103637169,0.47630941088015954,0.582365386645437,0.24355619330419565
0.06587180196209826,0.2538664623628898,0.37610143009360586,0.4666845953089868,0.5762576872297599,0.055829473429091614
0.3695942216575112,0.18024808227197295,0.3304919132334593,0.4864117133690884,0.6130807231766429,0.01926247237058778
0.4084211921971176,0.22169354199675387,0.2414747618376322,0.4461348783714496,0.6660720225535285,0.15543067489025897
0.39661766390023534,0.26001976246719855,0.5033118954954537,0.23160037832674196,0.6440566700166306,0.0066577361654143255
0.3888398637862927,0.06562837726136757,0.37224162821115975,0.46442862324005496,0.5510437881596953,-0.049179420564413996
0.47105413521481554,0.24614356885441693,0.4390222192395637,0.4902338517623076,0.44934681447921093,0.0051104441187572285
0.3443751211257309,-0.1431451813613983,0.4410227671366577,0.42127108032801597,0.5251545523088346,-0.04442880477617235
0.3710692620066033,0.04638784071190068,0.3421684769375336,0.19980610752512765,0.530268658030344,0.22460665537061225
0.4211671757339346,-0.262707395028425,0.39058506260001397,0.4161503726943302,0.6473775173571839,0.11354034560339832
0.3390735614018786,0.007244340545464804,0.3140687926004404,0.19543269818085168,0.7376582516827308,0.047667624404517356
0.40423859688821795,0.30638481861870565,0.37870117515132673,0.4459966688090127,0.5360484193699858,0.03070156377959421
0.417389841527364,0.05804383207355879,0.4656495489883751,0.4767171991782709,0.6457200548340675,-0.03517739134359173
-0.1726626145735591,-0.0710684128825585,0.33662854268026104,0.46478670234598396,0.6606264073261982,-0.04956240089802392
0.369886818007073,0.19388785063305364,0.30910209008858325,0.4548732084004536,0.47278134692564566,-0.3356979553948335
0.3019789789990939,0.28413852291345537,0.33773868797006934,0.3998422905171009,0.613114941025747,-0.08200526234589528
0.45601706082691207,0.2092835622042996,0.43408243526602885,0.43937110539125546,0.7480017966896231,0.01727908232152195
0.44403586728386124,-0.15954368328139862,0.47479359614675554,0.47446403502633216,0.6426333142409459,0.16032187671213877
0.4620612632784341,0.07780759846542899,0.3513794809463211,0.37631826781270294,0.6594438106123671,0.1493631214482638
0.41079412708352847,-0.06811443113489762,0.472114913746394,0.46830628733664176,0.7053396496920572,0.04619038365015602
0.38210404822508026,0.21108182970532974,0.47480785449508744,0.4218062120499735,0.5579643617140582,-0.1158176454540574
