infant_LOC,infant_FFA,infant_A1,infant_EVC,infant_lLOC,infant_lFFA,infant_lA1,infant_lEVC,infant_rLOC,infant_rFFA,infant_rA1,infant_rEVC,adult_LOC,adult_FFA,adult_A1,adult_EVC,adult_lLOC,adult_lFFA,adult_lA1,adult_lEVC,adult_rLOC,adult_rFFA,adult_rA1,adult_rEVC
0.17177336434838936,0.16145962678525633,-0.19597212070545728,0.2542468142673758,0.2322216442373457,0.23994602602352405,-0.16119706329575026,0.3305660615518271,0.09538153189044782,-0.10253431297508767,0.32839927939962665,0.1616357654394742,-0.10898814753774148,0.033927812062418156,0.17212467601606987,0.22586142058646458,-0.31590092326194186,0.10857438095994884,0.15133121095107305,0.13560420139459564,-0.10248213532610138,-0.027367475445103782,-0.42024814050709286,0.3425361658161839
-0.0845435588099431,0.10041828975794158,0.16821500145865997,-0.16996783575286334,0.11794539716114326,0.04934192580066313,0.3610119517863266,-0.15531976104540646,-0.19387811089070525,0.21324080495893205,-0.14664454857836126,-0.04413184800778707,0.0890454853663937,0.10574775467179243,-0.03566101603967192,0.34672471245393444,0.024061723771875064,0.17433300048085626,-0.08279684897318837,0.270397455556943,0.05208860139775302,0.003229387612724649,0.052051924118445454,0.3736507877407224
0.3618774988404732,0.4686704387086388,-0.002746329255919999,0.5102579814930539,-0.02472550908764312,0.4023813268621924,0.28366316132000935,0.4941647572629111,-0.16770283980326497,0.14116284681174213,-0.09529928801033663,0.37663519814411656,0.004098515673080325,0.06053614167656001,0.103298873539475,0.1560417591816048,-0.023374033463041566,0.04267022685250099,0.059196115334508276,0.28205715373618157,0.06272302037112062,-0.07937914954167347,0.15844680061796867,0.15920138731306457
-0.1821715353990589,0.11353053324576494,0.14496544328183736,0.4030592866121828,0.2234244330423196,0.01935255438730593,0.2586012326425392,0.40876305044933087,-0.19489214159074658,0.24982241906138053,-0.0591364013811783,0.1805030127609075,-0.07122579889444904,0.14632616754717825,0.048067099085193146,0.2614555675045097,0.02407223846352964,0.16572287872287422,-0.1491691114957668,0.2271094023941847,-0.1966607399867253,0.11234015737273856,0.2463351909545853,0.2682186881289401
0.25918321669940514,0.40846619760712777,0.1766459957001762,0.5238868032188176,0.3274757809624222,0.29457175761775023,0.4400168957976414,0.4532313416362417,0.014821601512715221,0.4867792148520145,-0.016270480191039376,0.32919328900422534,-0.08421456991228873,0.08840779491130649,-0.24318102736462743,0.25342338211994825,-0.26830773022927257,0.1148059762720011,-0.08565477983756968,0.2678819932027568,0.0738151024589483,0.0610027266251916,-0.23984728893481477,0.33265944223142374
0.25043430221631163,0.24102769536181656,0.17813554971942896,0.37497480895511526,0.27235186923489463,0.11864073358748256,0.27634233408876224,0.39247280471730267,0.3299569211730432,0.2059433073562122,-0.16858135936095847,0.34560756999895215,-0.00042436109365200786,0.04674196311019438,0.22831999589234128,0.20207115215957996,-0.039344075436967656,0.05577702534864859,0.21491845507048854,0.11382922803134231,0.036979709670536806,0.02518054365271848,0.26579897135891806,0.3882443794965294
0.24504434352878968,0.33519010869566485,0.14797497746708246,0.40825881381489626,0.32898886383375514,0.2564407009566443,0.4461234091524911,0.41454215450732734,0.14677882307592435,0.15772106014679077,0.2519922186694314,0.3827863125360297,-0.0190867448848269,0.021050211840346257,-0.19009090751712907,0.31312191865574,-0.10029508447534538,-0.007423572339505857,-0.21285086505447764,0.23522836979696715,-0.07569558921987218,0.02805786601346164,-0.1583386507827002,0.3442536971436334
-0.15781562728772558,0.2334241225298408,0.24974400979795952,0.34357660855170813,0.30029675060660643,-0.04294457326427341,0.27287928380490695,0.3667543012550286,-0.14120154417043806,0.4683425149941959,0.1302939609030948,0.3241793243181868,-0.11899386924423266,-0.2613384749601662,-0.3880863786779458,0.28593508896314085,-0.10580619398805066,-0.323894275927404,-0.3868844743527459,0.24829967078960907,0.18692880981931403,0.1550454269113677,0.12264772711230873,0.2893828408169208
0.09741351256197356,0.10932867982711436,0.2800551146507282,0.40826942816437983,0.33271249092097777,0.42063251595929463,0.36550627424563475,0.3968418675064429,0.14147668481729408,0.2706023165732445,-0.1689783197630097,-0.006992100497035331,0.009069194911133949,0.0520287130157296,0.004915698406758359,0.29753679490798945,-0.004719386201599582,-0.21520485919779692,-0.036765841447520556,0.2788297804561901,0.0575548222508395,0.07135314623637624,-0.05766946542111318,0.3188811838064717
0.41532192930854905,0.19027187854071045,0.10130073204156964,0.32468569279714526,0.1403153736233921,-0.022283711751630263,0.172682524684917,0.32433032400767237,0.13077129954386263,0.2868446617178834,-0.0024093704029975044,0.3148344220419147,0.004453658133278499,0.1758161816906647,-0.4473114536714169,0.3945878676366758,-0.04395871527267461,0.17166207093677988,-0.4262586510358613,0.36744586786452355,-0.06500189256139764,0.15673558210895272,-0.45210576267480673,0.4040446513057443
