infant_FFA,infant_A1,infant_EVC,infant_lFFA,infant_lA1,infant_lEVC,infant_rFFA,infant_rA1,infant_rEVC,adult_FFA,adult_A1,adult_EVC,adult_lFFA,adult_lA1,adult_lEVC,adult_rFFA,adult_rA1,adult_rEVC
-0.13662605008590617,-0.11937312934409544,-0.08670226745402643,-0.2530560927339489,0.1917525316557206,0.08484557482169387,-0.021927444207352875,-0.2787847515143654,0.053738285575445965,0.576584125870583,0.14681346791950975,0.021297067119781972,0.44890308265482887,0.08641591014343397,0.3732486283074577,0.5495560962217644,0.2506650710595153,0.22318874823822793
0.0470712286268861,0.051909294488518914,0.28730243873378686,-0.1937599714427677,0.2647904786099902,-0.08989669820279164,0.024433947508326233,-0.27928081697693014,0.17811157039803488,0.5719167097403374,0.24908954989278748,0.21363789128843283,0.48900760165940726,0.27579229195747923,0.24481146872708553,0.5984278358636506,0.21184396725971466,0.22867815212574827
-0.06471635853598665,-0.11197251263975129,-0.22826858050391569,-0.22210301536773047,-0.19811193881004666,-0.1946161477391794,-0.15018882063954028,-0.1586847854818871,0.17563584906662755,0.5065944941321849,0.09600640582073962,0.26517498719681676,0.4673242341581282,0.09350300437499193,0.26425516560601414,0.47753723763242983,0.07879694966450998,0.33035391190780156
-0.27634955995933086,0.08105764107131243,0.20451333024880436,-0.17304715140123655,0.21995557567457563,0.1992779182927102,-0.0396147004146902,-0.09750971167336425,0.19912008376991752,0.552760031035057,0.031924912969355804,0.009713282800484377,0.515845998662283,0.10331138175238162,0.21779215450079234,0.549680655916974,-0.03245401902855961,0.15625873429220147
-0.186697870551216,0.15196454298121057,0.0961557247131443,-0.15208000186337184,0.07521176683049192,0.09823612288876332,-0.22188280713149147,-0.10085608026462138,0.08564557265927861,0.5541574262296217,0.16230464190426203,0.3075484717266658,0.18749903091680398,0.25874770775128086,0.30523442762818787,0.5009486061103798,0.09329524902379793,0.13559981530669596
-0.03324289769832962,0.17486793956097735,0.22817236877099936,0.1294091442442193,0.05587562157065212,0.1797508047368651,-0.09222121268541299,-0.11047320581328463,0.3240894599192502,0.5357416998338235,0.24329478037430485,0.10438183498374286,0.46333238398760546,0.19974947406807517,0.2004241634466672,0.547882998124595,0.1845048794539405,0.12006734196367116
0.03543603294009898,0.22740661191722014,0.3393576727266131,-0.06413289465716304,0.26518410245378826,0.2744131505595244,0.046902831121841584,-0.05046073158840324,0.3004706473654676,0.6164795003223429,0.11948517097816293,0.13378437668555623,0.6015945968964371,0.00518807002721712,0.1823437241359805,0.4182263079708331,0.14607435309659952,0.20080526549552308
-0.1721478626823722,-0.002882290714279343,0.20822555037952803,-0.17991288460401672,-0.04534025086558964,0.22219352411731938,-0.14443553999056413,0.2443460589489775,0.17144604438198602,0.49881442636135637,0.15325262573817633,0.2387541835691715,0.3910451589999825,0.17257809662160045,0.27041622283457967,0.4931473157677402,0.04617179790720782,0.202575222056966
-0.07716056991493103,0.18878416944196502,-0.11376955788235893,-0.016153738645218328,-0.034734621963874134,-0.08370408550017756,-0.0702226215115409,0.0749073566559055,0.2491341359395207,0.5846776219851222,0.14232680209535253,0.2522967979995902,0.5365331584902435,0.15872946588985115,0.2711194154274432,0.5798095194535773,0.05983474350163918,0.31128662521750705
0.10484739801133224,0.05605202215987077,0.29691473030615756,-0.1772202327891368,0.0760294774922699,0.2981125852745503,0.18056220997885003,-0.07259855227587764,0.2859328241847647,0.4815462378187743,0.022630835893000315,0.2702593411502093,0.42133643127652143,0.1435438997348783,0.33717239542695077,0.5406650834211133,0.0032624807710536358,0.26452266176164874
0.2588459827012302,0.1311837278061273,0.060728002633324285,0.12476472441409261,0.3190696697419514,0.005463615474972145,0.2367454913115869,-0.08078973589927886,0.10936729819663416,0.544747859311193,0.19047166017840503,0.2198468602378067,0.46747233682957423,0.07584721635849025,0.2637271096462335,0.4971783480261743,0.11687674186752411,0.13898123605878915
0.18459929251220145,-0.24145814010050592,0.10210799533781696,0.010345883798983662,-0.13184414437514627,-0.07612094880249223,0.14391838542529148,-0.17924620418150944,0.044467258956141745,0.5989730721568784,0.0634260863035781,0.2528924979299041,0.4600164237838559,0.06771621032896917,0.37232067754085524,0.5717673683802549,0.058378760945055196,0.20871809011677203
-0.24426621355620665,0.17238439388603555,0.2351491997536509,0.0725065995133215,0.3462717151915879,0.22686600285661784,-0.2367287471410532,-0.0997899310340917,0.2012934146416712,0.5553294450799404,0.13976107102530128,0.10460245311082528,0.47882676600241336,0.1445115739388446,0.22480553192425157,0.5555858504159947,0.14360484963434225,0.10189829147314679
-0.20954028811553543,0.17884134298631965,0.08035450411895863,0.15755527396580665,0.2982022998291781,0.0742543538030751,-0.19416331860819838,-0.06318118717577587,0.07688466102156209,0.4313177884511835,0.0434486740209193,0.26924071011370754,0.07357671943522207,0.0005044216150333278,0.22243346701939665,0.42447455612290086,0.08797669900321552,0.2471276045827986
0.17706484012390888,-0.04243315833015112,0.19737378164475805,-0.20080577200907507,0.16423362391930701,0.115052036211366,0.2173051899394123,-0.24618158479528282,0.2193831488770454,0.5687865436622423,0.06772056224278589,-0.0034200283848626577,0.36243922913075777,0.017575243228162625,0.22801156163036648,0.5837012418321625,0.1150222071659505,-0.04276296207651312
0.032242479005541905,-0.07555538127573865,0.13789254282094293,-0.1256172028756531,-0.07495207597133025,0.19475460687573215,0.05209449621553763,0.0915907957533485,0.12164060509596983,0.6682661079620679,0.23907489991524827,0.24743207150927318,0.501733538771036,0.18542314548635722,0.322563271122828,0.6702242416250959,0.21206605908065912,0.2341284728514797
0.29205429324849214,0.18868926390805904,0.18100551837298567,0.018188430368382545,0.045821053424137156,-0.11227293890671006,0.06853155535538466,-0.09510615072256312,0.10138406951018289,0.5988064767964314,0.08627618354398255,0.18218888946786493,0.5709798359540803,0.28572035157750664,0.34960087506676996,0.5651553094799509,0.0431876002229277,0.23171143738446637
0.08388552663263343,-0.27202279921103556,-0.2253731572516478,0.01747957631152367,-0.13104830128075162,-0.03555346916659677,0.12084354431181246,-0.14949276891516441,0.1601356857821579,0.6054515402006297,0.04697437805051201,0.16515266497103534,0.5385993737952512,0.03753672488790306,0.27886582167161666,0.5895341157562846,0.10871049577466099,0.29566662766133545
-0.13479073940709385,0.13099527142699297,0.2495150908135892,-0.215721082325075,0.2703677405369588,0.09260454894855531,0.3420561841918637,-0.028919038574367895,0.28192871733830127,0.02768386841675946,0.0911058873185668,0.15961132870227052,0.43553049303905783,-0.0096840929384267,0.23728183954808965,0.13538846965345555,0.1258553500717477,0.06258278300961582
-0.02960204261667966,-0.018946890280761665,0.17623475057743743,-0.016899741789882447,0.009007318874936068,0.08085207221079745,0.10345802514364692,-0.1420006879733416,0.22619316311354423,0.6046689242954304,0.08231471094319787,0.2826453599218517,0.30279366271960284,-0.018635752443244887,0.297945503543678,0.5530747542608694,0.18715504122709464,0.280586962438117
0.030713697266405562,0.08265242949868684,-0.0714217344909641,-0.10038540905130318,-0.03314742206316704,-0.047664945812976534,0.06097005228327282,0.1882810815278936,-0.03114115110977269,0.5595028516105279,0.05775709017641148,0.28203260339653485,0.5082780342520826,0.0695155394643249,0.3374114357707012,0.520817030641805,0.05267502725554218,0.22084724695328573
0.13860019294241926,0.10471192010143278,0.2411530460646641,-0.04978001868975485,0.16844910642098612,0.2998270431388421,0.3703638716115772,0.0401896754642875,0.18166210942339062,0.5383531485969713,-0.0009636184424202442,0.24855328371475882,0.423823311109073,0.019454462168769813,0.2829377800123066,0.5445137928462269,-0.03411765628893182,0.21071116793820874
