infant_FFA,infant_A1,infant_EVC,adult_FFA,adult_A1,adult_EVC
0.3469321613662389,0.1793725364825343,0.37617595486628763,0.436518012372628,0.6473331213571063,0.13473233038768093
0.4394813860948267,0.05155115581032911,0.3734343821012722,0.4126235386068184,0.6080535766700959,0.08310980859772416
0.35462470863756124,0.14119939175304866,0.47385336078587537,0.020926609553475275,0.5340937218320978,0.015619014047736357
0.4482038939170381,0.07313340872012351,0.36591203067362954,0.40799896680991604,0.5871746331420487,0.057856812877942705
0.49245100900514904,0.22336152612190588,0.5776683780250584,0.25992215521783935,0.6188441875029325,0.16334200828683787
0.4095542388416814,0.32182153087677645,0.45297785874382474,0.42188116412758886,0.33028349290629905,0.30340794721877734
0.4520594037781763,-0.22579678682346108,0.4005525819604702,0.450944139365704,0.46325060445117794,0.0570021053549229
0.3953548424779735,0.2479247107257616,0.5797890923898585,0.39476397200210095,0.5609219908669988,0.152737832721718
0.4505676778267993,0.24851136574879304,0.4254728714234955,0.3876459658712663,0.5202830832569784,-0.07033647259219906
0.24931812122748365,0.09321227760307786,0.41123749924965153,0.104890124760958,0.4958392716182233,0.2716427917834906
0.36714463585481455,0.2678601483634288,0.3256209617779336,0.4108533947164133,0.5882745886297299,0.056506041704620535
0.38135850048736997,0.1419988420616932,0.30560648705913046,0.33742403182828395,0.7248466759063904,0.0640149530509726
0.5291115926755167,0.10865338949988457,0.5164588465107725,0.3746797074905317,0.5774055994501204,0.10660992057562796
0.4551921036524509,-0.3159118434591489,0.34404650666230846,0.4503428239895214,0.6681554915064274,0.09529210325539475
0.4140896088692512,-0.05541309568424574,0.43488360419663663,0.20288203507701918,0.4426427501115383,0.07098904468821035
0.3534577208725032,-0.06019674597049205,0.3417637879031761,0.4536774593815755,0.7206896760057893,0.20100841657473179
0.376108394643836,0.222894525042717,0.3509396372949478,0.38543749281968287,0.7535907994120641,0.057870057141167726
0.3226546350339915,0.4307187877593543,0.1207681541223751,0.4893506701417165,0.44228929284399476,0.09683027068307361
0.4873977292175105,-0.10776381835081683,0.41860339189345447,-0.3662420423059422,0.5849790550337202,0.1890735186253617
0.4635825835825834,-0.16983918535416392,0.4537484233575198,0.4040423637453968,0.4972687648007016,0.04395379994281955
0.37066318161382455,0.2517768780583214,0.18076617459186498,0.14122572360954777,0.42766439176792526,0.09681908752596537
0.4547288931520937,0.010027787129327649,0.4580310330728844,0.4190101680534364,0.5934129772344574,0.05776416779547086
0.4948417985795146,0.10729569938676803,0.4958815253794635,0.43905251116000577,0.7092713117811982,0.07801969543316634
0.3242748658005303,0.11742292355452223,0.4056640181295256,0.4196721507935093,0.6500022719392609,-0.34090962775824935
0.44574685453561824,0.3355071557770174,0.4053804329621524,0.3562557341753011,0.6149984203008833,-0.3171638162002977
0.4857564516348658,0.13667596557618591,0.5266611607053504,0.453226758036293,0.6323633125727914,-0.0203616977996898
0.30736744766974156,0.2670382411409142,0.15772565246155806,0.45414335067994915,0.46129589346367667,0.005253901475583142
0.4813583317513401,-0.0463724181212115,0.37750727739797585,0.3300255345213308,0.474660819028877,0.15304619305963413
0.4353167499941829,0.30562270758725074,0.4675993154158727,0.15682366410435156,0.5514769576736973,0.11807790379145403
0.37630145407241655,-0.08041308959062664,0.34064154135435765,0.11799713175739046,0.5300349219050281,0.2014432931498645
0.18986252030514617,0.20322189803786106,0.45873524586103787,0.4259207145737284,0.5395540831838194,0.1331584390085107
0.45064339423634664,0.3492485205274216,0.30328555386104117,0.4551741604737293,0.30201264885371615,0.023559135899189346
0.3065269398545953,0.2034287028074099,0.5575272196968002,0.40079835526561375,0.6501554472678641,0.1251272696572714
0.5229011300416917,-0.21168975351908748,0.447554806551285,0.39270345602867535,0.5376429955004626,0.12422326666218153
0.4216380265147486,-0.07237078734445625,0.3788882751678788,0.4449782094021858,0.5127599140227193,0.11393593392839003
0.5190108431019705,0.26040938916825634,0.458221716327584,0.44786064242168155,0.4631300594197906,0.19890983114649366
0.42045566330579415,-0.25562981855235817,0.46255057126617705,0.18993771220113054,0.5104095614328641,0.12177485611461508
0.4153369144531692,-0.264128947177321,0.4187435880279834,0.23874131336885912,0.5830630434648623,0.18830545351364786
0.46119288017313453,0.04243827110708802,0.4087790568734859,0.3831771269039076,0.581123623160652,0.14036539097305256
0.3440209457758554,0.05701526504958984,0.354668330286367,0.12502244510674224,0.5318924173365364,0.01000743718702507
0.45241388848237396,0.31253830148145684,0.45615561303829644,0.42086552480702943,0.47558837655059716,0.011548763904572934
0.4107021533216762,0.11528311601583308,0.48364714203931586,0.43640987816956217,0.5420161880038252,0.2203746825547669
0.2509273098135666,-0.2647453731389321,0.3910007101408482,0.45598708173906616,0.48148459880431804,0.12368340048749465
0.3894594400540371,-0.314042699486626,0.31807173475815886,0.020639463613675232,0.46461329482354796,-0.32813745278821427
0.3312844293483491,0.27555215263898,0.35140901817943254,-0.05467530781010803,0.525096627544518,-0.0019658351495773826
0.5079110590691365,0.156494510052394,0.5468268031643465,0.39397090801431534,0.664388779770384,0.047230191666752186
0.4424063517916763,0.39792642547018775,0.4594176274453867,0.28128835914490596,0.6560971153353659,0.10424614070521307
0.4940986309685008,0.06420195122804054,0.5531761185160595,0.40029145326750015,0.6129970094215591,0.1044155892554299
0.43754457216588183,-0.09687172178161091,0.4928963415009201,0.28052008888272356,0.7078700397692514,0.198820892049791
0.5255852409165701,0.21587158942863277,0.49605819592733,0.3682737594637213,0.5387910373242762,0.058001431507778915
