sub,age,roi,r2,architecture,train_type,layer,corr
s2037_1_1,0.466666667,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.09157622059733672
s2037_1_1,0.466666667,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.0030142730596062345
s2037_1_1,0.466666667,lA1,,cornet_z_sl,imagenet_noface,aIT,0.02388257561296308
s2037_1_1,0.466666667,rA1,,cornet_z_sl,imagenet_noface,aIT,0.1077304195708473
s2047_1_1,0.391666667,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.046135868024734766
s2047_1_1,0.391666667,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.05991319762382956
s2047_1_1,0.391666667,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.10828663341106302
s2047_1_1,0.391666667,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.01496830572766747
s2047_1_1,0.391666667,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.17479604130131615
s2047_1_1,0.391666667,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.07447115585264848
s2057_1_2,0.641666667,lLO,,cornet_z_sl,imagenet_noface,aIT,0.001294327950960586
s2057_1_2,0.641666667,rLO,,cornet_z_sl,imagenet_noface,aIT,0.0325094455647848
s2057_1_2,0.641666667,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.03219600065365899
s2057_1_2,0.641666667,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.08311465032806194
s2057_1_2,0.641666667,lA1,,cornet_z_sl,imagenet_noface,aIT,0.17430658309063674
s2057_1_2,0.641666667,rA1,,cornet_z_sl,imagenet_noface,aIT,0.02187663962878598
s2067_1_1,0.35,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.007774193274551602
s2067_1_1,0.35,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.024854536059653876
s2067_1_1,0.35,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.05373075244250419
s2067_1_1,0.35,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.0647586769073378
s2067_1_1,0.35,lA1,,cornet_z_sl,imagenet_noface,aIT,0.04005463471309929
s2067_1_1,0.35,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.11596224250010177
s2097_1_1,0.433333333,lLO,,cornet_z_sl,imagenet_noface,aIT,0.09785388258137453
s2097_1_1,0.433333333,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.1351841965402202
s2097_1_1,0.433333333,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.07357774994903345
s2097_1_1,0.433333333,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.15096145549609857
s2097_1_1,0.433333333,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.11278303519968842
s2097_1_1,0.433333333,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.08170323166108731
s2687_1_3,0.825,lLO,,cornet_z_sl,imagenet_noface,aIT,0.15208864702514233
s2687_1_3,0.825,rLO,,cornet_z_sl,imagenet_noface,aIT,0.1746095487960032
s2687_1_3,0.825,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.16974468351168961
s2687_1_3,0.825,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.17641145029949892
s2687_1_3,0.825,lA1,,cornet_z_sl,imagenet_noface,aIT,0.16676101819788078
s2687_1_3,0.825,rA1,,cornet_z_sl,imagenet_noface,aIT,0.23729538854291454
s3097_1_1,0.325,lLO,,cornet_z_sl,imagenet_noface,aIT,0.15437758764582063
s3097_1_1,0.325,rLO,,cornet_z_sl,imagenet_noface,aIT,0.04697858590122379
s3097_1_1,0.325,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.2562494314260902
s3097_1_1,0.325,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.0293326008581957
s3097_1_1,0.325,lA1,,cornet_z_sl,imagenet_noface,aIT,0.21169733215723424
s3097_1_1,0.325,rA1,,cornet_z_sl,imagenet_noface,aIT,0.045539196148039016
s3607_1_2,0.866666667,lLO,,cornet_z_sl,imagenet_noface,aIT,0.11146365595654638
s3607_1_2,0.866666667,rLO,,cornet_z_sl,imagenet_noface,aIT,0.11336851460174162
s3607_1_2,0.866666667,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.021569302082885267
s3607_1_2,0.866666667,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.07694814507468714
s3607_1_2,0.866666667,lA1,,cornet_z_sl,imagenet_noface,aIT,0.018337453110113366
s3607_1_2,0.866666667,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.014570615668011995
s4047_1_1,0.458333333,lLO,,cornet_z_sl,imagenet_noface,aIT,0.04072708265924783
s4047_1_1,0.458333333,rLO,,cornet_z_sl,imagenet_noface,aIT,0.03508535788340736
s4047_1_1,0.458333333,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.03453773715836237
s4047_1_1,0.458333333,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.011611583344969818
s4047_1_1,0.458333333,lA1,,cornet_z_sl,imagenet_noface,aIT,0.09981549883988847
s4047_1_1,0.458333333,rA1,,cornet_z_sl,imagenet_noface,aIT,0.13568993927376471
s4607_1_3,0.808333333,lLO,,cornet_z_sl,imagenet_noface,aIT,0.001964533769913849
s4607_1_3,0.808333333,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.0856135434009732
s4607_1_3,0.808333333,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.23127147677505794
s4607_1_3,0.808333333,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.11561816339214515
s4607_1_3,0.808333333,lA1,,cornet_z_sl,imagenet_noface,aIT,0.03214509563792891
s4607_1_3,0.808333333,rA1,,cornet_z_sl,imagenet_noface,aIT,0.07109109962591587
s5037_1_1,0.725,lLO,,cornet_z_sl,imagenet_noface,aIT,0.12431033002873015
s5037_1_1,0.725,rLO,,cornet_z_sl,imagenet_noface,aIT,0.07465140632492524
s5037_1_1,0.725,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.08410927147007842
s5037_1_1,0.725,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.15491839749169015
s5037_1_1,0.725,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.0883364758990626
s5037_1_1,0.725,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.04220692640245514
s6057_1_1,0.3,lLO,,cornet_z_sl,imagenet_noface,aIT,0.02857369938533065
s6057_1_1,0.3,rLO,,cornet_z_sl,imagenet_noface,aIT,0.15139731031912307
s6057_1_1,0.3,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.1612333815325304
s6057_1_1,0.3,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.07967740642710769
s6057_1_1,0.3,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.014061680327788234
s6057_1_1,0.3,rA1,,cornet_z_sl,imagenet_noface,aIT,0.04207225118500482
s6607_1_2,0.616666667,lLO,,cornet_z_sl,imagenet_noface,aIT,0.005655421645667875
s6607_1_2,0.616666667,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.020070469409886854
s6607_1_2,0.616666667,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.041400890683660145
s6607_1_2,0.616666667,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.08409431198405061
s6607_1_2,0.616666667,lA1,,cornet_z_sl,imagenet_noface,aIT,0.01626046380871836
s6607_1_2,0.616666667,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.029225250871946565
s6687_1_3,0.941666667,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.20022765473120385
s6687_1_3,0.941666667,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.2211889634179504
s6687_1_3,0.941666667,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.1309820472121184
s6687_1_3,0.941666667,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.20780145907015024
s6687_1_3,0.941666667,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.16129971794136505
s6687_1_3,0.941666667,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.10701067297688646
s7017_1_1,0.433333333,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.03041587303461262
s7017_1_1,0.433333333,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.027640744698764624
s7017_1_1,0.433333333,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.1898032002947148
s7017_1_1,0.433333333,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.02027450079540971
s7017_1_1,0.433333333,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.13605557521495548
s7017_1_1,0.433333333,rA1,,cornet_z_sl,imagenet_noface,aIT,0.014575580113256215
s7057_1_1,0.441666667,lLO,,cornet_z_sl,imagenet_noface,aIT,0.14833913757494693
s7057_1_1,0.441666667,rLO,,cornet_z_sl,imagenet_noface,aIT,0.15694627940433167
s7057_1_1,0.441666667,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.002463294452589637
s7057_1_1,0.441666667,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.32145726424851373
s7057_1_1,0.441666667,lA1,,cornet_z_sl,imagenet_noface,aIT,0.22474147152021
s7057_1_1,0.441666667,rA1,,cornet_z_sl,imagenet_noface,aIT,0.26287475594739845
s7067_1_3,0.766666667,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.027376801147867145
s7067_1_3,0.766666667,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.05536413929188683
s7067_1_3,0.766666667,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.014602781149429284
s7067_1_3,0.766666667,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.025043371731949066
s7067_1_3,0.766666667,lA1,,cornet_z_sl,imagenet_noface,aIT,0.03225738683009169
s7067_1_3,0.766666667,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.02009677929695658
s8037_1_1,0.666666667,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.184476615432058
s8037_1_1,0.666666667,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.08909536924135047
s8037_1_1,0.666666667,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.1352316909088767
s8037_1_1,0.666666667,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.025132704629437445
s8037_1_1,0.666666667,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.16574404206213306
s8037_1_1,0.666666667,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.01162737419070211
s8077_1_1,0.391666667,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.10023046334759439
s8077_1_1,0.391666667,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.04197855433573994
s8077_1_1,0.391666667,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.07801981958174689
s8077_1_1,0.391666667,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.15340897835179107
s8077_1_1,0.391666667,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.08979382900211938
s8077_1_1,0.391666667,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.04602677909793006
s8687_1_3,0.916666667,lLO,,cornet_z_sl,imagenet_noface,aIT,0.18242331316843177
s8687_1_3,0.916666667,rLO,,cornet_z_sl,imagenet_noface,aIT,0.10683680361085537
s8687_1_3,0.916666667,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.11830423858693678
s8687_1_3,0.916666667,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.11416188763939777
s8687_1_3,0.916666667,lA1,,cornet_z_sl,imagenet_noface,aIT,0.18376207858488364
s8687_1_3,0.916666667,rA1,,cornet_z_sl,imagenet_noface,aIT,0.07996902836360009
s9057_1_1,0.391666667,lLO,,cornet_z_sl,imagenet_noface,aIT,0.19030718358284
s9057_1_1,0.391666667,rLO,,cornet_z_sl,imagenet_noface,aIT,0.12181077299513368
s9057_1_1,0.391666667,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.01719113872847912
s9057_1_1,0.391666667,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.191537825561987
s9057_1_1,0.391666667,lA1,,cornet_z_sl,imagenet_noface,aIT,0.037406001090317616
s9057_1_1,0.391666667,rA1,,cornet_z_sl,imagenet_noface,aIT,0.01581206987961574
mov_01,20.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.07969278903526336
mov_01,20.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.11847773591992078
mov_01,20.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.0528642332383997
mov_01,20.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.0012523509329969082
mov_01,20.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.00981794164172151
mov_01,20.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.019926260913658025
mov_02,20.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.2048530161206736
mov_02,20.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.1323467702256451
mov_02,20.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.09351414624248952
mov_02,20.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.02687433460134217
mov_02,20.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.013365424618061374
mov_02,20.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.09085304454151634
mov_03,19.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.2148401665857582
mov_03,19.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.20468453645128287
mov_03,19.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.15744276606610286
mov_03,19.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.07265668218888474
mov_03,19.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.047411945026510464
mov_03,19.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.0848739392228993
mov_04,21.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.06676163493537031
mov_04,21.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.17849911763719523
mov_04,21.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.033239461459228674
mov_04,21.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.01895959071861814
mov_04,21.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.10898955555964474
mov_04,21.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.021219029453608873
mov_05,21.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.03962017895613584
mov_05,21.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.04067596091158141
mov_05,21.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.049722019458547664
mov_05,21.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.06201442303702967
mov_05,21.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.03822123334251854
mov_05,21.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.01818919587692483
mov_06,18.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.05932578960007184
mov_06,18.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.002722031012814298
mov_06,18.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.15616270721538902
mov_06,18.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.06623109694451419
mov_06,18.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.02471773028501474
mov_06,18.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.07235535117503505
mov_07,23.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.06524939178070825
mov_07,23.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.12013249939347763
mov_07,23.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.14616667272451636
mov_07,23.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.15760802226076828
mov_07,23.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.053884475290646563
mov_07,23.0,rA1,,cornet_z_sl,imagenet_noface,aIT,0.0801783581149271
mov_08,21.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.07086174776471357
mov_08,21.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.038986054544258686
mov_08,21.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.08556739983838775
mov_08,21.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.06874017236261937
mov_08,21.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.05931612605489121
mov_08,21.0,rA1,,cornet_z_sl,imagenet_noface,aIT,0.036608300458004145
mov_09,22.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.052684492196914415
mov_09,22.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.03784171581478661
mov_09,22.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.0765106892404463
mov_09,22.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.029736658932099674
mov_09,22.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.1603794992912852
mov_09,22.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.038223463417200725
mov_10,23.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.0028923968029570153
mov_10,23.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.1032110338957712
mov_10,23.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.08146637324078299
mov_10,23.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.06929565406146473
mov_10,23.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.042221043112137535
mov_10,23.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.003862339841738619
mov_11,32.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.07284289773874339
mov_11,32.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.016305412672932902
mov_11,32.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.02863619956381369
mov_11,32.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.014067414262672114
mov_11,32.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.005861531520796243
mov_11,32.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.07250764808224941
mov_12,20.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.111033836217549
mov_12,20.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.05288763195313871
mov_12,20.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.07598037688914701
mov_12,20.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.04612625870376229
mov_12,20.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.0647949733406872
mov_12,20.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.0013658018905755571
mov_13,18.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.09455654576977868
mov_13,18.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.19249671514858985
mov_13,18.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.14727949069693558
mov_13,18.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.08436683976283618
mov_13,18.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.00621544709573877
mov_13,18.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.07939008706537641
mov_14,20.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.05481672483408694
mov_14,20.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.07691903662154446
mov_14,20.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.2229869460572714
mov_14,20.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.043727183965599103
mov_14,20.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.008791921950484522
mov_14,20.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.04483414120391946
mov_15,25.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.1383577209230923
mov_15,25.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.006461460955015791
mov_15,25.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.10156706120540092
mov_15,25.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.02083726426148769
mov_15,25.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.006578413677045494
mov_15,25.0,rA1,,cornet_z_sl,imagenet_noface,aIT,0.09189408416300872
mov_16,19.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.014768477966540926
mov_16,19.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.020971147796544663
mov_16,19.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.052281221774708175
mov_16,19.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.07001435228233469
mov_16,19.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.15331934549452172
mov_16,19.0,rA1,,cornet_z_sl,imagenet_noface,aIT,0.02541154762348668
mov_17,22.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.07811997908121136
mov_17,22.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.015481749838481398
mov_17,22.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.12073235167022338
mov_17,22.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.042263376583700524
mov_17,22.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.052524340924977944
mov_17,22.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.005447009494361114
mov_18,24.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.21630086876497134
mov_18,24.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.17694887290103767
mov_18,24.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.30516507091382283
mov_18,24.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.2556173777041344
mov_18,24.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.10079173200864215
mov_18,24.0,rA1,,cornet_z_sl,imagenet_noface,aIT,0.03759765219562562
mov_19,22.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.0474550533897505
mov_19,22.0,rLO,,cornet_z_sl,imagenet_noface,aIT,3.40361858633606e-05
mov_19,22.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.10743060490428137
mov_19,22.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.021023787492684506
mov_19,22.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.058744230175447505
mov_19,22.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.13237303161102332
mov_20,24.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.12764722615716778
mov_20,24.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.010738249970231525
mov_20,24.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.12678204860216416
mov_20,24.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.06996843330846327
mov_20,24.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.015323818375413481
mov_20,24.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.07834864258019078
mov_22,22.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.1632347048236888
mov_22,22.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.13030991791373367
mov_22,22.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.17987450003461847
mov_22,22.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.1515484000879875
mov_22,22.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.11775823312038806
mov_22,22.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.11308662692812466
mov_24,26.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.033686521343831544
mov_24,26.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.04783244579692967
mov_24,26.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.06403539032181073
mov_24,26.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.03909476817713921
mov_24,26.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.022171473956367767
mov_24,26.0,rA1,,cornet_z_sl,imagenet_noface,aIT,0.028194227834992744
mov_25,27.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.03196637683468251
mov_25,27.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.04214208722778536
mov_25,27.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.06433141094772254
mov_25,27.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.010458156598498122
mov_25,27.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.07516706895260322
mov_25,27.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.01784378466515716
mov_26,32.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.05017232035306103
mov_26,32.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.020925390207654708
mov_26,32.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.011559653324024373
mov_26,32.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.07031398378660336
mov_26,32.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.07924228806922905
mov_26,32.0,rA1,,cornet_z_sl,imagenet_noface,aIT,0.059415477929403354
s0057_1_3,0.75,lLO,,cornet_z_sl,imagenet_oneface,aIT,0.11129420909206127
s0057_1_3,0.75,rLO,,cornet_z_sl,imagenet_oneface,aIT,0.12706755290818217
s0057_1_3,0.75,lFFA,,cornet_z_sl,imagenet_oneface,aIT,-0.12086310390739011
s0057_1_3,0.75,rFFA,,cornet_z_sl,imagenet_oneface,aIT,0.19655981621182655
s0057_1_3,0.75,lA1,,cornet_z_sl,imagenet_oneface,aIT,-0.03343975296782522
s0057_1_3,0.75,rA1,,cornet_z_sl,imagenet_oneface,aIT,-0.035987427103803774
s0607_1_2,1.058333333,lLO,,cornet_z_sl,imagenet_oneface,aIT,0.1804840212710361
s0607_1_2,1.058333333,rLO,,cornet_z_sl,imagenet_oneface,aIT,-0.10746044799930995
