,age,roi,corr,architecture,train_type,layer
17,5,rA1,0.017092189259338843,cornet_z_sl,vggface_oneobject,aIT
18,18,lLO,-0.023932443514355816,cornet_z_sl,vggface_oneobject,aIT
19,18,rLO,-0.02098445898078377,cornet_z_sl,vggface_oneobject,aIT
20,18,lFFA,0.03161248065477043,cornet_z_sl,vggface_oneobject,aIT
21,18,rFFA,0.0005625540884568103,cornet_z_sl,vggface_oneobject,aIT
22,18,lA1,0.046267036538153124,cornet_z_sl,vggface_oneobject,aIT
23,18,rA1,-0.007969659323025166,cornet_z_sl,vggface_oneobject,aIT
0,3,lLO,0.008932715882250579,cornet_z_sl,vggface,aIT
1,3,rLO,-0.017775130199284783,cornet_z_sl,vggface,aIT
2,3,lFFA,0.021927206538177417,cornet_z_sl,vggface,aIT
3,3,rFFA,-0.0041757916264781696,cornet_z_sl,vggface,aIT
4,3,lA1,-0.042441784079394244,cornet_z_sl,vggface,aIT
5,3,rA1,0.006504940454979212,cornet_z_sl,vggface,aIT
6,4,lLO,-0.021321972660082757,cornet_z_sl,vggface,aIT
7,4,rLO,-0.005335205259630058,cornet_z_sl,vggface,aIT
8,4,lFFA,-0.012778139883585886,cornet_z_sl,vggface,aIT
9,4,rFFA,-0.03293146187423522,cornet_z_sl,vggface,aIT
10,4,lA1,0.019238810634355865,cornet_z_sl,vggface,aIT
11,4,rA1,-0.016542869380941287,cornet_z_sl,vggface,aIT
12,5,lLO,0.0359102349459431,cornet_z_sl,vggface,aIT
13,5,rLO,0.04063586050441695,cornet_z_sl,vggface,aIT
14,5,lFFA,0.046940655266959924,cornet_z_sl,vggface,aIT
15,5,rFFA,-0.0028546640644043983,cornet_z_sl,vggface,aIT
16,5,lA1,0.011947644953652867,cornet_z_sl,vggface,aIT
17,5,rA1,0.026031194496961053,cornet_z_sl,vggface,aIT
18,18,lLO,-0.009698359385686434,cornet_z_sl,vggface,aIT
19,18,rLO,0.007426243950967233,cornet_z_sl,vggface,aIT
20,18,lFFA,0.036153835084993396,cornet_z_sl,vggface,aIT
21,18,rFFA,-0.030614613865474823,cornet_z_sl,vggface,aIT
22,18,lA1,0.010277867189988046,cornet_z_sl,vggface,aIT
23,18,rA1,0.007710633132818634,cornet_z_sl,vggface,aIT
0,3,lLO,-0.011265671859853596,cornet_z_sl,random,aIT
1,3,rLO,-0.012208491358784188,cornet_z_sl,random,aIT
2,3,lFFA,-0.026104898071631903,cornet_z_sl,random,aIT
3,3,rFFA,-0.033029156375691635,cornet_z_sl,random,aIT
4,3,lA1,0.022103488519905373,cornet_z_sl,random,aIT
5,3,rA1,0.02770513582493192,cornet_z_sl,random,aIT
6,4,lLO,0.03883146302710144,cornet_z_sl,random,aIT
7,4,rLO,-0.02531813811239694,cornet_z_sl,random,aIT
8,4,lFFA,-0.05128526620200738,cornet_z_sl,random,aIT
9,4,rFFA,0.05840145550936742,cornet_z_sl,random,aIT
10,4,lA1,0.0007374680867791167,cornet_z_sl,random,aIT
11,4,rA1,-0.009861536054402698,cornet_z_sl,random,aIT
12,5,lLO,0.0275001597552902,cornet_z_sl,random,aIT
13,5,rLO,-0.02998389458254149,cornet_z_sl,random,aIT
14,5,lFFA,-0.01077090609851811,cornet_z_sl,random,aIT
15,5,rFFA,0.010549648786458688,cornet_z_sl,random,aIT
16,5,lA1,0.012934775357693839,cornet_z_sl,random,aIT
17,5,rA1,0.01284404303276802,cornet_z_sl,random,aIT
18,18,lLO,0.0034923491735841944,cornet_z_sl,random,aIT
19,18,rLO,0.009536410852943697,cornet_z_sl,random,aIT
20,18,lFFA,-0.020615506376050086,cornet_z_sl,random,aIT
21,18,rFFA,-0.03892110203480323,cornet_z_sl,random,aIT
22,18,lA1,-0.04705871783240303,cornet_z_sl,random,aIT
23,18,rA1,-0.006925216886352121,cornet_z_sl,random,aIT
