,age,roi,corr,architecture,train_type,layer
0,3,lLO,0.009962511688711147,cornet_z_sl,imagenet_noface,aIT
1,3,rLO,0.03194064226289802,cornet_z_sl,imagenet_noface,aIT
2,3,lFFA,-0.03010183723515471,cornet_z_sl,imagenet_noface,aIT
3,3,rFFA,0.02137190614961717,cornet_z_sl,imagenet_noface,aIT
4,3,lA1,-0.03315861360925282,cornet_z_sl,imagenet_noface,aIT
5,3,rA1,-0.007112346237214996,cornet_z_sl,imagenet_noface,aIT
6,4,lLO,-0.022750793670813733,cornet_z_sl,imagenet_noface,aIT
7,4,rLO,0.011818455938611982,cornet_z_sl,imagenet_noface,aIT
8,4,lFFA,-0.023878361259456984,cornet_z_sl,imagenet_noface,aIT
9,4,rFFA,-0.007449108891055059,cornet_z_sl,imagenet_noface,aIT
10,4,lA1,0.04150491096114808,cornet_z_sl,imagenet_noface,aIT
11,4,rA1,0.015339703494043526,cornet_z_sl,imagenet_noface,aIT
12,5,lLO,0.011485523495046966,cornet_z_sl,imagenet_noface,aIT
13,5,rLO,-0.013539021836133643,cornet_z_sl,imagenet_noface,aIT
14,5,lFFA,-0.02456062131098042,cornet_z_sl,imagenet_noface,aIT
15,5,rFFA,0.03790770054763725,cornet_z_sl,imagenet_noface,aIT
16,5,lA1,-0.04345463561609371,cornet_z_sl,imagenet_noface,aIT
17,5,rA1,-0.022718892598665753,cornet_z_sl,imagenet_noface,aIT
18,18,lLO,-0.0003712532635707991,cornet_z_sl,imagenet_noface,aIT
19,18,rLO,0.0469554195829691,cornet_z_sl,imagenet_noface,aIT
20,18,lFFA,0.02439774603524056,cornet_z_sl,imagenet_noface,aIT
21,18,rFFA,0.023069450738784247,cornet_z_sl,imagenet_noface,aIT
22,18,lA1,-0.010086067567252551,cornet_z_sl,imagenet_noface,aIT
23,18,rA1,0.03586252745494566,cornet_z_sl,imagenet_noface,aIT
0,3,lLO,-0.03159109362187079,cornet_z_sl,imagenet_oneface,aIT
1,3,rLO,0.007757502031056612,cornet_z_sl,imagenet_oneface,aIT
2,3,lFFA,-0.016012623127617507,cornet_z_sl,imagenet_oneface,aIT
3,3,rFFA,0.02621759847052618,cornet_z_sl,imagenet_oneface,aIT
4,3,lA1,-0.011284386885222195,cornet_z_sl,imagenet_oneface,aIT
5,3,rA1,-0.01709336630910018,cornet_z_sl,imagenet_oneface,aIT
6,4,lLO,-0.0068114671805729245,cornet_z_sl,imagenet_oneface,aIT
7,4,rLO,0.025761297902801416,cornet_z_sl,imagenet_oneface,aIT
8,4,lFFA,0.028026395530962887,cornet_z_sl,imagenet_oneface,aIT
9,4,rFFA,-0.01861015769858333,cornet_z_sl,imagenet_oneface,aIT
10,4,lA1,-0.0010691958352554813,cornet_z_sl,imagenet_oneface,aIT
11,4,rA1,0.011141770357294413,cornet_z_sl,imagenet_oneface,aIT
12,5,lLO,0.009502246294300198,cornet_z_sl,imagenet_oneface,aIT
13,5,rLO,-0.019376736739491987,cornet_z_sl,imagenet_oneface,aIT
14,5,lFFA,-0.027822597548243583,cornet_z_sl,imagenet_oneface,aIT
15,5,rFFA,0.03475963402829532,cornet_z_sl,imagenet_oneface,aIT
16,5,lA1,-0.004244561831484774,cornet_z_sl,imagenet_oneface,aIT
17,5,rA1,-0.01833856502359653,cornet_z_sl,imagenet_oneface,aIT
18,18,lLO,-0.017346787011434474,cornet_z_sl,imagenet_oneface,aIT
19,18,rLO,-0.012955974760967872,cornet_z_sl,imagenet_oneface,aIT
20,18,lFFA,0.03323076631676649,cornet_z_sl,imagenet_oneface,aIT
21,18,rFFA,0.026319786503924244,cornet_z_sl,imagenet_oneface,aIT
22,18,lA1,0.012131583439210062,cornet_z_sl,imagenet_oneface,aIT
23,18,rA1,0.01315676182451058,cornet_z_sl,imagenet_oneface,aIT
0,3,lLO,-0.004057522494426036,cornet_z_sl,imagenet_vggface,aIT
1,3,rLO,-0.03761861510385653,cornet_z_sl,imagenet_vggface,aIT
2,3,lFFA,-4.9927012998590876e-05,cornet_z_sl,imagenet_vggface,aIT
3,3,rFFA,0.025584337944392146,cornet_z_sl,imagenet_vggface,aIT
4,3,lA1,-0.0011648249300314137,cornet_z_sl,imagenet_vggface,aIT
5,3,rA1,-0.024407220974303173,cornet_z_sl,imagenet_vggface,aIT
6,4,lLO,0.0402201528047233,cornet_z_sl,imagenet_vggface,aIT
7,4,rLO,-0.02186621360171384,cornet_z_sl,imagenet_vggface,aIT
8,4,lFFA,0.06524080199795353,cornet_z_sl,imagenet_vggface,aIT
9,4,rFFA,-0.011272935177804729,cornet_z_sl,imagenet_vggface,aIT
10,4,lA1,0.016800024088470877,cornet_z_sl,imagenet_vggface,aIT
11,4,rA1,-0.019056413010231026,cornet_z_sl,imagenet_vggface,aIT
12,5,lLO,0.01966026065572599,cornet_z_sl,imagenet_vggface,aIT
13,5,rLO,-0.02971381903504506,cornet_z_sl,imagenet_vggface,aIT
14,5,lFFA,-0.03793514760434147,cornet_z_sl,imagenet_vggface,aIT
15,5,rFFA,-0.003365398147708208,cornet_z_sl,imagenet_vggface,aIT
16,5,lA1,-0.046053025967249764,cornet_z_sl,imagenet_vggface,aIT
17,5,rA1,-0.032667671305931456,cornet_z_sl,imagenet_vggface,aIT
18,18,lLO,0.02327839087642214,cornet_z_sl,imagenet_vggface,aIT
19,18,rLO,0.034858146807471305,cornet_z_sl,imagenet_vggface,aIT
20,18,lFFA,0.06882340777433724,cornet_z_sl,imagenet_vggface,aIT
21,18,rFFA,0.017973402177126847,cornet_z_sl,imagenet_vggface,aIT
22,18,lA1,0.040947886139814094,cornet_z_sl,imagenet_vggface,aIT
23,18,rA1,0.018941757388575235,cornet_z_sl,imagenet_vggface,aIT
0,3,lLO,0.02829401321076593,cornet_z_sl,vggface_oneobject,aIT
1,3,rLO,-0.018019426445573312,cornet_z_sl,vggface_oneobject,aIT
2,3,lFFA,0.006333245215693925,cornet_z_sl,vggface_oneobject,aIT
3,3,rFFA,-0.01876390842083353,cornet_z_sl,vggface_oneobject,aIT
4,3,lA1,-0.021642401653450882,cornet_z_sl,vggface_oneobject,aIT
5,3,rA1,-0.024821984858014828,cornet_z_sl,vggface_oneobject,aIT
6,4,lLO,0.011283631828101034,cornet_z_sl,vggface_oneobject,aIT
7,4,rLO,-0.004702244181408256,cornet_z_sl,vggface_oneobject,aIT
8,4,lFFA,0.034851510433466584,cornet_z_sl,vggface_oneobject,aIT
9,4,rFFA,0.012617870276276113,cornet_z_sl,vggface_oneobject,aIT
10,4,lA1,0.009632582503962556,cornet_z_sl,vggface_oneobject,aIT
11,4,rA1,0.00417609070583413,cornet_z_sl,vggface_oneobject,aIT
12,5,lLO,0.010647315604461294,cornet_z_sl,vggface_oneobject,aIT
13,5,rLO,0.01761397597901354,cornet_z_sl,vggface_oneobject,aIT
14,5,lFFA,0.02354402904389717,cornet_z_sl,vggface_oneobject,aIT
15,5,rFFA,-0.006279815276083344,cornet_z_sl,vggface_oneobject,aIT
16,5,lA1,0.00023525020801313558,cornet_z_sl,vggface_oneobject,aIT
