sub,age,roi,r2,architecture,train_type,layer,corr
sub-pixar101,11.17,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.10417897690833117
sub-pixar101,11.17,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.07968472546953952
sub-pixar101,11.17,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.1585847522424199
sub-pixar101,11.17,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.08348111205221038
sub-pixar101,11.17,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.011023157013170453
sub-pixar102,11.17,lLO,,cornet_z_sl,imagenet_noface,aIT,0.13605758864120857
sub-pixar102,11.17,rLO,,cornet_z_sl,imagenet_noface,aIT,0.2057055293916081
sub-pixar102,11.17,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.001477723473393755
sub-pixar102,11.17,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.1095146953988365
sub-pixar102,11.17,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.05183513856402308
sub-pixar102,11.17,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.02561563043588351
sub-pixar103,10.55,lLO,,cornet_z_sl,imagenet_noface,aIT,0.05775437402663665
sub-pixar103,10.55,rLO,,cornet_z_sl,imagenet_noface,aIT,0.09881336066252626
sub-pixar103,10.55,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.07862315807655869
sub-pixar103,10.55,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.02660142673371854
sub-pixar103,10.55,lA1,,cornet_z_sl,imagenet_noface,aIT,0.023289339891241472
sub-pixar103,10.55,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.05542713835543994
sub-pixar104,8.57,lLO,,cornet_z_sl,imagenet_noface,aIT,0.028299497677813045
sub-pixar104,8.57,rLO,,cornet_z_sl,imagenet_noface,aIT,0.11419403341264536
sub-pixar104,8.57,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.010970479255104238
sub-pixar104,8.57,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.014744974598996895
sub-pixar104,8.57,lA1,,cornet_z_sl,imagenet_noface,aIT,0.08174471719926404
sub-pixar104,8.57,rA1,,cornet_z_sl,imagenet_noface,aIT,0.1294228154885018
sub-pixar105,8.66,lLO,,cornet_z_sl,imagenet_noface,aIT,0.02231244981299947
sub-pixar105,8.66,rLO,,cornet_z_sl,imagenet_noface,aIT,0.03624737593714387
sub-pixar105,8.66,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.0003192163479143195
sub-pixar105,8.66,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.019567162851019157
sub-pixar105,8.66,lA1,,cornet_z_sl,imagenet_noface,aIT,0.0674750409366453
sub-pixar105,8.66,rA1,,cornet_z_sl,imagenet_noface,aIT,0.04327511156293899
sub-pixar106,8.02,lLO,,cornet_z_sl,imagenet_noface,aIT,0.14371342676979493
sub-pixar106,8.02,rLO,,cornet_z_sl,imagenet_noface,aIT,0.002203991827502697
sub-pixar106,8.02,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.05859837478061293
sub-pixar106,8.02,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.07148015985878908
sub-pixar106,8.02,lA1,,cornet_z_sl,imagenet_noface,aIT,0.25790783142735085
sub-pixar106,8.02,rA1,,cornet_z_sl,imagenet_noface,aIT,0.01464256055127823
sub-pixar107,11.51,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.19617155258804728
sub-pixar107,11.51,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.17927216990892214
sub-pixar107,11.51,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.19104505073318606
sub-pixar107,11.51,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.18149713084442337
sub-pixar107,11.51,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.08594654500466709
sub-pixar107,11.51,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.12177112962167766
sub-pixar108,10.7,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.037231800676987614
sub-pixar108,10.7,rLO,,cornet_z_sl,imagenet_noface,aIT,0.05513115964751138
sub-pixar108,10.7,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.0136204714786465
sub-pixar108,10.7,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.02936136170705982
sub-pixar108,10.7,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.017403562498992227
sub-pixar108,10.7,rA1,,cornet_z_sl,imagenet_noface,aIT,0.0939529820458198
sub-pixar109,10.38,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.06205178166593367
sub-pixar109,10.38,rLO,,cornet_z_sl,imagenet_noface,aIT,0.01746494852376636
sub-pixar109,10.38,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.027389657892350205
sub-pixar109,10.38,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.014944518656411686
sub-pixar109,10.38,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.06625873498986679
sub-pixar109,10.38,rA1,,cornet_z_sl,imagenet_noface,aIT,0.027332590342610007
sub-pixar110,10.78,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.032245477814204594
sub-pixar110,10.78,rLO,,cornet_z_sl,imagenet_noface,aIT,0.010050069860581452
sub-pixar110,10.78,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.10197709418193854
sub-pixar110,10.78,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.07530605190607813
sub-pixar110,10.78,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.10977481940890609
sub-pixar110,10.78,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.06239988904961713
sub-pixar111,8.62,lLO,,cornet_z_sl,imagenet_noface,aIT,0.02247226053004637
sub-pixar111,8.62,rLO,,cornet_z_sl,imagenet_noface,aIT,0.11094541114256555
sub-pixar111,8.62,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.02215896439923488
sub-pixar111,8.62,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.05978956817076571
sub-pixar111,8.62,lA1,,cornet_z_sl,imagenet_noface,aIT,0.015496186580224149
sub-pixar111,8.62,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.030455653754647427
sub-pixar112,12.05,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.05873545643689296
sub-pixar112,12.05,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.09320994137656227
sub-pixar112,12.05,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.03207870474467356
sub-pixar112,12.05,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.08559257392112524
sub-pixar112,12.05,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.06320983732098452
sub-pixar112,12.05,rA1,,cornet_z_sl,imagenet_noface,aIT,0.013186382119376009
sub-pixar113,10.29,lLO,,cornet_z_sl,imagenet_noface,aIT,0.08370138397512637
sub-pixar113,10.29,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.05982745005534408
sub-pixar113,10.29,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.050946445351239086
sub-pixar113,10.29,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.0690288759730317
sub-pixar113,10.29,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.05530170846823096
sub-pixar113,10.29,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.03924816772232459
sub-pixar114,7.43,lLO,,cornet_z_sl,imagenet_noface,aIT,0.01292843443822372
sub-pixar114,7.43,rLO,,cornet_z_sl,imagenet_noface,aIT,0.05166955504198607
sub-pixar114,7.43,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.07496231966116601
sub-pixar114,7.43,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.09526198708920128
sub-pixar114,7.43,lA1,,cornet_z_sl,imagenet_noface,aIT,0.059897937354968
sub-pixar114,7.43,rA1,,cornet_z_sl,imagenet_noface,aIT,0.1233811145082771
sub-pixar115,9.68,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.00010706201113779013
sub-pixar115,9.68,rLO,,cornet_z_sl,imagenet_noface,aIT,0.06962616947490874
sub-pixar115,9.68,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.1514300337008285
sub-pixar115,9.68,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.06245803635257069
sub-pixar115,9.68,lA1,,cornet_z_sl,imagenet_noface,aIT,0.007905418375134815
sub-pixar115,9.68,rA1,,cornet_z_sl,imagenet_noface,aIT,0.03795010673964418
sub-pixar116,7.68,lLO,,cornet_z_sl,imagenet_noface,aIT,0.05005994028602413
sub-pixar116,7.68,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.0031318457158954344
sub-pixar116,7.68,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.214989500224349
sub-pixar116,7.68,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.04071758897027715
sub-pixar116,7.68,lA1,,cornet_z_sl,imagenet_noface,aIT,0.03369278326308015
sub-pixar116,7.68,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.028838377072985498
sub-pixar117,12.3,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.09046163662176716
sub-pixar117,12.3,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.10055616034394589
sub-pixar117,12.3,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.13534389163022217
sub-pixar117,12.3,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.012067844672521866
sub-pixar117,12.3,lA1,,cornet_z_sl,imagenet_noface,aIT,0.031114502357005087
sub-pixar117,12.3,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.0763356880830576
sub-pixar118,10.5,lLO,,cornet_z_sl,imagenet_noface,aIT,0.16849333513678283
sub-pixar118,10.5,rLO,,cornet_z_sl,imagenet_noface,aIT,0.0667865684604256
sub-pixar118,10.5,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.0538237046821639
sub-pixar118,10.5,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.09023047807867625
sub-pixar118,10.5,lA1,,cornet_z_sl,imagenet_noface,aIT,0.00043214605689854274
sub-pixar118,10.5,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.03042361199749429
sub-pixar119,8.62,lLO,,cornet_z_sl,imagenet_noface,aIT,0.08295143355121493
sub-pixar119,8.62,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.014672192913475643
sub-pixar119,8.62,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.14350004269143302
sub-pixar119,8.62,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.06515845283282522
sub-pixar119,8.62,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.06183316929201352
sub-pixar119,8.62,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.04468323813499856
sub-pixar120,11.48,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.009012855737474464
sub-pixar120,11.48,rLO,,cornet_z_sl,imagenet_noface,aIT,0.04103629821918432
sub-pixar120,11.48,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.027454498888092493
sub-pixar120,11.48,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.03558267092254164
sub-pixar120,11.48,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.05969331476205977
sub-pixar120,11.48,rA1,,cornet_z_sl,imagenet_noface,aIT,0.0851471098371008
sub-pixar121,8.76,lLO,,cornet_z_sl,imagenet_noface,aIT,0.10135372173318626
sub-pixar121,8.76,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.03018625300849946
sub-pixar121,8.76,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.014667686665569682
sub-pixar121,8.76,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.015028589674529818
sub-pixar121,8.76,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.05426870981129438
sub-pixar121,8.76,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.12739474540241602
sub-pixar122,7.21,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.010137861390830248
sub-pixar122,7.21,rLO,,cornet_z_sl,imagenet_noface,aIT,0.1539603365551455
sub-pixar122,7.21,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.0307947944332781
sub-pixar122,7.21,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.1362645940324966
sub-pixar122,7.21,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.03472632386689241
sub-pixar122,7.21,rA1,,cornet_z_sl,imagenet_noface,aIT,0.11060569701705987
sub-pixar123,27.06,lLO,,cornet_z_sl,imagenet_noface,aIT,0.08259021069006926
sub-pixar123,27.06,rLO,,cornet_z_sl,imagenet_noface,aIT,0.10485807531865274
sub-pixar123,27.06,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.05537155919556587
sub-pixar123,27.06,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.050599704822647765
sub-pixar123,27.06,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.013550592837205012
sub-pixar123,27.06,rA1,,cornet_z_sl,imagenet_noface,aIT,0.017063806067256528
sub-pixar124,33.44,lLO,,cornet_z_sl,imagenet_noface,aIT,0.058043647392237434
sub-pixar124,33.44,rLO,,cornet_z_sl,imagenet_noface,aIT,0.035854468094427626
sub-pixar124,33.44,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.24901233769076875
sub-pixar124,33.44,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.13544802986707177
sub-pixar124,33.44,lA1,,cornet_z_sl,imagenet_noface,aIT,0.11529930232638722
sub-pixar124,33.44,rA1,,cornet_z_sl,imagenet_noface,aIT,0.04101531964368568
sub-pixar125,31.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.007578729198746276
sub-pixar125,31.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.09417829645679535
sub-pixar125,31.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.04782497031932825
sub-pixar125,31.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.10246307544710469
sub-pixar125,31.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.029897470331750112
sub-pixar125,31.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.07854666850740599
sub-pixar126,19.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.09605408906750079
sub-pixar126,19.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.15778432413099286
sub-pixar126,19.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.1516350361148267
sub-pixar126,19.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.09860005472318895
sub-pixar126,19.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.023403594539233397
sub-pixar126,19.0,rA1,,cornet_z_sl,imagenet_noface,aIT,0.16692850067699222
sub-pixar127,23.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.010367608424271514
sub-pixar127,23.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.04903341732234836
sub-pixar127,23.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.04431844665096993
sub-pixar127,23.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.07337084219057424
sub-pixar127,23.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.049974380477972424
sub-pixar127,23.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.10657838096114276
sub-pixar128,27.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.06805924445190134
sub-pixar128,27.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.12667735528824972
sub-pixar128,27.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.00874624022021579
sub-pixar128,27.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.10438223203492285
sub-pixar128,27.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.09144838772394549
sub-pixar128,27.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.042553844697645296
sub-pixar129,23.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.0162391583110066
sub-pixar129,23.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.006875870758990314
sub-pixar129,23.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.019534878504373243
sub-pixar129,23.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.051449585505648904
sub-pixar129,23.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.044240325719729495
sub-pixar129,23.0,rA1,,cornet_z_sl,imagenet_noface,aIT,0.06075504820801003
sub-pixar130,21.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.041916088541628704
sub-pixar130,21.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.030796182499506795
sub-pixar130,21.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.13576508355594566
sub-pixar130,21.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.016894172715112066
sub-pixar130,21.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.023835095353058562
sub-pixar130,21.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.08624559432690085
sub-pixar131,39.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.07798461201099881
sub-pixar131,39.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.020313857659934917
sub-pixar131,39.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.03785754740573842
sub-pixar131,39.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.006037692876232237
sub-pixar131,39.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.055658756180315766
sub-pixar131,39.0,rA1,,cornet_z_sl,imagenet_noface,aIT,0.015097591757429687
sub-pixar132,22.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.021817452213447157
sub-pixar132,22.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.0034107190456157954
sub-pixar132,22.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.06659350791415622
sub-pixar132,22.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.04123753352559071
sub-pixar132,22.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.04412403864228895
sub-pixar132,22.0,rA1,,cornet_z_sl,imagenet_noface,aIT,0.07539265500202844
sub-pixar133,21.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.0600110719727317
sub-pixar133,21.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.04226970700650787
sub-pixar133,21.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.06604525830256731
sub-pixar133,21.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.05452626634410664
sub-pixar133,21.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.06403410504157418
sub-pixar133,21.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.06762594818069159
sub-pixar134,25.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.14337387049545286
sub-pixar134,25.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.1059855421367843
sub-pixar134,25.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.11605867352124452
sub-pixar134,25.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.15913207207099045
sub-pixar134,25.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.023821881293123588
sub-pixar134,25.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.11620319194759693
sub-pixar135,21.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.007579292606150378
sub-pixar135,21.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.038094548261358475
sub-pixar135,21.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.10799727587418709
sub-pixar135,21.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.05320908814249003
sub-pixar135,21.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.00043219963331428586
sub-pixar135,21.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.0042609043554026615
sub-pixar136,25.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.07744771943703811
sub-pixar136,25.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.07185345191812048
sub-pixar136,25.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.019104130411780322
sub-pixar136,25.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.04046118934908324
sub-pixar136,25.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.05779271127719099
sub-pixar136,25.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.029524950483819368
sub-pixar137,34.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.15793132658394976
sub-pixar137,34.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.16026930720302895
sub-pixar137,34.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.22241912922167595
sub-pixar137,34.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.016974135517841913
sub-pixar137,34.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.08001731893223048
sub-pixar137,34.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.032826682242596876
sub-pixar138,28.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.017134348448945087
sub-pixar138,28.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.019952835644165848
sub-pixar138,28.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.04030992991773404
sub-pixar138,28.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.03564122215108563
sub-pixar138,28.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.019822568072528107
sub-pixar138,28.0,rA1,,cornet_z_sl,imagenet_noface,aIT,0.005425697370821821
sub-pixar139,18.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.042327467271567845
sub-pixar139,18.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.016225730310900667
sub-pixar139,18.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.03455271418518813
sub-pixar139,18.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.047684932441656405
sub-pixar139,18.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.023803401770855066
sub-pixar139,18.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.08468370380302453
sub-pixar140,19.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.006579234853428689
sub-pixar140,19.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.0051943884825812955
sub-pixar140,19.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.06329732667314003
sub-pixar140,19.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.06222772789609406
sub-pixar140,19.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.1286639867985202
sub-pixar140,19.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.10186341921108431
sub-pixar141,22.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.07307618669898872
sub-pixar141,22.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.052245135794352
sub-pixar141,22.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.20362812488219578
sub-pixar141,22.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.10528013809245967
sub-pixar141,22.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.12511895856611038
sub-pixar141,22.0,rA1,,cornet_z_sl,imagenet_noface,aIT,0.15255758548988507
sub-pixar142,33.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.11969872870801349
sub-pixar142,33.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.13675638041545962
sub-pixar142,33.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.11860902127415257
sub-pixar142,33.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.017811999635607832
sub-pixar142,33.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.03227897410328852
sub-pixar142,33.0,rA1,,cornet_z_sl,imagenet_noface,aIT,0.11212081795308254
sub-pixar143,22.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.08621245171301242
sub-pixar143,22.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.05702857854288323
sub-pixar143,22.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.0067004898683087144
sub-pixar143,22.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.057871271150938125
sub-pixar143,22.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.02482999854967871
sub-pixar143,22.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.04287974036039423
sub-pixar144,20.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.051955518764756195
sub-pixar144,20.0,rLO,,cornet_z_sl,imagenet_noface,aIT,-0.05658455502523849
sub-pixar144,20.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.04418649945241861
sub-pixar144,20.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,-0.048211576285640045
sub-pixar144,20.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.0301326692573044
sub-pixar144,20.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.022559822877459952
sub-pixar145,22.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.059411589021719814
sub-pixar145,22.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.11457988702399345
sub-pixar145,22.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.12092382951085602
sub-pixar145,22.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.07040980821552353
sub-pixar145,22.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.04139939206190117
sub-pixar145,22.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.04479376023437248
sub-pixar146,18.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.029517486358138504
sub-pixar146,18.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.10158601423120706
sub-pixar146,18.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.04026500571010728
sub-pixar146,18.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.10380375083985921
sub-pixar146,18.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.027818788348992603
sub-pixar146,18.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.0013637573256997382
sub-pixar147,21.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.02779606427039931
sub-pixar147,21.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.02329848591658997
sub-pixar147,21.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.13372759100919177
sub-pixar147,21.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.07769003041863247
sub-pixar147,21.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.08771231304378271
sub-pixar147,21.0,rA1,,cornet_z_sl,imagenet_noface,aIT,-0.002175730458993958
sub-pixar148,31.0,lLO,,cornet_z_sl,imagenet_noface,aIT,-0.061359745015371836
sub-pixar148,31.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.01610757330479419
sub-pixar148,31.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,-0.06884649954530848
sub-pixar148,31.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.07439771130228653
sub-pixar148,31.0,lA1,,cornet_z_sl,imagenet_noface,aIT,-0.05179047312029536
sub-pixar148,31.0,rA1,,cornet_z_sl,imagenet_noface,aIT,0.017956650186913125
sub-pixar149,24.0,lLO,,cornet_z_sl,imagenet_noface,aIT,0.15031566813495126
sub-pixar149,24.0,rLO,,cornet_z_sl,imagenet_noface,aIT,0.14658779655057697
sub-pixar149,24.0,lFFA,,cornet_z_sl,imagenet_noface,aIT,0.05364075737569894
sub-pixar149,24.0,rFFA,,cornet_z_sl,imagenet_noface,aIT,0.1908077577079821
sub-pixar149,24.0,lA1,,cornet_z_sl,imagenet_noface,aIT,0.12318799388245563
