sub,age,roi,corr,seed_age,seed_roi
sub-pixar001,4.774811773,lLO,0.019958223031871,18,lLO
sub-pixar001,4.774811773,rLO,-0.07183261258684562,18,lLO
sub-pixar001,4.774811773,lFFA,0.14346152034796614,18,lLO
sub-pixar001,4.774811773,rFFA,-0.20304112615898529,18,lLO
sub-pixar001,4.774811773,lA1,0.003790149399810691,18,lLO
sub-pixar001,4.774811773,rA1,-0.04906866670014336,18,lLO
sub-pixar002,4.856947296,lLO,-0.07307988229498416,18,lLO
sub-pixar002,4.856947296,rLO,0.02256872031862487,18,lLO
sub-pixar002,4.856947296,lFFA,-0.060318416819722366,18,lLO
sub-pixar002,4.856947296,rFFA,-0.07844674501230536,18,lLO
sub-pixar002,4.856947296,lA1,0.027940186735290924,18,lLO
sub-pixar002,4.856947296,rA1,-0.005393374009468349,18,lLO
sub-pixar003,4.153319644,lLO,0.025193316417185918,18,lLO
sub-pixar003,4.153319644,rLO,0.053004148154863095,18,lLO
sub-pixar003,4.153319644,lFFA,0.16220122229157727,18,lLO
sub-pixar003,4.153319644,rFFA,0.14187018102780077,18,lLO
sub-pixar003,4.153319644,lA1,-0.02005694134377924,18,lLO
sub-pixar003,4.153319644,rA1,0.10726004763356325,18,lLO
sub-pixar004,4.473648186,lLO,-0.21616317136640997,18,lLO
sub-pixar004,4.473648186,rLO,-0.1506309555140621,18,lLO
sub-pixar004,4.473648186,lFFA,-0.1711520786085544,18,lLO
sub-pixar004,4.473648186,rFFA,-0.24771007336633583,18,lLO
sub-pixar004,4.473648186,lA1,-0.0987559743943821,18,lLO
sub-pixar004,4.473648186,rA1,-0.21693558214597358,18,lLO
sub-pixar005,4.837782341,lLO,0.06801020324174112,18,lLO
sub-pixar005,4.837782341,rLO,0.09603850745034162,18,lLO
sub-pixar005,4.837782341,lFFA,0.07487890969598497,18,lLO
sub-pixar005,4.837782341,rFFA,0.03398186314503143,18,lLO
sub-pixar005,4.837782341,lA1,0.06306652591732939,18,lLO
sub-pixar005,4.837782341,rA1,0.014283515605248143,18,lLO
sub-pixar006,3.605749487,lLO,-0.07003265480057225,18,lLO
sub-pixar006,3.605749487,rLO,-0.023346968573808188,18,lLO
sub-pixar006,3.605749487,lFFA,0.07461472775931366,18,lLO
sub-pixar006,3.605749487,rFFA,-0.038669741133164334,18,lLO
sub-pixar006,3.605749487,lA1,-0.03947734609503804,18,lLO
sub-pixar006,3.605749487,rA1,-0.06535738040061043,18,lLO
sub-pixar007,4.249144422,lLO,-0.027897169938235503,18,lLO
sub-pixar007,4.249144422,rLO,-0.05649146353777171,18,lLO
sub-pixar007,4.249144422,lFFA,-0.04789822581287292,18,lLO
sub-pixar007,4.249144422,rFFA,0.03018163897275261,18,lLO
sub-pixar007,4.249144422,lA1,-0.0012288241068907652,18,lLO
sub-pixar007,4.249144422,rA1,-0.008388051451445215,18,lLO
sub-pixar008,3.529089665,lLO,-0.06454005817121124,18,lLO
sub-pixar008,3.529089665,rLO,-0.027947579201984676,18,lLO
sub-pixar008,3.529089665,lFFA,-0.1411514059205841,18,lLO
sub-pixar008,3.529089665,rFFA,0.016721338705309133,18,lLO
sub-pixar008,3.529089665,lA1,0.023258034447889552,18,lLO
sub-pixar008,3.529089665,rA1,0.12226831338149571,18,lLO
sub-pixar009,3.518138261,lLO,0.045839807097343865,18,lLO
sub-pixar009,3.518138261,rLO,-0.1023230848196338,18,lLO
sub-pixar009,3.518138261,lFFA,-0.05142977233393196,18,lLO
