age,roi,corr,architecture,train_type,layer,se
adult,lFFA,0.03344532413107999,cornet_z_sl,vggface,aIT,0.007829476746386684
adult,rFFA,0.044936843382804376,cornet_z_sl,vggface,aIT,0.013458096027967407
adult,lA1,0.016188864624751935,cornet_z_sl,vggface,aIT,0.017440518311778824
adult,rA1,0.04439740674930343,cornet_z_sl,vggface,aIT,0.015980008022899048
infant,lLO,0.05006564843339186,cornet_z_sl,random,aIT,0.0045996534852497314
infant,rLO,0.03078977776531483,cornet_z_sl,random,aIT,0.008910508780594514
infant,lFFA,0.04788283014795551,cornet_z_sl,random,aIT,0.013520439367341949
infant,rFFA,0.04197197690641343,cornet_z_sl,random,aIT,0.008938551435608436
infant,lA1,0.028203502265917845,cornet_z_sl,random,aIT,0.012535253152027545
infant,rA1,0.03712884429920743,cornet_z_sl,random,aIT,0.007271933071466766
adult,lLO,0.02908606344747844,cornet_z_sl,random,aIT,0.011227924630602841
adult,rLO,0.05792054884113723,cornet_z_sl,random,aIT,0.011970787530041814
adult,lFFA,0.02251236531402069,cornet_z_sl,random,aIT,0.013889968517459085
adult,rFFA,0.02150861245754936,cornet_z_sl,random,aIT,0.009941229228197129
adult,lA1,0.026675364331002416,cornet_z_sl,random,aIT,0.017917189123571455
adult,rA1,0.02514585981632515,cornet_z_sl,random,aIT,0.011083562201574998
