age,roi,corr,seed_age,seed_roi,se
infant,lLO,0.003704691450850287,adult,lLO,0.010747083190137672
infant,rLO,0.007790584013702116,adult,lLO,0.010963246118254088
infant,lFFA,0.0036966161827164147,adult,lLO,0.012930545717547504
infant,rFFA,-0.004813057746849888,adult,lLO,0.007909606558346416
infant,lA1,-0.024624343634581186,adult,lLO,0.009404680899067984
infant,rA1,0.014269652678995732,adult,lLO,0.015310052298771932
adult,lLO,0.039915852199948074,adult,lLO,0.007822365627895215
adult,rLO,0.05310540933389056,adult,lLO,0.007682665773028269
adult,lFFA,0.044873597813240226,adult,lLO,0.007659255579201838
adult,rFFA,0.025224783399246636,adult,lLO,0.006863398990814054
adult,lA1,0.03230441108030052,adult,lLO,0.0068447824099532985
adult,rA1,0.04173456951577866,adult,lLO,0.007008862145245183
infant,lLO,0.02191857380344205,adult,rLO,0.005615951681444853
infant,rLO,0.008551196104901152,adult,rLO,0.01219299333956111
infant,lFFA,0.013269694516641017,adult,rLO,0.016014008103289346
infant,rFFA,0.015699870507338946,adult,rLO,0.009596564039888853
infant,lA1,-0.012941021884840743,adult,rLO,0.008265894943773531
infant,rA1,0.01867805757263847,adult,rLO,0.004912031688978831
adult,lLO,0.052600435581707815,adult,rLO,0.012833070859469865
adult,rLO,0.0585908367599288,adult,rLO,0.013908747182741474
adult,lFFA,0.05301889531376115,adult,rLO,0.010110797361377705
adult,rFFA,0.027819421525482356,adult,rLO,0.006509004380066535
adult,lA1,0.025042860671671573,adult,rLO,0.009480381833958927
adult,rA1,0.03291679753412492,adult,rLO,0.00833274989382532
infant,lLO,0.006577157323182969,adult,lFFA,0.0054041816837825385
infant,rLO,0.008641413200583183,adult,lFFA,0.009598835399849945
infant,lFFA,0.012834863608832795,adult,lFFA,0.010713572160080008
infant,rFFA,0.006597201005291075,adult,lFFA,0.011067315389206299
infant,lA1,-0.00047852382673981063,adult,lFFA,0.011120000034886592
infant,rA1,0.0008539312280501074,adult,lFFA,0.007637542651168378
adult,lLO,0.035908354503770196,adult,lFFA,0.00974238904113784
adult,rLO,0.027907849447883604,adult,lFFA,0.006342680794933569
adult,lFFA,0.04381688878583302,adult,lFFA,0.012743847228536404
adult,rFFA,0.03483779869359846,adult,lFFA,0.0071122559542508125
adult,lA1,0.00250290671672108,adult,lFFA,0.008246489692837863
adult,rA1,0.019057595883535935,adult,lFFA,0.008149078176959743
infant,lLO,-0.01332739927406858,adult,rFFA,0.005280965299556766
infant,rLO,0.007676568539493081,adult,rFFA,0.007871458064033691
infant,lFFA,0.00612670973188736,adult,rFFA,0.010227552286608663
infant,rFFA,0.015431170234988112,adult,rFFA,0.008905278105449695
infant,lA1,-0.002950019505763786,adult,rFFA,0.009631408421493029
infant,rA1,0.01151584372107506,adult,rFFA,0.007556837522062636
adult,lLO,0.014941535077105033,adult,rFFA,0.01143563862501503
adult,rLO,0.048315324519084435,adult,rFFA,0.01004518267018508
adult,lFFA,0.025724635842757155,adult,rFFA,0.005955570429096639
adult,rFFA,0.0295721758243337,adult,rFFA,0.008481649382604376
adult,lA1,0.02514068194407245,adult,rFFA,0.008188881882906545
adult,rA1,0.024645262437640723,adult,rFFA,0.007789588286998098
infant,lLO,0.0018521269969676419,adult,lA1,0.009119041355631588
infant,rLO,-0.00352502363085984,adult,lA1,0.007494646782626263
infant,lFFA,0.013399925117645095,adult,lA1,0.008601969162028168
infant,rFFA,0.004112769388362226,adult,lA1,0.007271255286087029
infant,lA1,0.027061826788105415,adult,lA1,0.01265364026699034
infant,rA1,0.0035817559995963053,adult,lA1,0.012037746959855228
adult,lLO,0.020701101247139742,adult,lA1,0.0060426038641094105
adult,rLO,0.03250789668245521,adult,lA1,0.007009977678798722
adult,lFFA,0.020066092448018526,adult,lA1,0.008658890991381634
adult,rFFA,0.011459979251434394,adult,lA1,0.006088582733084701
adult,lA1,0.04657178785249376,adult,lA1,0.00796607653014705
adult,rA1,0.031411183738088745,adult,lA1,0.008840989393658408
infant,lLO,0.008442021582138323,adult,rA1,0.009046426132932895
infant,rLO,-0.009703754174031149,adult,rA1,0.011396569328276138
infant,lFFA,-0.007565124793538032,adult,rA1,0.01371695719196469
infant,rFFA,0.0025695538359269262,adult,rA1,0.00787062319402978
infant,lA1,-0.001789066288198028,adult,rA1,0.009669323638856864
infant,rA1,0.01459908421684438,adult,rA1,0.009853680113438823
adult,lLO,0.011288991322608502,adult,rA1,0.005469042887885237
adult,rLO,0.03487998457173236,adult,rA1,0.005041824525335359
adult,lFFA,0.02454147508201222,adult,rA1,0.009025904324737084
adult,rFFA,0.00505721921030826,adult,rA1,0.004961258930395673
adult,lA1,0.014793244955566286,adult,rA1,0.009102001264065447
adult,rA1,0.03807975262964997,adult,rA1,0.008194792799022497
