age,roi,corr,architecture,train_type,layer,se
infant,lLO,0.39498955551874854,cornet_z_sl,imagenet_noface,aIT,0.022098567281979585
infant,rLO,0.3422320869760179,cornet_z_sl,imagenet_noface,aIT,0.028094018979380492
infant,lFFA,0.22286888221097706,cornet_z_sl,imagenet_noface,aIT,0.0232824560246923
infant,rFFA,0.3910068594677221,cornet_z_sl,imagenet_noface,aIT,0.025204932787546187
infant,lA1,0.11321809059271903,cornet_z_sl,imagenet_noface,aIT,0.01865769876428084
infant,rA1,0.10158243126317731,cornet_z_sl,imagenet_noface,aIT,0.024113558660574907
adult,lLO,0.7988194111543904,cornet_z_sl,imagenet_noface,aIT,0.008522363802835347
adult,rLO,0.7627342068803573,cornet_z_sl,imagenet_noface,aIT,0.007883935504982618
adult,lFFA,0.6270998684319069,cornet_z_sl,imagenet_noface,aIT,0.015777732777858773
adult,rFFA,0.5970610119858588,cornet_z_sl,imagenet_noface,aIT,0.015850714230958025
adult,lA1,0.5549936992530996,cornet_z_sl,imagenet_noface,aIT,0.011665317649005885
adult,rA1,0.740225113147235,cornet_z_sl,imagenet_noface,aIT,0.008174040765514184
infant,lLO,0.39923961472464564,cornet_z_sl,imagenet_oneface,aIT,0.018608558992639086
infant,rLO,0.38115118989526264,cornet_z_sl,imagenet_oneface,aIT,0.02260599619860109
infant,lFFA,0.270903891392886,cornet_z_sl,imagenet_oneface,aIT,0.024006218462626655
infant,rFFA,0.3754253159177864,cornet_z_sl,imagenet_oneface,aIT,0.01841436957439571
infant,lA1,0.1302817469870089,cornet_z_sl,imagenet_oneface,aIT,0.02516280999016318
infant,rA1,0.1481792936225943,cornet_z_sl,imagenet_oneface,aIT,0.018243810248414958
adult,lLO,0.7841928288842823,cornet_z_sl,imagenet_oneface,aIT,0.008223024807663333
adult,rLO,0.7562070745061835,cornet_z_sl,imagenet_oneface,aIT,0.010219350545482373
adult,lFFA,0.6308795014220441,cornet_z_sl,imagenet_oneface,aIT,0.011074585418263552
adult,rFFA,0.5739249790199568,cornet_z_sl,imagenet_oneface,aIT,0.0113761273137644
adult,lA1,0.5873445742757519,cornet_z_sl,imagenet_oneface,aIT,0.010455769734516292
adult,rA1,0.7384103292136761,cornet_z_sl,imagenet_oneface,aIT,0.008894393394868704
infant,lLO,0.4065958047968802,cornet_z_sl,imagenet_vggface,aIT,0.013901093432790893
infant,rLO,0.338463352188819,cornet_z_sl,imagenet_vggface,aIT,0.030681694563770352
infant,lFFA,0.28743272473590487,cornet_z_sl,imagenet_vggface,aIT,0.020296011488489515
infant,rFFA,0.4288003531683402,cornet_z_sl,imagenet_vggface,aIT,0.01979914616791442
infant,lA1,0.14346896574514104,cornet_z_sl,imagenet_vggface,aIT,0.02582435468469769
infant,rA1,0.18943572419073756,cornet_z_sl,imagenet_vggface,aIT,0.018073600858520115
adult,lLO,0.7867237056383797,cornet_z_sl,imagenet_vggface,aIT,0.0073342329561053975
adult,rLO,0.7307075578945994,cornet_z_sl,imagenet_vggface,aIT,0.008186268851946695
adult,lFFA,0.6304224670782022,cornet_z_sl,imagenet_vggface,aIT,0.015032430234680672
adult,rFFA,0.5941373220258083,cornet_z_sl,imagenet_vggface,aIT,0.013609329492179674
adult,lA1,0.5711982616402016,cornet_z_sl,imagenet_vggface,aIT,0.008672616526143736
adult,rA1,0.7480728579064936,cornet_z_sl,imagenet_vggface,aIT,0.006636799970699165
infant,lLO,0.39021332843436907,cornet_z_sl,vggface_oneobject,aIT,0.023151431352141327
infant,rLO,0.33999236145604583,cornet_z_sl,vggface_oneobject,aIT,0.023451356107415826
infant,lFFA,0.2894468233514101,cornet_z_sl,vggface_oneobject,aIT,0.018328954347931893
infant,rFFA,0.4142816255858207,cornet_z_sl,vggface_oneobject,aIT,0.017589165268674045
infant,lA1,0.12766226089636165,cornet_z_sl,vggface_oneobject,aIT,0.01798252320685831
infant,rA1,0.13897272177421519,cornet_z_sl,vggface_oneobject,aIT,0.024038336348887676
adult,lLO,0.7632250588114324,cornet_z_sl,vggface_oneobject,aIT,0.005656382613160462
adult,rLO,0.7192016859636341,cornet_z_sl,vggface_oneobject,aIT,0.008023701258713127
adult,lFFA,0.6235080738070891,cornet_z_sl,vggface_oneobject,aIT,0.014238482084511868
adult,rFFA,0.5623107392315572,cornet_z_sl,vggface_oneobject,aIT,0.018208117461622875
adult,lA1,0.45157588967938345,cornet_z_sl,vggface_oneobject,aIT,0.01495944530939292
adult,rA1,0.6357032257732844,cornet_z_sl,vggface_oneobject,aIT,0.011110311211529313
infant,lLO,0.33704250283417025,cornet_z_sl,vggface,aIT,0.023938193814544165
infant,rLO,0.3198189680664333,cornet_z_sl,vggface,aIT,0.022674196248547607
infant,lFFA,0.2978231771464178,cornet_z_sl,vggface,aIT,0.025008399803536214
infant,rFFA,0.4284619962765805,cornet_z_sl,vggface,aIT,0.01594722545537129
infant,lA1,0.19448461115598972,cornet_z_sl,vggface,aIT,0.025710993813859283
infant,rA1,0.1265706182751666,cornet_z_sl,vggface,aIT,0.022377783031629097
adult,lLO,0.742407443784581,cornet_z_sl,vggface,aIT,0.00880805369577578
adult,rLO,0.7425402629034685,cornet_z_sl,vggface,aIT,0.006266296036664323
adult,lFFA,0.6206253846146249,cornet_z_sl,vggface,aIT,0.011661292418691543
adult,rFFA,0.6219148124607246,cornet_z_sl,vggface,aIT,0.012985913673002756
adult,lA1,0.4798458083474671,cornet_z_sl,vggface,aIT,0.012062636946049683
adult,rA1,0.6210197244406068,cornet_z_sl,vggface,aIT,0.011552226645513152
infant,lLO,0.23299017411650585,cornet_z_sl,random,aIT,0.018193009308602417
infant,rLO,0.29171713424328916,cornet_z_sl,random,aIT,0.030076889896687053
infant,lFFA,0.2315580418118774,cornet_z_sl,random,aIT,0.022360448586436685
infant,rFFA,0.3853253052366398,cornet_z_sl,random,aIT,0.016091296643822525
infant,lA1,0.13746704880262645,cornet_z_sl,random,aIT,0.014505177553431892
infant,rA1,0.08642052581896456,cornet_z_sl,random,aIT,0.0217303031643747
adult,lLO,0.4728957254078492,cornet_z_sl,random,aIT,0.011767806706102772
adult,rLO,0.4653590697446794,cornet_z_sl,random,aIT,0.009136397178144769
adult,lFFA,0.5547342691335843,cornet_z_sl,random,aIT,0.01166680596384148
adult,rFFA,0.508850177218838,cornet_z_sl,random,aIT,0.012061073209277864
adult,lA1,0.3932378579910697,cornet_z_sl,random,aIT,0.012876379584716576
adult,rA1,0.46313314001003336,cornet_z_sl,random,aIT,0.008913693678477037
