,age,model,epoch,noise_ceil,noise_ceil_se,fit,fit_se
63,5yo,imagenet_oneface,15,0.9258283776994388,0.0036678158206292816,0.4155485646253752,0.01024553768805729
64,5yo,imagenet_oneface,20,0.9258532062896941,0.003260916703859398,0.42929689447101194,0.010527502368512222
65,5yo,imagenet_oneface,25,0.9284411133179138,0.004695551263375921,0.4117471876748554,0.0091077854620751
66,5yo,imagenet_oneface,30,0.9224813389122253,0.005261759225155829,0.43388440420194796,0.0078668109897831
67,5yo,vggface,0,0.9294185401160644,0.005154521287786626,0.08152064668621031,0.014603060396904387
68,5yo,vggface,1,0.9275853453005064,0.003083557332600065,0.17577802725639552,0.009771239843224212
69,5yo,vggface,5,0.9275833963834074,0.004166126319530366,0.1722464925817648,0.010525908989818745
70,5yo,vggface,10,0.9205182170237516,0.005717707554969699,0.15267612361305838,0.013694151019409522
71,5yo,vggface,15,0.9224573689712307,0.0036401700151341343,0.11946832514942259,0.011837163437104208
72,5yo,vggface,20,0.9174261936350945,0.005295442068002774,0.16489579824531772,0.011723846037631035
73,5yo,vggface,25,0.9307413511210331,0.0038055939665066958,0.20624212640834289,0.011470460337906536
74,5yo,vggface,30,0.9274753180753215,0.004666596684653173,0.17194788069996594,0.01376526403165362
75,7yo,random,0,0.716622212484226,0.016844043572030086,-0.049875107409497764,0.01861191221321812
76,7yo,imagenet_objects,0,0.6634157247158811,0.023048726368237717,0.08886904618471567,0.016581934649581725
77,7yo,imagenet_objects,1,0.7067742488031501,0.024184788269094988,0.21799459320136616,0.01643028222336221
78,7yo,imagenet_objects,5,0.7239963186782445,0.014573489962559465,0.17347953707515792,0.02272664812952445
79,7yo,imagenet_objects,10,0.6937706820965571,0.017290605169484215,0.12726647097972207,0.022440672035030577
80,7yo,imagenet_objects,15,0.69724294804221,0.011698861979272846,0.22875317915114404,0.022247614007754365
81,7yo,imagenet_objects,20,0.7105163273787827,0.02292884502610911,0.2455003506691843,0.02765397618969598
82,7yo,imagenet_objects,25,0.7453833510201313,0.012547811263720706,0.2922593448041028,0.01954965662667261
83,7yo,imagenet_objects,30,0.706305542151608,0.015245285428675943,0.2606929745573219,0.016678221945614715
84,7yo,imagenet_oneface,0,0.7203085548831182,0.018601058237567466,-0.06240315834416528,0.017780179422780994
85,7yo,imagenet_oneface,1,0.7516481670544418,0.012866711819364924,-0.07042865855738388,0.0228897996148663
86,7yo,imagenet_oneface,5,0.6973871358257663,0.016588123559170054,0.2092584715612516,0.021564039596255864
87,7yo,imagenet_oneface,10,0.7355028999685884,0.01647761723628066,0.19949452038235788,0.01729356647889034
88,7yo,imagenet_oneface,15,0.7136610550146741,0.015643294688105245,0.2371920910872438,0.01943269105084459
89,7yo,imagenet_oneface,20,0.6842448946142103,0.02082862809192435,0.20606321063458002,0.023547733518827996
90,7yo,imagenet_oneface,25,0.6767355869191936,0.015754677044924406,0.26050050754628895,0.02181017042263868
91,7yo,imagenet_oneface,30,0.7230886654181463,0.020284023318066988,0.2597467018692386,0.02287178745787272
92,7yo,vggface,0,0.7187828895138044,0.018446807641078356,0.079135875550042,0.019633426194594326
93,7yo,vggface,1,0.702089798206846,0.018647304354149748,-0.14647718067404794,0.016360968933692554
94,7yo,vggface,5,0.7137206576820984,0.02159511421172514,-0.062212255735322214,0.02848321783709544
95,7yo,vggface,10,0.715880620117843,0.018090791881486788,-0.10944745283600511,0.015434139367595917
96,7yo,vggface,15,0.6842878516797037,0.020228420547359523,-0.13265624729363515,0.01953997461385943
97,7yo,vggface,20,0.6711842970047355,0.01756085048557622,-0.12113907353221927,0.01795396385643215
98,7yo,vggface,25,0.7171744627576,0.011054896487595493,-0.10946535345438385,0.018967828418015323
99,7yo,vggface,30,0.7034696378982807,0.01503310400259418,-0.12234367309883568,0.021503314409395125
100,8-12yo,random,0,0.8562366101702602,0.006813329710704001,0.06080489163592385,0.010459956624183623
101,8-12yo,imagenet_objects,0,0.8572832547980455,0.00924931399183762,0.07848702071617142,0.015973226396009125
102,8-12yo,imagenet_objects,1,0.8567200321895725,0.006841840273970454,0.4115319596790963,0.010733055150451384
103,8-12yo,imagenet_objects,5,0.8450885234425165,0.0074941506479562,0.3357266502479229,0.014185401114939402
104,8-12yo,imagenet_objects,10,0.8512802002413539,0.00969070651197754,0.2751926758039608,0.01656657381090837
105,8-12yo,imagenet_objects,15,0.8482696635850445,0.009086464631498379,0.3909499752516389,0.0147400418016851
106,8-12yo,imagenet_objects,20,0.8600154230979914,0.010472773959505645,0.41263136781596427,0.016699610128547974
107,8-12yo,imagenet_objects,25,0.8423979081669917,0.01198235978105955,0.38823454349084713,0.01509597480477915
108,8-12yo,imagenet_objects,30,0.8501076715661705,0.008049490874397562,0.40737716903005755,0.01502286251387667
109,8-12yo,imagenet_oneface,0,0.8324267574825673,0.011392503801333336,0.04770291737478341,0.018257930444807863
110,8-12yo,imagenet_oneface,1,0.8611644115899713,0.007235778686187053,0.014774414356418542,0.018928075949849802
111,8-12yo,imagenet_oneface,5,0.8431560792462349,0.010333489997170663,0.3568238777131017,0.015773227541906222
112,8-12yo,imagenet_oneface,10,0.8523626219720899,0.009286794543751128,0.3671364290090034,0.014208253623333871
113,8-12yo,imagenet_oneface,15,0.841571648158718,0.008982627076800934,0.3836985791472508,0.012427823807658167
114,8-12yo,imagenet_oneface,20,0.8539435246036255,0.009287388594406226,0.45544828270423304,0.013165281808616536
115,8-12yo,imagenet_oneface,25,0.8503932702408427,0.008015000565246143,0.4284489685708807,0.013133973480917415
116,8-12yo,imagenet_oneface,30,0.856414621115362,0.006355285732646309,0.442227295611722,0.010481437209144557
117,8-12yo,vggface,0,0.848521409819236,0.008096781219574318,0.06417889877113721,0.01487686711306728
118,8-12yo,vggface,1,0.8493400044025746,0.00882545831074221,0.055615482844625634,0.02091140544760151
119,8-12yo,vggface,5,0.84543777260736,0.008778851547090235,0.1083371638627594,0.016112385300798802
120,8-12yo,vggface,10,0.838002433491518,0.008688439625207394,0.02739175192430494,0.018224823651054663
121,8-12yo,vggface,15,0.8640400773404662,0.004793139334795704,0.08446473019024327,0.017078872426237728
122,8-12yo,vggface,20,0.8405007842760419,0.009822449252039381,0.05874140199386813,0.019499830090533948
123,8-12yo,vggface,25,0.8543256551092413,0.008750958466819824,0.10826022899140865,0.015554622725731425
124,8-12yo,vggface,30,0.8646714581302665,0.009298017323114645,0.09258308277484928,0.021609886706432897
125,Adult,random,0,0.899307824577839,0.0038225727426829297,0.1166469254871821,0.0111996966103698
126,Adult,imagenet_objects,0,0.8990739975623893,0.0045762068822468,0.05899098127594064,0.011126022437827244
127,Adult,imagenet_objects,1,0.8885344025603086,0.005466030888958314,0.3802362060688139,0.007380519994650549
128,Adult,imagenet_objects,5,0.8903966802963499,0.004328585634596059,0.3347291829218432,0.012915215681091491
129,Adult,imagenet_objects,10,0.8972782185834675,0.0037188266102195387,0.258705074633515,0.012440940803850295
130,Adult,imagenet_objects,15,0.8867088169496474,0.0062849290242121296,0.36790588976045285,0.012857597232334463
131,Adult,imagenet_objects,20,0.8896469330940522,0.004578819337503196,0.39696883926362003,0.010248328829102296
132,Adult,imagenet_objects,25,0.8974540250945003,0.005161424984247383,0.4268036259730586,0.009434043533393095
133,Adult,imagenet_objects,30,0.8889220475428783,0.005343771606167595,0.3962827162511388,0.011109120391993247
134,Adult,imagenet_oneface,0,0.8884099175063981,0.004685038230009764,0.09794209198531088,0.0156430998128443
135,Adult,imagenet_oneface,1,0.892367027928069,0.005735846674020501,0.02615342215404728,0.016020910900878142
136,Adult,imagenet_oneface,5,0.8932386616946937,0.004800058194925128,0.3701628182946856,0.009048160145184567
137,Adult,imagenet_oneface,10,0.8897751140492126,0.006077030835678238,0.34006338234097827,0.012877249544051637
138,Adult,imagenet_oneface,15,0.8876178001772775,0.006039805914936775,0.42528946780769183,0.009164198609904032
139,Adult,imagenet_oneface,20,0.8846904050512205,0.006230496601242882,0.40751180386865593,0.011550840755037262
140,Adult,imagenet_oneface,25,0.8790900944179305,0.0065436580937773626,0.4030870609540138,0.01052758982456828
141,Adult,imagenet_oneface,30,0.8985224412282045,0.005176101999641854,0.41301453295743357,0.011232946511402568
142,Adult,vggface,0,0.8989710024517515,0.0059043767803335185,0.0599683252602108,0.009244427215569496
143,Adult,vggface,1,0.893297986277319,0.004259494369311054,0.09919626410189682,0.012906092799831676
144,Adult,vggface,5,0.8968089267374771,0.005383267377024257,0.13191799856444006,0.012940377030197887
145,Adult,vggface,10,0.8993390120342902,0.0048331360627094175,0.07986018068308322,0.010680820013508754
146,Adult,vggface,15,0.8829982237750948,0.005293671350374403,0.055266640172140453,0.01331700126913746
147,Adult,vggface,20,0.8946984947504786,0.0034298067497340406,0.08542656312624425,0.012975185932221134
148,Adult,vggface,25,0.898998282098952,0.004966554452958378,0.12078493627867276,0.01106487702643726
149,Adult,vggface,30,0.9019352711217438,0.004574546841174048,0.10582948018212614,0.011296191143935416
