model_arch,train_type,test_stim,test_cond,fold_n,acc
cornet_z_cl,imagenet_noface,faces,upright,1,0.35537190082644626
cornet_z_cl,imagenet_noface,faces,upright,2,0.4049586776859504
cornet_z_cl,imagenet_noface,faces,upright,3,0.35537190082644626
cornet_z_cl,imagenet_noface,faces,upright,4,0.39669421487603307
cornet_z_cl,imagenet_noface,faces,upright,5,0.35537190082644626
