model_arch,train_type,test_stim,test_cond,fold_n,acc
cornet_z,imagenet_oneface,objects,inverted,1,0.3553629469122427
cornet_z,imagenet_oneface,objects,inverted,2,0.3418201516793066
cornet_z,imagenet_oneface,objects,inverted,3,0.35752979414951247
cornet_z,imagenet_oneface,objects,inverted,4,0.35265438786565545
cornet_z,imagenet_oneface,objects,inverted,5,0.3634886240520043
