model_arch,train_type,test_stim,test_cond,fold_n,acc
cornet_z_sl,imagenet_vggface,objects,inverted,1,0.7345612134344529
cornet_z_sl,imagenet_vggface,objects,inverted,2,0.7275189599133262
cornet_z_sl,imagenet_vggface,objects,inverted,3,0.7291440953412784
cornet_z_sl,imagenet_vggface,objects,inverted,4,0.738353196099675
cornet_z_sl,imagenet_vggface,objects,inverted,5,0.7508125677139762
