model_arch,train_type,test_stim,test_cond,fold_n,acc
cornet_z_sl,imagenet_noface,faces,inverted,1,0.2975206611570248
cornet_z_sl,imagenet_noface,faces,inverted,2,0.34710743801652894
cornet_z_sl,imagenet_noface,faces,inverted,3,0.2975206611570248
cornet_z_sl,imagenet_noface,faces,inverted,4,0.2975206611570248
cornet_z_sl,imagenet_noface,faces,inverted,5,0.2892561983471074
