model_arch,train_type,test_stim,test_cond,fold_n,acc
cornet_z_sl,imagenet_noface,faces,upright,1,0.5537190082644629
cornet_z_sl,imagenet_noface,faces,upright,2,0.4132231404958678
cornet_z_sl,imagenet_noface,faces,upright,3,0.5454545454545454
cornet_z_sl,imagenet_noface,faces,upright,4,0.4793388429752066
cornet_z_sl,imagenet_noface,faces,upright,5,0.4462809917355372
