model_arch,train_type,test_stim,test_cond,fold_n,acc
cornet_z_sl,imagenet_oneface,objects,upright,1,0.7757313109425785
cornet_z_sl,imagenet_oneface,objects,upright,2,0.7670639219934995
cornet_z_sl,imagenet_oneface,objects,upright,3,0.7497291440953413
cornet_z_sl,imagenet_oneface,objects,upright,4,0.7795232936078007
cornet_z_sl,imagenet_oneface,objects,upright,5,0.7681473456121344
