model_arch,train_type,test_stim,test_cond,fold_n,acc
cornet_z_cl,vggface_oneobject,faces,inverted,1,0.33884297520661155
cornet_z_cl,vggface_oneobject,faces,inverted,2,0.2892561983471074
cornet_z_cl,vggface_oneobject,faces,inverted,3,0.24793388429752067
cornet_z_cl,vggface_oneobject,faces,inverted,4,0.24793388429752067
cornet_z_cl,vggface_oneobject,faces,inverted,5,0.3305785123966942
