model_arch,train_type,test_stim,test_cond,fold_n,acc
cornet_z_cl,imagenet_vggface,objects,inverted,1,0.5704225352112676
cornet_z_cl,imagenet_vggface,objects,inverted,2,0.5682556879739978
cornet_z_cl,imagenet_vggface,objects,inverted,3,0.5731310942578548
cornet_z_cl,imagenet_vggface,objects,inverted,4,0.5585048754062839
cornet_z_cl,imagenet_vggface,objects,inverted,5,0.5530877573131094
