model_arch,train_type,test_stim,test_cond,fold_n,acc
cornet_z_sl,imagenet_vggface,objects,upright,1,0.7551462621885157
cornet_z_sl,imagenet_vggface,objects,upright,2,0.7546045503791983
cornet_z_sl,imagenet_vggface,objects,upright,3,0.7659804983748646
cornet_z_sl,imagenet_vggface,objects,upright,4,0.7589382448537378
cornet_z_sl,imagenet_vggface,objects,upright,5,0.7703141928494042
