model_arch,train_type,test_stim,test_cond,fold_n,acc
cornet_z,imagenet_vggface,faces,upright,1,0.24793388429752067
cornet_z,imagenet_vggface,faces,upright,2,0.24793388429752067
cornet_z,imagenet_vggface,faces,upright,3,0.2727272727272727
cornet_z,imagenet_vggface,faces,upright,4,0.30578512396694213
cornet_z,imagenet_vggface,faces,upright,5,0.30578512396694213
