model_arch,train_type,test_stim,test_cond,fold_n,acc
cornet_z,random,faces,upright,1,0.09090909090909091
cornet_z,random,faces,upright,2,0.049586776859504134
cornet_z,random,faces,upright,3,0.049586776859504134
cornet_z,random,faces,upright,4,0.049586776859504134
cornet_z,random,faces,upright,5,0.05785123966942149
