LOC,FFA,A1,EVC
0.3689321126019939,0.014545720711693416,0.28053900769207796,0.1444678089653343
0.3843067666075743,0.31362362676110506,0.3025338543812618,0.6101471261209905
0.14135709032385965,0.4229586505553348,0.25445734076468435,0.3879128484991319
0.28789919605475367,0.19737797377488495,0.31073858485241074,0.6001951493042993
0.21723925312302647,0.17025229246116452,0.09254483091673105,0.49770786897090885
0.43210429722920596,0.19700647013869937,0.3616704460131191,0.488033154416288
0.0765931793600394,0.3765226000372787,0.3066820286047678,0.3600064971053072
0.16455336414380656,0.22121174372125504,0.5242649018815025,0.4496617939394602
0.3564037501172563,0.05348612903375404,0.18615666098881198,0.49464847563189834
0.48630412712701115,0.1526738363446499,0.30937383992011747,0.41991581396812133
0.17259888224913048,0.41835014739856696,0.08617732824619607,0.4793633061266443
0.4747519727809036,0.21970506874396545,0.0915029641461236,0.5134688193846749
0.0964655689571838,0.47616413631445553,0.2287645075821884,0.5556544713714944
0.37455704792250516,0.2344040939411426,0.42492582290447267,0.508809826577509
0.10492588626655555,0.36011776681046076,0.16535738394882918,0.48858096473391244
0.3443499856927609,0.10912820845456815,0.2664340352218822,0.5738566178814221
0.1846085760578309,0.42148825955811725,0.16006912807660875,0.4280277762347694
0.4845465252831192,0.1945727416727933,0.27641130278490783,0.656520992692843
0.20816732898850285,0.033998796082779774,0.28049790389221657,0.21260174038667728
0.39276579108531284,0.48041064961899504,0.42381259717655134,0.5812729727157735
0.24255243650379982,-0.31334126399761675,0.1781783595694414,0.2789549898284227
0.4409599979547125,-0.03998404645903495,0.29223218218819663,0.5633858763295311
0.36124580295109254,0.4319735033319604,0.26971027145703297,0.19466695999379394
0.5390701026810611,0.21142372039107354,0.4062070485020526,0.7607451590913851
0.18793236939622696,-0.052756293960279775,0.2456910569928659,0.4999751451956995
0.5212350253912338,-0.0728755665246647,0.14697762112062815,0.42658275439909804
0.39323787991416864,0.05160912556735917,0.14114777347615406,0.06430832507703231
0.522390023847698,0.1901490956594525,0.13811612415595909,0.5127784075527937
0.0837740589054636,0.48031596885158334,0.04483339638239772,0.3423110409534983
0.1002003296402198,0.21364417298387856,0.19678783726300286,0.1720078673582048
0.14010908099265024,0.24336270649182482,0.2428713310951788,0.3532421178813786
0.18656157720773106,0.14316031015866668,0.40061601328736834,0.6679039312653805
0.028182059785808202,0.021278087659920075,0.10062468867234944,0.5880669313484325
0.29000460974572495,0.1853341383322505,0.19228830320964346,0.46647919343679495
0.21137258992287028,0.16476275330963552,0.21192969372200837,0.3855899314612171
0.17767632697003874,0.02386342341606624,0.47203457738185484,0.4606415486648985
-0.10024965340623515,-0.05895638663574578,0.19078639655812343,0.4529159255529175
0.32892661610304824,-0.25444830814146896,0.3604376143766108,0.7085115942728476
0.10005167608346871,-0.24504055920298434,0.1152996102838919,0.4681992648318718
0.5283841027902424,-0.0012394975744875203,0.4315943391217843,0.38140921415685514
0.3151119580606665,0.19297192585794307,0.2358482434903459,0.1042887763598558
0.4632483959877574,0.13085250349170227,0.3537765253386386,0.5874942406501177
0.10015302789871994,-0.19985068770361702,0.2202663518497113,0.32040417636305485
0.07425878197051994,0.03612331894139658,0.4730440753293404,0.530688335391417
0.16370523426687342,0.350890763282935,0.3303086693430262,0.36386101660627
0.19632038509282643,0.175553620358854,0.37949270665010076,0.5839562507466315
0.30131456096629666,-0.26560021022243646,0.014631010095470284,0.4250946161037954
0.2742022900128083,0.21433764516085854,0.1678761714872999,0.6022598792747997
0.13191115212048096,0.132229377205763,0.2868639910370373,0.12909517700381024
0.4745526606240713,0.11348185269814066,0.4490131392077772,0.4747675458267603
0.36315031938518416,0.391956438303879,0.10572308999361418,0.43265613599110136
0.45486055192982416,-0.18860489196836774,0.04561812995957449,0.5895168912203077
0.1612369782134117,-0.09194084293347184,0.3794489009218777,0.5846251703853897
0.40667986243292653,0.3344599021191601,0.48315858000987455,0.5302667663143091
0.04002338124633722,0.31220162541558555,0.2184716942475857,0.5742204877041545
0.4093676877010696,0.21683902276410402,0.37313705877767617,0.5416455359668777
0.166908159986593,-0.03173521574975287,0.01746920042318459,0.3553322545775641
0.4831046631179051,0.3036057818848391,0.2810358513620008,0.48610718703093403
0.23636220464947835,-0.18300269539929326,0.2588069287265276,0.3373659409567533
0.40764103742015134,0.32223594696976104,0.3277811939517051,0.5561009511836755
0.1285167160235384,-0.1308740289038921,0.22859841281610185,0.4885228204197804
0.48025171521512294,0.2784207936524107,0.3746708933694282,0.5265013715226302
0.24023481966807578,0.10918462825307163,0.000499220655955256,0.0221441387660325
0.38380190328659247,0.0003987587303853624,0.2067903848328597,0.6393150904852455
0.2056571980359568,-0.051561494545557515,-0.03709934387697138,0.09053547206463727
0.43203666158368564,0.24141067525700285,0.1802428092228703,0.36485322154184074
0.3218339621128233,0.27267604744436075,0.2816416252342584,0.04919774655090515
0.5796606862972303,0.20402288442501632,0.28906555005204015,0.6319240533869022
-0.18992209612176492,-0.04973422490269102,0.18728897267946257,0.04369007909193946
