age,roi,corr,se,ci_low,ci_high,isc,architecture,train_type,layer
infant,FFA,0.4675255473705127,0.023499331433919617,0.05495853566603987,0.6190160670302391,0.8368248110561559,cornet_z_sl,random,V1
infant,A1,0.5431253882345215,0.013088557542562692,0.378672239675738,0.6708332771245603,0.7315708251379653,cornet_z_sl,random,V1
infant,EVC,0.47281972699262165,0.01714548497016936,0.28390639157128483,0.6114220984825618,0.8241364958863197,cornet_z_sl,random,V1
infant,lFFA,0.14981053061150862,0.022831507814246487,-0.10653784945623654,0.38616038808877506,0.7410233713731433,cornet_z_sl,random,V1
infant,lA1,0.11644132570390621,0.026078528334593457,-0.18751633844563098,0.3723527257764816,0.5821577298726995,cornet_z_sl,random,V1
infant,lEVC,0.3725556485138479,0.02637126031989504,-0.03836723862697036,0.5893769232464967,0.7899002024374957,cornet_z_sl,random,V1
infant,rFFA,0.5029132739156453,0.018492784335481075,0.32806245403082046,0.6180228559348151,0.809502567593724,cornet_z_sl,random,V1
infant,rA1,0.5097266974104127,0.0187815442508598,0.25395022577120513,0.6855231943246463,0.6678608282149848,cornet_z_sl,random,V1
infant,rEVC,0.41038744951029427,0.024451373825825497,0.06534738618660194,0.5837824491218438,0.8177717605613699,cornet_z_sl,random,V1
adult,FFA,0.4284783701290372,0.01731023351851636,0.23057407718971631,0.6028849387613351,0.8505665201191305,cornet_z_sl,random,V1
adult,A1,0.4269190008356902,0.013274812068888817,0.22830522405912937,0.5166475542133026,0.9042649288336156,cornet_z_sl,random,V1
adult,EVC,0.02224576662321752,0.019054480447608567,-0.23020709666587158,0.22200487749477119,0.8320774541453766,cornet_z_sl,random,V1
adult,lFFA,0.24478725757661704,0.014602302462802091,0.033463324176307443,0.3954759484615372,0.7914857034467324,cornet_z_sl,random,V1
adult,lA1,0.4151386729136353,0.012286734127391024,0.2199515801963244,0.5125251878224029,0.8826677955589378,cornet_z_sl,random,V1
adult,lEVC,0.028470353337394574,0.01868485050187998,-0.20501276214861572,0.17855471758197378,0.8335539341329862,cornet_z_sl,random,V1
adult,rFFA,0.519322880973828,0.015196216506971207,0.3387135765563992,0.6828767697518101,0.8173925809476172,cornet_z_sl,random,V1
adult,rA1,0.3671919575043798,0.01561502901850317,0.14344410142280603,0.49773816929787656,0.8817956475696335,cornet_z_sl,random,V1
adult,rEVC,0.0871938470227401,0.026455705662482742,-0.29205792420831517,0.32590148402753694,0.7373247301677567,cornet_z_sl,random,V1
