age,roi,corr,se,ci_low,ci_high,architecture,train_type1,train_type2,layer1,layer2
infant,LOC,0.08137278194159073,0.02568920451955711,-0.16633414124483872,0.3250566123604359,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
infant,FFA,-0.04387962952190386,0.019016086809417604,-0.23376866682874706,0.16207711224473628,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
infant,A1,-0.07452739841704466,0.02137390763006982,-0.33630883383114607,0.14498328911980676,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
infant,EVC,0.05818417753559666,0.02197227066654225,-0.2588433435105327,0.2533067831996388,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
infant,lLOC,0.17022986327726644,0.028137081287315433,-0.1970205160218321,0.4243493021735827,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
infant,lFFA,-0.017812651115623322,0.020728055790888707,-0.24669803015173197,0.23218577410862773,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
infant,lA1,-0.048548653246530356,0.02057098043772241,-0.28366717656953455,0.21502783125205213,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
infant,lEVC,0.041846260574411806,0.020331412692637184,-0.24712315764179588,0.21033949899427407,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
infant,rLOC,-0.07403558119604382,0.020126323506662012,-0.29176211282653486,0.14338749453915953,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
infant,rFFA,-0.08707779952400292,0.02251314626965974,-0.30924642162493804,0.1681229526267256,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
infant,rA1,-0.03978815352212753,0.017242120928509186,-0.2679173618961799,0.18620768235115212,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
infant,rEVC,0.02163744975448093,0.021391340869450267,-0.25476133442670107,0.256665036462839,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
adult,LOC,0.2641865345891019,0.021224964600168664,-0.007227406879228619,0.45255032223119124,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
adult,FFA,0.2741732369730396,0.011840184020878965,0.14305758925151713,0.405845322951139,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
adult,A1,-0.10239576987831933,0.020937006855972853,-0.3241542871112039,0.09432078745883815,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
adult,EVC,0.3567495842990948,0.007835005428420081,0.2697737591099749,0.4490824521620089,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
adult,lLOC,0.26731336516452414,0.019240443968763322,0.10365226048432358,0.417977131464405,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
adult,lFFA,0.19371315723476432,0.027370920251747286,-0.24033925892943853,0.3927449216592838,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
adult,lA1,-0.06634905895443094,0.02211093063403678,-0.30085622407083185,0.1343808890909047,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
adult,lEVC,0.3247508202877093,0.0081396828495005,0.2232440049889428,0.42096654695803315,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
adult,rLOC,0.2938804686596894,0.015575867089155532,0.11723294996708444,0.46064418891828496,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
adult,rFFA,0.2902166579688517,0.009799527047781607,0.17704811119626418,0.4191741458091696,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
adult,rA1,-0.12204010835179399,0.02351116952060197,-0.3701001606703928,0.18094002505995832,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
adult,rEVC,0.3580042007479172,0.008245557752064201,0.28791815906551393,0.44126211294769796,cornet_z_sl,imagenet_noface,vggface,pIT,decoder
