age,roi,corr,se,ci_low,ci_high,architecture,train_type1,train_type2,layer1,layer2
infant,LOC,0.11901128709198057,0.023524071652900037,-0.17697049295908554,0.3169524009029401,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
infant,FFA,0.12029872235862114,0.020960109663379637,-0.17401857144404415,0.32967588518751706,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
infant,A1,0.046098738775595345,0.0232625535679969,-0.18116857439112993,0.2803023899459231,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
infant,EVC,0.005422850259228839,0.01681780923823218,-0.19631110287862644,0.18622452808589687,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
infant,lLOC,0.07882937549489687,0.022677391730130683,-0.14798252504317236,0.3089133185472935,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
infant,lFFA,0.06488413881519094,0.02323536745474634,-0.28367372860308443,0.33079041876427523,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
infant,lA1,-0.012530003272212466,0.01961805550523751,-0.24693529134685152,0.21911934903782304,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
infant,lEVC,-0.017501729117552177,0.020724887175168877,-0.23773430882460328,0.1622767453026865,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
infant,rLOC,-0.10831841577417357,0.022677770817257876,-0.3552335202615609,0.16957550916174788,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
infant,rFFA,0.047442755397822126,0.0192553415434065,-0.16745829817200597,0.2515647045303376,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
infant,rA1,-0.04484213023603988,0.026383418473956553,-0.3361514210315383,0.23924297975622535,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
infant,rEVC,0.023047580185444772,0.01313653386705606,-0.10197216206373862,0.18806184571202383,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
adult,LOC,0.3578272690519252,0.017357752467219673,0.12180430297315212,0.503103219947874,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
adult,FFA,0.377322302834408,0.015149964880236172,0.1903179357356549,0.5057824650658821,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
adult,A1,0.08698888693268236,0.00865605497586681,-0.018607416704915516,0.18338292999646683,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
adult,EVC,0.4474686136258845,0.013143275348835574,0.3046863681944933,0.5806326093927977,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
adult,lLOC,0.3218476805032971,0.014474881799375833,0.16334835597335742,0.45755940850515625,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
adult,lFFA,0.39016705128562656,0.013902619850068442,0.17422898264963832,0.4975902471351013,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
adult,lA1,0.09418307248712278,0.010379473627392524,-0.0006035332677008988,0.20623442714692078,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
adult,lEVC,0.4796052332969304,0.015786543459005774,0.3164879497625038,0.6427847754563355,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
adult,rLOC,0.3508733740947016,0.019859294346069478,-0.0021871520277590636,0.508538088426706,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
adult,rFFA,0.29105891385821314,0.017657315372111442,0.0570014527624604,0.4546027148099473,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
adult,rA1,0.06492417889521765,0.010981277014501212,-0.05316061857807286,0.19280086471927982,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
adult,rEVC,0.37423080933031855,0.0110366459094329,0.23632091360014704,0.49291923995958997,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,V4
