age,roi,corr,se,ci_low,ci_high,architecture,train_type1,train_type2,layer1,layer2
infant,LOC,0.045736757093526294,0.0227266947465544,-0.18978883194321494,0.29903223802990225,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
infant,FFA,0.3136047101056343,0.025202221715685424,-0.00996566029137554,0.5401334771657363,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
infant,A1,0.03079667413660484,0.025006869941186897,-0.23434636814992413,0.3367444408208408,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
infant,EVC,0.3001495551831296,0.01601362464722384,0.08962290943717405,0.4456318391905629,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
infant,lLOC,0.12499036312229878,0.019919932695513,-0.09005764533078171,0.34707938345539086,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
infant,lFFA,0.20634677217701572,0.025541765382064312,-0.17972753843918662,0.42080296008526474,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
infant,lA1,0.1864004519967682,0.025580647882289437,-0.15763290130187854,0.42268961737771593,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
infant,lEVC,0.3255964867144482,0.018905452762327794,0.06160673020165771,0.4708181446676807,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
infant,rLOC,-0.05157963926243839,0.02126414233097218,-0.31782674297179686,0.20995290987206497,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
infant,rFFA,0.2644489149619926,0.03074496425222556,-0.11493778379755112,0.5357826893379755,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
infant,rA1,-0.13375490879755692,0.020232362820737666,-0.32191401367225453,0.12916809400491122,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
infant,rEVC,0.2702189252082006,0.016146279412433802,0.08797818608368077,0.45797400551387624,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
adult,LOC,0.36007886724760174,0.012434377250638355,0.21948005414480096,0.4865198629121794,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
adult,FFA,0.31052026126182325,0.01361427263323259,0.20279812320885543,0.41719997813443194,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
adult,A1,0.29716165291079616,0.02841403306026696,0.026424543154849177,0.5575161792770141,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
adult,EVC,0.29529848567697525,0.010831497589285225,0.17034374374801303,0.3967230805195243,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
adult,lLOC,0.27509419075766933,0.015395850138945512,0.10738752223091247,0.41602421064191175,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
adult,lFFA,0.17026139540947016,0.017519865536261735,-0.04322596586521506,0.35607499487203786,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
adult,lA1,0.2519667445821441,0.030554537548791273,-0.07570043008264922,0.5244515815242616,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
adult,lEVC,0.3517363049295285,0.009072895446652162,0.2184218268476082,0.4353294599407062,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
adult,rLOC,0.3884494389422241,0.014618394543945047,0.1760645886100476,0.5390931431135132,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
adult,rFFA,0.38108164146031065,0.012882762119319822,0.19930833018966368,0.5014941917037835,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
adult,rA1,0.2802661754927389,0.023563417704917194,-0.013864909476629647,0.4932118777085435,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
adult,rEVC,0.24900745392740192,0.008495732585674994,0.16666688160730592,0.33732629140756065,cornet_z_sl,imagenet_noface,imagenet_noface,V1,pIT
