LOC,FFA,A1,EVC,infant_LOC,infant_FFA,infant_A1,infant_EVC,adult_LOC,adult_FFA,adult_A1,adult_EVC
,,,,-0.10208959662278504,0.3143142427992292,0.008398628797547979,0.3586456228540687,0.3418161165305346,0.2064901031654208,-0.36891573908398273,0.3896563332354192
,,,,-0.09051998540138377,0.3693052117605371,-0.13928797653019917,0.3313147492722602,0.24026892001752856,-0.14245704385529404,-0.07702821752954367,0.5237950697434116
,,,,-0.11423684315723803,0.15512625967850105,0.2466614375811801,0.45957213877104286,0.3971522572162249,0.12869595038520779,-0.17670561317822603,0.3979171503499307
,,,,0.2674905268959898,0.04085180888092176,0.2702901579460573,0.4817828009661077,0.27182436779198127,0.1473799362148953,0.12202672682243325,0.6374268743631927
,,,,0.34639603901009935,-0.14362197508047467,-0.1925147694720796,0.2016852724515728,0.15525937856393002,-0.11035875556795863,-0.03821288278395303,0.4595177307309423
,,,,0.13261359302978834,0.02816546941834149,0.03950322952922617,0.07605082409038975,0.4212867201749022,-0.09481915561770057,0.18521415567564686,0.6992540030856182
,,,,-0.21314271880785304,0.1440846301187179,0.1407408715845298,0.22009428973259054,0.3798722854835834,0.04746401539843856,0.02650118340975105,0.28154401375539234
,,,,0.21794420047664542,-0.3887973928698397,0.06902815190923635,0.310804721224061,0.2562976843982691,0.4126257302749333,-0.08762587508495125,0.5332336868471332
,,,,0.047804251029888195,0.22495678615875428,-0.39479654834605127,0.36715787145020173,0.17242694804320513,-0.14756813641049368,0.07589729580524232,0.4992513852099486
,,,,0.003954823107839396,0.15547618989149012,-0.19031621589663175,0.3790258835075488,0.34798338005702434,0.1429421361646414,-0.09786072066761115,0.6559485155882071
,,,,0.4220186857400999,0.31525780953907173,0.034911273964701624,0.4116352397310949,0.3944888361451891,-0.0765159563154283,-0.19145620214088577,0.38372959592491185
,,,,0.1381623658899925,0.022843198854169227,0.20113435036235244,0.5647721148526896,0.48133553215105895,0.4492599021668404,0.2949974408802595,0.6558459726904988
,,,,0.06705076487048198,0.11865122819147823,0.07446718818875922,0.40756565027107194,0.2811120477870611,0.23580205929163375,-0.16984051937814187,0.41369705752295943
,,,,0.08608850087150223,-0.041363015345097044,0.024197644298169473,0.5286774138561683,0.28055799148028937,-0.027004283178514478,0.11211288606615673,0.5746535501871873
,,,,-0.02514842258189859,0.22664259869286887,0.12709974910754163,0.42712077168559753,0.0038501590208720915,0.07860042388288704,-0.1583458222093634,0.6776700931763485
,,,,0.06983184687674061,-0.32137834057293485,0.3722050264098061,0.30222494426751956,0.159000162852237,0.23657337673865722,-0.12427545552447432,0.6804868849770884
,,,,0.17210688206912536,-0.1192137121617884,0.2811720234041473,0.22291415669543446,0.4061104542047562,0.03311777346462931,-0.16125200638906093,0.4311813632714895
,,,,0.12801622350420472,-0.17105016340592893,-0.049294676359113096,0.37201923190634745,0.25974384072151135,0.1615076865642117,0.0418237482065465,0.5560613931127691
,,,,0.14678913109254627,0.27647201739643723,0.5450550263126493,0.17544241534246716,0.3616543836813714,0.09845181008174089,-0.05295479077868995,0.63667383545989
,,,,0.020736360602860143,-0.1629002514485856,0.511035477176184,0.2033000952653401,0.4934829601999062,0.284722796130096,0.4121328603315675,0.7012186714138471
,,,,-0.09703163557796653,0.4157822090973484,0.10410403080263297,0.40896440598228895,0.281755802878916,-0.0165175642946039,-0.10478669473476919,0.45500602709121996
,,,,0.3514205823644018,0.3556596207654003,0.20080412926529406,0.5485853904467697,0.371833025183274,0.28104042304664034,-0.38373810751765164,0.6249376707300304
,,,,-0.15025115369698605,0.19271724940864027,-0.14187899633809703,0.2856150611059476,0.21177449572865994,-0.16145586670858975,-0.04004422909104626,0.3652353591764341
