age,roi,corr,se,ci_low,ci_high,architecture,train_type1,train_type2,layer1,layer2
infant,LOC,0.011087662612910807,0.018320352668460643,-0.17965186238563643,0.2565292044988471,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
infant,FFA,0.11623868844855405,0.028407753606066528,-0.27254948204394736,0.40384941787355577,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
infant,A1,0.013377705981387567,0.021312016333612297,-0.19841150358124643,0.24956462625981085,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
infant,EVC,0.19514580505607879,0.02224234458201674,-0.07942225985791543,0.42233282929433547,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
infant,lLOC,-0.02278308972409233,0.017845147613333574,-0.2323770665502051,0.19160873315830904,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
infant,lFFA,-0.039193606366292426,0.018185181627237926,-0.3040947436961644,0.1972377355179673,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
infant,lA1,0.059474226945615404,0.02207222884149725,-0.20752897999739345,0.2758723260311061,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
infant,lEVC,0.11589871432592902,0.025734663807688886,-0.2014350656498571,0.3464548516450461,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
infant,rLOC,-0.023044845202904066,0.025632695986947618,-0.3419718477994847,0.26234411670445806,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
infant,rFFA,0.13402812205809694,0.02431342217452882,-0.19525294863021736,0.41714778796108215,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
infant,rA1,-0.10812934414787016,0.02322305677570249,-0.35802207925364216,0.21593557636467003,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
infant,rEVC,0.217269359032462,0.02122942326530531,-0.019430427541363128,0.4422036536878035,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
adult,LOC,0.4046993241762851,0.01370568399479779,0.26403726378557174,0.5406420154591748,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
adult,FFA,0.507730026614932,0.014174246584573313,0.2911665015740093,0.6044671518195464,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
adult,A1,0.16857514124777176,0.02059678565857438,-0.0978014674047818,0.34308942297817063,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
adult,EVC,0.5792896553486638,0.018492559939102943,0.3095902150213201,0.7390056057670804,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
adult,lLOC,0.44223310106583247,0.014329163102975422,0.25293739858259934,0.5574605719392332,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
adult,lFFA,0.4387604262745785,0.01485227437585568,0.27217386480660666,0.5860785930557864,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
adult,lA1,0.15774767778500012,0.02077114080844181,-0.11069377134499633,0.36200629776557897,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
adult,lEVC,0.5792156172470008,0.01628626518798024,0.3373021310380257,0.6987431405702668,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
adult,rLOC,0.39530129781441287,0.013957160036623721,0.22033263697265346,0.5370140736106368,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
adult,rFFA,0.5034429459662886,0.012142910547448873,0.32826164274175623,0.5753952751848527,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
adult,rA1,0.1329063492426908,0.02012639542006243,-0.1327449768343082,0.3190394787954227,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
adult,rEVC,0.486439287647349,0.016240104659006833,0.29060220615169713,0.6723479368820042,cornet_z_sl,imagenet_noface,imagenet_noface,decoder,aIT
