age,roi,corr,se,ci_low,ci_high,architecture,train_type,layer
5,LOC,0.07135572936506583,0.01097753772298107,-0.09015042711731462,0.17724231102597177,cornet_z_sl,imagenet_vggface,decoder
5,FFA,0.18146025819190154,0.01630567003389854,-0.022288611066058044,0.30727571652426816,cornet_z_sl,imagenet_vggface,decoder
5,A1,0.20630813266346099,0.01045553965099224,0.1016462367823824,0.32852084272929977,cornet_z_sl,imagenet_vggface,decoder
5,EVC,0.16984839033488705,0.01993948311573649,-0.09528950544813772,0.3276226752988122,cornet_z_sl,imagenet_vggface,decoder
6,LOC,-0.023697939719793816,0.012377935649391988,-0.1892410141176314,0.12089398561878972,cornet_z_sl,imagenet_vggface,decoder
6,FFA,0.024387289620543973,0.012211832834418259,-0.13780642635012014,0.15313388254386412,cornet_z_sl,imagenet_vggface,decoder
6,A1,0.057850803467076856,0.00704217952901706,-0.02380015133878988,0.12293622982594399,cornet_z_sl,imagenet_vggface,decoder
6,EVC,-0.027564088623872128,0.01676174507459079,-0.30239646171956636,0.11996050415983564,cornet_z_sl,imagenet_vggface,decoder
7,LOC,0.07949645357363594,0.010955316039745594,-0.029228776839207896,0.2160153916821134,cornet_z_sl,imagenet_vggface,decoder
7,FFA,0.18844499413470278,0.013515369064211323,-0.006295393687572565,0.3076248552119108,cornet_z_sl,imagenet_vggface,decoder
7,A1,0.13841293595100465,0.011136550052736642,0.011914351444781998,0.25204488527762653,cornet_z_sl,imagenet_vggface,decoder
7,EVC,0.21104719582406056,0.012733808333812527,0.051050136243202406,0.32927984447281383,cornet_z_sl,imagenet_vggface,decoder
18,LOC,0.11285337568711645,0.011168500276195115,-0.02604093041261771,0.22543697111949046,cornet_z_sl,imagenet_vggface,decoder
18,FFA,0.3575291669392696,0.010736326798633872,0.1911986433078199,0.4441611325226939,cornet_z_sl,imagenet_vggface,decoder
18,A1,0.07043106707313465,0.006400252204025875,-0.0026661548361547223,0.1423726052742955,cornet_z_sl,imagenet_vggface,decoder
18,EVC,0.21301953362854562,0.015249324935272226,0.014846656820719872,0.3281154934632943,cornet_z_sl,imagenet_vggface,decoder
