age,roi,corr,se,ci_low,ci_high,architecture,train_type,layer
infant,FFA,0.19148175978827853,0.12345682174877405,-0.021995113431340377,0.505060626504971,cornet_z_sl,imagenet_noface,V2
infant,A1,0.02505336742781943,0.07730320966987196,-0.11282045924672342,0.2329312591653341,cornet_z_sl,imagenet_noface,V2
adult,FFA,0.1541344239874083,0.06973401290711774,-0.005070840340037679,0.3203455994740096,cornet_z_sl,imagenet_noface,V2
adult,A1,0.19739386320641641,0.073694231576058,0.09479427161613757,0.3777196852090328,cornet_z_sl,imagenet_noface,V2
