age,roi,corr,se,ci_low,ci_high,architecture,train_type,layer
5,LOC,0.05497860351062982,0.016002054874633055,-0.13140656388517025,0.22614413106661996,cornet_z_sl,random,V4
5,FFA,0.01013583206722418,0.011920555243951178,-0.0921096321872925,0.12789647331563472,cornet_z_sl,random,V4
5,A1,0.08365341315398296,0.015483789226840976,-0.10441102122132896,0.23194526862265283,cornet_z_sl,random,V4
5,EVC,0.11825591686153258,0.017688970920806804,-0.06071330857578156,0.31767617984122304,cornet_z_sl,random,V4
6,LOC,0.18020261072084398,0.01774341173032889,-0.017037975746624218,0.32510485714334314,cornet_z_sl,random,V4
6,FFA,0.02080532915705004,0.013144962976437627,-0.1371426576453002,0.1366873267790881,cornet_z_sl,random,V4
6,A1,0.18705256758629532,0.005044172525664986,0.1337057953675234,0.2388436026098971,cornet_z_sl,random,V4
6,EVC,0.025756215750120326,0.015891670442007136,-0.17264191382268199,0.17400403683411622,cornet_z_sl,random,V4
7,LOC,0.2811892631739004,0.019293579174579623,-0.027400736216406468,0.4351331029809989,cornet_z_sl,random,V4
7,FFA,0.20593737001136017,0.014145744199589472,0.022641071533751344,0.34822443960002164,cornet_z_sl,random,V4
7,A1,0.20747072478671363,0.008000094835595042,0.09644185317022885,0.28268535046844473,cornet_z_sl,random,V4
7,EVC,0.39591692567214204,0.010746817097775578,0.27471546159137583,0.4990399873338128,cornet_z_sl,random,V4
18,LOC,0.31733402237861486,0.011191567963152264,0.16507148121402324,0.396172930458937,cornet_z_sl,random,V4
18,FFA,0.1797784533237138,0.015046548483023819,0.021221779895027812,0.3077300287618986,cornet_z_sl,random,V4
18,A1,0.17852569652325317,0.006025829647208036,0.10384121147287474,0.24080175362062226,cornet_z_sl,random,V4
18,EVC,0.2151880703180889,0.010509179537334788,0.08058741461217406,0.32691208107197683,cornet_z_sl,random,V4
