age,roi,corr,se,ci_low,ci_high,architecture,train_type1,train_type2,layer1,layer2
infant,LOC,-0.0826156163655542,0.021515060797685025,-0.3361588318260047,0.16022835849537262,cornet_z_sl,imagenet_noface,vggface,decoder,V1
infant,FFA,0.15150431555239144,0.026780967098317485,-0.186722753591203,0.40474853478004,cornet_z_sl,imagenet_noface,vggface,decoder,V1
infant,A1,0.05538933429663364,0.024256190506248214,-0.19728217220054017,0.32227034377174885,cornet_z_sl,imagenet_noface,vggface,decoder,V1
infant,EVC,0.23183657174895775,0.016519393535799367,0.04027487633220109,0.4004767239554765,cornet_z_sl,imagenet_noface,vggface,decoder,V1
infant,lLOC,-0.054611014450148036,0.023442798015908876,-0.3300805192130079,0.18443863714960987,cornet_z_sl,imagenet_noface,vggface,decoder,V1
infant,lFFA,-0.05020008444854789,0.020101262821960102,-0.30231475486704057,0.18545101440396738,cornet_z_sl,imagenet_noface,vggface,decoder,V1
infant,lA1,0.1721936900522219,0.021772417287623365,-0.1084549899247558,0.32817081152280053,cornet_z_sl,imagenet_noface,vggface,decoder,V1
infant,lEVC,0.22659703768683467,0.018877256001071544,-0.008722762629960117,0.42307634970898006,cornet_z_sl,imagenet_noface,vggface,decoder,V1
infant,rLOC,-0.014124574442900757,0.02198586405017546,-0.26061982912343895,0.2651020616519973,cornet_z_sl,imagenet_noface,vggface,decoder,V1
infant,rFFA,0.22363314994574326,0.02443325833425249,-0.04283348795791047,0.48354872532715176,cornet_z_sl,imagenet_noface,vggface,decoder,V1
infant,rA1,-0.07660785744748552,0.017758721045768974,-0.2666434445193543,0.09722982545584997,cornet_z_sl,imagenet_noface,vggface,decoder,V1
infant,rEVC,0.22520759321190237,0.019730202206794955,-0.0066109022146543265,0.4519160747966539,cornet_z_sl,imagenet_noface,vggface,decoder,V1
adult,LOC,0.10790302454329329,0.015147876136038803,-0.07436976838919196,0.24695120260452016,cornet_z_sl,imagenet_noface,vggface,decoder,V1
adult,FFA,0.1404373401443899,0.016421926299124104,-0.13853550825875457,0.3050818096594818,cornet_z_sl,imagenet_noface,vggface,decoder,V1
adult,A1,0.014887088433597958,0.01525880606360214,-0.14977280217576422,0.17878156485833632,cornet_z_sl,imagenet_noface,vggface,decoder,V1
adult,EVC,0.46114573759770716,0.013436053721132529,0.2849698999099541,0.5891861290975691,cornet_z_sl,imagenet_noface,vggface,decoder,V1
adult,lLOC,0.005659664641894662,0.01725280235881291,-0.2095062268094225,0.18294038484005484,cornet_z_sl,imagenet_noface,vggface,decoder,V1
adult,lFFA,0.09698456379761673,0.012982281253581524,-0.09924545791744124,0.20896074336818266,cornet_z_sl,imagenet_noface,vggface,decoder,V1
adult,lA1,0.05905195329721122,0.021004837202179428,-0.1975836128099614,0.2791344211997134,cornet_z_sl,imagenet_noface,vggface,decoder,V1
adult,lEVC,0.4476998246777636,0.014447205270170679,0.2949677516601782,0.5883333203374308,cornet_z_sl,imagenet_noface,vggface,decoder,V1
adult,rLOC,0.07442420911889558,0.015914998634714413,-0.06853543146043622,0.24461315336098458,cornet_z_sl,imagenet_noface,vggface,decoder,V1
adult,rFFA,0.15848214633969637,0.0161782527668358,-0.10872049239062166,0.2972631179386218,cornet_z_sl,imagenet_noface,vggface,decoder,V1
adult,rA1,-0.04925187076356172,0.01345668228245469,-0.18438929563972828,0.10012500014452969,cornet_z_sl,imagenet_noface,vggface,decoder,V1
adult,rEVC,0.43707975113276426,0.011715761011503388,0.31667166943285274,0.5673246669333342,cornet_z_sl,imagenet_noface,vggface,decoder,V1
