age,roi,corr,se,ci_low,ci_high,architecture,train_type1,train_type2,layer1,layer2
infant,LOC,0.0814853880018976,0.025666152051994066,-0.19647476687743826,0.3306994206931168,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
infant,FFA,-0.021284549156532065,0.0244225933447686,-0.30821212937055353,0.21501182885240275,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
infant,A1,-0.07810598079676224,0.025113697562006702,-0.37076407113286286,0.20356589754336812,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
infant,EVC,0.09878834217317209,0.018768423651982488,-0.13346797970506372,0.28484622772021334,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
infant,lLOC,0.13227619032987376,0.02573380107449539,-0.16924328650047932,0.42321567920736636,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
infant,lFFA,0.0037549214952266553,0.022083453687147193,-0.25008764857024013,0.238043242329114,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
infant,lA1,0.049683176550406744,0.023998121900760595,-0.21396412394369013,0.3371108204544988,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
infant,lEVC,0.10228834536667371,0.02177975562093439,-0.15534957949070766,0.3156962946284396,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
infant,rLOC,-0.04603395022750521,0.023673168516574455,-0.2883093927296226,0.21673762311091324,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
infant,rFFA,-0.05797967130106363,0.024713793792659852,-0.3303424327827824,0.2047106759575632,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
infant,rA1,-0.0978334285411022,0.024023407161068377,-0.31775318471782016,0.17559125836042933,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
infant,rEVC,0.08347076499864381,0.016093273094417614,-0.1024666523201823,0.23314357198962843,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
adult,LOC,0.319775327653334,0.019858883147269763,0.0810849388373968,0.4841326176187442,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
adult,FFA,0.21990404103711256,0.0164007296571963,-0.013411975042991346,0.382309431898827,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
adult,A1,0.18676527922424338,0.024505007942339126,-0.1878137174590939,0.40359772432964175,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
adult,EVC,0.2930917537302371,0.013395634296191703,0.13291225461008976,0.4015048238666107,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
adult,lLOC,0.2709555059117761,0.02070942949404799,0.03198630496683743,0.47354411954948683,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
adult,lFFA,0.11913262486985295,0.021761414801972443,-0.2339862064949271,0.32937751504437957,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
adult,lA1,0.2205904801751423,0.02368618900764671,-0.07249461213890374,0.4430314751440807,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
adult,lEVC,0.2205894232496297,0.01750056092221967,-0.05055163761684434,0.3505599770673724,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
adult,rLOC,0.2770040766227621,0.014428724912883254,0.08439396752375729,0.4118671085950873,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
adult,rFFA,0.25659675706686597,0.013934227607870834,0.06429310800342597,0.38963569006362503,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
adult,rA1,0.11234963649639707,0.022960267431359628,-0.21441133243806323,0.31213398300093853,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
adult,rEVC,0.25109004841534616,0.014728019663753334,0.07028394113132765,0.40170387738965363,cornet_z_sl,imagenet_noface,vggface,pIT,aIT
