age,roi,corr,se,ci_low,ci_high,architecture,train_type,layer
infant,LOC,0.14303037296254995,0.02161602449234326,-0.09924781192817492,0.3453121554702433,cornet_z_sl,vggface_oneobject,V4
infant,FFA,0.27890412409671006,0.018244857353600413,0.07742407432184441,0.48179956688981335,cornet_z_sl,vggface_oneobject,V4
infant,A1,0.060297397066824396,0.027457998338091105,-0.26061778428206794,0.315002304972925,cornet_z_sl,vggface_oneobject,V4
infant,EVC,0.36227746406536104,0.020574052225522013,0.11954287599583786,0.5082574501218642,cornet_z_sl,vggface_oneobject,V4
infant,lLOC,0.18712690891252556,0.024387641092541632,-0.09912973491621038,0.4250103173767956,cornet_z_sl,vggface_oneobject,V4
infant,lFFA,0.2516157754986801,0.018353686672043144,0.0417696333585291,0.47470506433218,cornet_z_sl,vggface_oneobject,V4
infant,lA1,0.1773580767542142,0.029497242149162068,-0.17995588086938766,0.4513848016838796,cornet_z_sl,vggface_oneobject,V4
infant,lEVC,0.33790653113174246,0.022470806944391606,0.03958359685205492,0.5296473820739453,cornet_z_sl,vggface_oneobject,V4
infant,rLOC,0.07910306223396142,0.02261819618554445,-0.22645512662121733,0.282187430595726,cornet_z_sl,vggface_oneobject,V4
infant,rFFA,0.25439995267328447,0.01907130546005233,0.040026940976934634,0.48021131665245087,cornet_z_sl,vggface_oneobject,V4
infant,rA1,-0.06791409229645834,0.023272343065966837,-0.29544067762131276,0.24178800689262078,cornet_z_sl,vggface_oneobject,V4
infant,rEVC,0.32967256802371053,0.01856472339106783,0.09968908476384512,0.4865118537200422,cornet_z_sl,vggface_oneobject,V4
adult,LOC,0.5363789134477074,0.0132134662215394,0.37778601650714816,0.6434316670792223,cornet_z_sl,vggface_oneobject,V4
adult,FFA,0.41737717043143513,0.011730495885414069,0.29477314136262495,0.5058833675287863,cornet_z_sl,vggface_oneobject,V4
adult,A1,0.004773323228722974,0.02828277444791749,-0.39670169973740904,0.257804092240147,cornet_z_sl,vggface_oneobject,V4
adult,EVC,0.5342117696537334,0.01039635294960381,0.4067337165286185,0.6254123242304859,cornet_z_sl,vggface_oneobject,V4
adult,lLOC,0.5039923313446296,0.012235159667695266,0.37530394779798254,0.6396470553464689,cornet_z_sl,vggface_oneobject,V4
adult,lFFA,0.3799404923469089,0.0174401027436447,0.2627407572586106,0.49527079809630703,cornet_z_sl,vggface_oneobject,V4
adult,lA1,0.06410035346274721,0.029331817805061784,-0.4182766079051942,0.3300063268071602,cornet_z_sl,vggface_oneobject,V4
adult,lEVC,0.41571796204091677,0.009092221483210355,0.30052336773746546,0.5117698887291753,cornet_z_sl,vggface_oneobject,V4
adult,rLOC,0.42808431580654455,0.015589193111143096,0.23956957878361912,0.5700253939384394,cornet_z_sl,vggface_oneobject,V4
adult,rFFA,0.40494202915690375,0.012583556665971177,0.23486523200462472,0.5180890929632708,cornet_z_sl,vggface_oneobject,V4
adult,rA1,-0.06431293309582704,0.023917765375303247,-0.42133320105541067,0.18548272043657194,cornet_z_sl,vggface_oneobject,V4
adult,rEVC,0.5578563823549847,0.008398159539432307,0.4517546561143291,0.6500862243890392,cornet_z_sl,vggface_oneobject,V4
