age,roi,corr,se,ci_low,ci_high,architecture,train_type,layer
5,LOC,0.07781273393289917,0.014511477456500825,-0.10871536111343873,0.2565319627857798,cornet_z_sl,vggface_oneobject,V1
5,FFA,0.08466167173566723,0.010860430892485578,-0.03145918011039379,0.1961590368098122,cornet_z_sl,vggface_oneobject,V1
5,A1,0.06322659807780673,0.01131959082172259,-0.09676412522308832,0.17067973400626266,cornet_z_sl,vggface_oneobject,V1
5,EVC,0.06351410503484181,0.015340102710992183,-0.09982940618907263,0.22201918233547294,cornet_z_sl,vggface_oneobject,V1
6,LOC,0.30625382031469195,0.01150163183785732,0.18220142276961712,0.41748071143342114,cornet_z_sl,vggface_oneobject,V1
6,FFA,0.04089708741763396,0.010697416024721318,-0.08877274043414185,0.14432717912030912,cornet_z_sl,vggface_oneobject,V1
6,A1,0.07003057812529176,0.008637180257784201,-0.04186370928385612,0.1499397526461002,cornet_z_sl,vggface_oneobject,V1
6,EVC,0.08144564407834938,0.011627502616757393,-0.08036008664433673,0.1976742917385109,cornet_z_sl,vggface_oneobject,V1
7,LOC,0.12380141926526893,0.012556969274209944,-0.03448995255898539,0.2459452065815897,cornet_z_sl,vggface_oneobject,V1
7,FFA,0.16003359478920928,0.011612470827272594,-0.010184321693684068,0.27591371039707796,cornet_z_sl,vggface_oneobject,V1
7,A1,0.12336548260166108,0.012741234502653765,-0.03396954150133462,0.25669987691219776,cornet_z_sl,vggface_oneobject,V1
7,EVC,0.22501192056763808,0.01721108374771052,-0.03729094645618521,0.378540376745542,cornet_z_sl,vggface_oneobject,V1
18,LOC,0.3156055115402908,0.01100590362678798,0.17722951676956542,0.42233819823967705,cornet_z_sl,vggface_oneobject,V1
18,FFA,0.28329383868704594,0.00909258343778938,0.18005407832962783,0.3844725018239582,cornet_z_sl,vggface_oneobject,V1
18,A1,0.33502102654579025,0.005887916873530021,0.27858561748160066,0.4078408976914308,cornet_z_sl,vggface_oneobject,V1
18,EVC,0.2658265981902901,0.013879980254003778,0.08197404390075406,0.3799488044589621,cornet_z_sl,vggface_oneobject,V1
