LOC,FFA,A1,EVC
0.49161237974563526,0.5839628934012625,0.4581741340479359,0.13140969841598307
0.3838976889811702,0.2817908292706222,0.022965868083200915,0.5350512283822596
0.5605512446812982,0.4712253147895508,-0.09079892763331161,0.146009482871676
0.2409530583222059,0.2611106502643102,0.09189195531356047,0.5646472423489065
0.4106852296072851,0.6170345098851123,0.1315728261149788,0.29702525578437733
0.257921314772606,0.27135266008878584,0.11431087789017516,0.3336049725148568
-0.10902670952160176,-0.27052027353838287,0.46659953256300063,0.26867378530126973
0.35188278216537516,0.18807667250714324,0.03936476930382383,0.2723360389145494
-0.1568138538226302,0.6098333474596879,0.25226379915963965,0.09693099582860036
0.19288167687246308,0.3320806170537643,0.03109813800195922,0.4595906210339475
-0.0642600755349603,0.6194863180333811,-0.47229124569010555,0.1705191438914367
0.27624584855010287,0.2840312928734392,-0.02463493106268454,0.4784374340691249
0.5436123262171494,0.44822290051065244,0.1971310692035393,0.38650493620916504
0.21748052508053375,0.2949183295212114,0.07873316671191666,0.33329224719545764
0.08501636020398205,0.4520049374415736,0.36352601520452466,0.15830459194344085
0.2949031312912297,0.2801583002607666,0.032182082501887324,0.5544172012081636
0.6156387859298476,0.5942099345004899,-0.23874062021753367,0.025882189001420183
0.35696674147488877,0.3431514812622511,-0.07457697073290795,0.28479205883571146
0.41694994811985314,-0.16110605882280368,0.01970019459517835,0.3210849934293532
0.3106365239507083,0.3093865405044857,0.032862940348331156,0.37312185162835193
0.3597619786573049,0.5584430912043106,0.3988856650812249,0.12279826982450547
0.24238517310863888,0.29361247042359434,0.03348477495519199,0.4944938043631783
-0.14582967071459554,0.46868174558396497,0.5565888567796599,0.18167060972072901
0.23069314406125285,0.37615022566626977,0.03805441863744471,0.4601801790611866
0.49561004450395674,0.6233150809516637,0.035495043662628185,0.31670610985052894
0.3129467545635169,0.41507983479492977,0.22273155052737542,0.3749641866631283
0.5593057032451128,0.5802461979154714,-0.14955722087919895,0.07377719703863218
0.25956442558231224,0.1766722452575153,0.1794728801966319,0.42968739567770403
0.5376425123690425,0.5093221720292412,0.5156228888382318,0.3271482440799881
0.3748343819439182,0.2824680692595691,0.015575337269820527,0.3227339653059317
0.49636262279869864,0.5480870942508546,0.43400252941175077,0.32649134281474146
0.23889669693467727,0.413469577689812,0.037227630906436875,0.22784306969896667
0.4648089667386784,0.4880601527819623,0.023876078364595,0.2946294802776013
0.317276423184879,0.30824590273490493,-0.004461658849799046,0.26312202020215586
0.44335597373450986,-0.24340801319860478,-0.009975351098783893,0.013613182695069294
0.3398310658437168,0.2324982738352001,0.2066753777796616,0.34492184073710414
0.5261512312415696,0.6437787190439008,0.442002550550502,0.14259697421136966
0.24113473093188625,0.3243341544783033,0.05755048468811509,0.4037833763695327
-0.07436354445344179,-0.22590009477627632,-0.31152597184200026,0.12994857158572604
0.25440402140590007,0.12709129994363128,-0.09353821648377082,0.41688643151235577
0.5467639773047387,0.48453833543551933,0.2020942669033897,0.3576756535370388
0.2982134078830465,0.4228242407859345,0.3280444886168079,0.28584460131570705
0.511570952808131,0.5514995449122477,0.4562708439427758,0.2634959918988454
0.33572567819877,0.3648646240268984,0.02633483815777566,0.28224087175391843
0.4947399397250293,-0.17118956895466733,0.043307805308974545,0.3185252103831142
0.36265204993793043,0.29124647159080075,0.19627600843732024,0.3105916003092943
0.5328942020525371,0.4773874287846743,0.38770036271696595,0.16025326401421425
