age,roi,corr,se,ci_low,ci_high,architecture,train_type1,train_type2,layer1,layer2
infant,LOC,-0.02973561823192816,0.021669673040068817,-0.31920404952236203,0.18251941613457823,cornet_z_sl,imagenet_noface,vggface,aIT,V1
infant,FFA,0.17943562840097083,0.014948505879605578,0.02673539050641211,0.3411721666782591,cornet_z_sl,imagenet_noface,vggface,aIT,V1
infant,A1,-0.026796396857589236,0.025410533807776473,-0.30977956271826457,0.2681396690573638,cornet_z_sl,imagenet_noface,vggface,aIT,V1
infant,EVC,0.24841382092512618,0.02064281803133019,0.0003440739012811819,0.4329685691966483,cornet_z_sl,imagenet_noface,vggface,aIT,V1
infant,lLOC,0.07669857435466862,0.0230987347185594,-0.21475842264419842,0.3239404288801106,cornet_z_sl,imagenet_noface,vggface,aIT,V1
infant,lFFA,0.04617551141716966,0.017879371903076962,-0.16256202884861573,0.23574577103879557,cornet_z_sl,imagenet_noface,vggface,aIT,V1
infant,lA1,0.09235915552904107,0.025859689040053105,-0.22674176491584874,0.3396588609468336,cornet_z_sl,imagenet_noface,vggface,aIT,V1
infant,lEVC,0.23765194661792552,0.020641507769225537,0.026684285459032345,0.41983266390032814,cornet_z_sl,imagenet_noface,vggface,aIT,V1
infant,rLOC,0.01598566699627492,0.023065328806838765,-0.28754738219788184,0.2515343282352826,cornet_z_sl,imagenet_noface,vggface,aIT,V1
infant,rFFA,0.22865955567259325,0.015414128506081362,0.0701930951271244,0.4102501601476125,cornet_z_sl,imagenet_noface,vggface,aIT,V1
infant,rA1,-0.046820806583782744,0.023639130669416378,-0.31892409238031183,0.24367445096933632,cornet_z_sl,imagenet_noface,vggface,aIT,V1
infant,rEVC,0.2298746382989387,0.019413345045629332,-0.0016410040552623274,0.40916183557897245,cornet_z_sl,imagenet_noface,vggface,aIT,V1
adult,LOC,0.33566972865647615,0.007773848627053223,0.27269525125414057,0.39986544768952453,cornet_z_sl,imagenet_noface,vggface,aIT,V1
adult,FFA,0.24657710023216572,0.015410258664785561,0.02730978582712144,0.3763261738989803,cornet_z_sl,imagenet_noface,vggface,aIT,V1
adult,A1,-0.11516957507164342,0.018632471964369512,-0.33713786566970794,0.08265627209603403,cornet_z_sl,imagenet_noface,vggface,aIT,V1
adult,EVC,0.44597165771913694,0.010608923319856358,0.3438905726610556,0.5486784948764171,cornet_z_sl,imagenet_noface,vggface,aIT,V1
adult,lLOC,0.2786888197390009,0.013149390821608247,0.04359554597805184,0.3641482039535923,cornet_z_sl,imagenet_noface,vggface,aIT,V1
adult,lFFA,0.21061289827515456,0.018602717881011303,-0.018849682396754528,0.37337643139712157,cornet_z_sl,imagenet_noface,vggface,aIT,V1
adult,lA1,-0.05265709728147175,0.0172540209929574,-0.28245374658133915,0.11123480513236914,cornet_z_sl,imagenet_noface,vggface,aIT,V1
adult,lEVC,0.4658249789489045,0.006598569114237634,0.37580040170183365,0.5271802270037514,cornet_z_sl,imagenet_noface,vggface,aIT,V1
adult,rLOC,0.33887769049332483,0.008992605758967761,0.2547097890590781,0.40747998338707736,cornet_z_sl,imagenet_noface,vggface,aIT,V1
adult,rFFA,0.22323796979930355,0.01754985593865023,0.024252789742297186,0.3694294191275972,cornet_z_sl,imagenet_noface,vggface,aIT,V1
adult,rA1,-0.146602351841835,0.019897118960193395,-0.36851413117016774,0.083022645284319,cornet_z_sl,imagenet_noface,vggface,aIT,V1
adult,rEVC,0.36257236788404923,0.01159397975506359,0.2349948846936512,0.49130174396335957,cornet_z_sl,imagenet_noface,vggface,aIT,V1
