age,roi,corr,seed_age,seed_roi,se
infant,LOC,0.3177100005397232,adult,LOC,0.023777320466630968
infant,FFA,0.3105458469285076,adult,LOC,0.018448579557066462
infant,A1,0.1730974674820463,adult,LOC,0.019171141682131517
infant,EVC,0.561657628111191,adult,LOC,0.013281087383510744
infant,lLOC,0.36878002066372684,adult,LOC,0.01971338123150702
infant,lFFA,0.24276329535570396,adult,LOC,0.020884675492196716
infant,lA1,0.16468518302417706,adult,LOC,0.01836681338661271
infant,lEVC,0.5340790952799332,adult,LOC,0.013156801472410665
infant,rLOC,0.3208906591578754,adult,LOC,0.02070696803388374
infant,rFFA,0.26387179010905537,adult,LOC,0.023726216947878114
infant,rA1,0.11927077377709225,adult,LOC,0.02228298504030756
infant,rEVC,0.568108471809612,adult,LOC,0.012794490205988177
adult,LOC,0.9207364531888709,adult,LOC,0.0034330589220854385
adult,FFA,0.8166192622113311,adult,LOC,0.008529474963364913
adult,A1,0.6145525920990249,adult,LOC,0.00886527510176532
adult,EVC,0.9035244397638997,adult,LOC,0.0025813368571676837
adult,lLOC,0.9215927962677279,adult,LOC,0.004992471288372016
adult,lFFA,0.7938158629310534,adult,LOC,0.0062293058115166985
adult,lA1,0.5815437108484155,adult,LOC,0.014668730418375374
adult,lEVC,0.9033305665634368,adult,LOC,0.0039418547117591836
adult,rLOC,0.8944731692080733,adult,LOC,0.004215957489260339
adult,rFFA,0.7801406703106336,adult,LOC,0.010513287371233901
adult,rA1,0.5910049134509385,adult,LOC,0.013892626160309002
adult,rEVC,0.8726985846405592,adult,LOC,0.005168416237715974
infant,LOC,0.42991167172848366,adult,FFA,0.019554358220121432
infant,FFA,0.4299960101251744,adult,FFA,0.014553537826735812
infant,A1,0.16511066838848157,adult,FFA,0.02329361888143028
infant,EVC,0.5554093238073745,adult,FFA,0.01315883878727578
infant,lLOC,0.41194327339380665,adult,FFA,0.019041984650796387
infant,lFFA,0.3448755469599907,adult,FFA,0.022485924944276026
infant,lA1,0.1748324876281754,adult,FFA,0.02697725012141417
infant,lEVC,0.5338961611866256,adult,FFA,0.0213924933457268
infant,rLOC,0.34432203248309334,adult,FFA,0.02038679667951912
infant,rFFA,0.38907617634656766,adult,FFA,0.014793791726680551
infant,rA1,0.04809982219755272,adult,FFA,0.02246874719814881
infant,rEVC,0.5481923942062238,adult,FFA,0.015159923167397539
adult,LOC,0.8468479101694804,adult,FFA,0.004712417078218754
adult,FFA,0.8298096617108375,adult,FFA,0.00535599814818176
adult,A1,0.7129030830876647,adult,FFA,0.013067673488848637
adult,EVC,0.8421766368005204,adult,FFA,0.004649534334869638
adult,lLOC,0.85063925799777,adult,FFA,0.007218996057777814
adult,lFFA,0.8358749075837713,adult,FFA,0.007694707932551214
adult,lA1,0.6919918432508604,adult,FFA,0.009548678176151399
adult,lEVC,0.8395248024789279,adult,FFA,0.003541733800139288
adult,rLOC,0.8255982580657861,adult,FFA,0.007475854837083872
adult,rFFA,0.8062851987839913,adult,FFA,0.008301818662851993
adult,rA1,0.7119617615935254,adult,FFA,0.009324804480146918
adult,rEVC,0.8192826298917051,adult,FFA,0.005237313082783314
infant,LOC,0.38218454745125063,adult,A1,0.02274099506944347
infant,FFA,0.3820416521991169,adult,A1,0.021177236790973792
infant,A1,0.1961467340168372,adult,A1,0.02001436679800851
infant,EVC,0.5461041056663025,adult,A1,0.015043841457023801
infant,lLOC,0.371302516794805,adult,A1,0.019713329810000013
infant,lFFA,0.2585449111963926,adult,A1,0.01664050836918548
infant,lA1,0.18567445244746167,adult,A1,0.022491164114784603
infant,lEVC,0.5237147818625603,adult,A1,0.0163190978308665
infant,rLOC,0.35176291812325333,adult,A1,0.028234675293170364
infant,rFFA,0.37117972239727615,adult,A1,0.019536130797239447
infant,rA1,0.059816330035925805,adult,A1,0.014166426996767395
infant,rEVC,0.5509574954844791,adult,A1,0.012704581310789262
adult,LOC,0.8065686980004063,adult,A1,0.006126808028419758
adult,FFA,0.7363442828113639,adult,A1,0.00780067096491661
adult,A1,0.7419192116616793,adult,A1,0.012988423195777709
adult,EVC,0.8064944433097102,adult,A1,0.004420474983675451
adult,lLOC,0.8184505860074788,adult,A1,0.005168312311431525
adult,lFFA,0.7584843562312283,adult,A1,0.007926569308636057
adult,lA1,0.7311876894649719,adult,A1,0.012112104087838868
adult,lEVC,0.8021770500355829,adult,A1,0.0032802772215420055
adult,rLOC,0.7849685338151712,adult,A1,0.00864086331577101
adult,rFFA,0.6872806555175313,adult,A1,0.008680267054436676
adult,rA1,0.7320746091644195,adult,A1,0.012614175935769795
adult,rEVC,0.7706829179550154,adult,A1,0.005807548357668449
infant,LOC,0.280567513713318,adult,EVC,0.017607587275968836
infant,FFA,0.13577436282248662,adult,EVC,0.015268978971716524
infant,A1,0.08149281029873931,adult,EVC,0.018320231520863452
infant,EVC,0.4818327501590898,adult,EVC,0.012273781780978817
infant,lLOC,0.261847343699165,adult,EVC,0.01790363486706072
infant,lFFA,0.07506319872845625,adult,EVC,0.020817917523726213
infant,lA1,0.07395398841238279,adult,EVC,0.022503609521584155
infant,lEVC,0.43868305814749053,adult,EVC,0.009519617592252434
infant,rLOC,0.20044641612562106,adult,EVC,0.02487327775191438
infant,rFFA,0.10126754763335026,adult,EVC,0.017701414426715772
infant,rA1,-0.006313043796855952,adult,EVC,0.01824595143052696
infant,rEVC,0.4852435498331425,adult,EVC,0.01184737524698648
adult,LOC,0.6302587186829852,adult,EVC,0.008130496162345947
adult,FFA,0.5066549242094666,adult,EVC,0.009430639550248832
adult,A1,0.39637027207470277,adult,EVC,0.016685669304084726
adult,EVC,0.9558861112122781,adult,EVC,0.00218331560928486
adult,lLOC,0.661688996890974,adult,EVC,0.006664887067923416
adult,lFFA,0.5177762882484946,adult,EVC,0.012041495039086261
adult,lA1,0.4322336313346556,adult,EVC,0.01441646525122181
adult,lEVC,0.9555591608510206,adult,EVC,0.001936013839967339
adult,rLOC,0.6118542974276888,adult,EVC,0.006322646256780898
adult,rFFA,0.4513636590015212,adult,EVC,0.012108875219017282
adult,rA1,0.36706943209077625,adult,EVC,0.01338883195624713
adult,rEVC,0.9387640992866793,adult,EVC,0.002264530267983937
infant,LOC,0.3657062931914172,adult,lLOC,0.016102276403186157
infant,FFA,0.23485402392411023,adult,lLOC,0.020525103993500545
infant,A1,0.062001377491042994,adult,lLOC,0.014954579824265077
infant,EVC,0.5029749237101186,adult,lLOC,0.012005671509825405
infant,lLOC,0.3872761053027017,adult,lLOC,0.011191271067307326
infant,lFFA,0.22417972504615596,adult,lLOC,0.021300685407429285
infant,lA1,0.01221660291479774,adult,lLOC,0.02308923887393834
infant,lEVC,0.5055239028581802,adult,lLOC,0.01421696209664783
infant,rLOC,0.28081358874674683,adult,lLOC,0.018725241540809137
infant,rFFA,0.17056396393616505,adult,lLOC,0.014858888350842512
infant,rA1,0.01248253413675146,adult,lLOC,0.02055817772591897
infant,rEVC,0.4723034361519155,adult,lLOC,0.009448377695547627
adult,LOC,0.9105531103299909,adult,lLOC,0.00519474616701774
adult,FFA,0.7674802296280133,adult,lLOC,0.007100714177377724
adult,A1,0.5567108190267215,adult,lLOC,0.01239451574441764
adult,EVC,0.8958106894752863,adult,lLOC,0.003150039292181494
adult,lLOC,0.9400078580983118,adult,lLOC,0.0033863914269335878
adult,lFFA,0.7965116343289707,adult,lLOC,0.007010307040480645
adult,lA1,0.5440079558984718,adult,lLOC,0.012771316577277213
adult,lEVC,0.9160992007562596,adult,lLOC,0.0032252700886383264
adult,rLOC,0.8365330677587988,adult,lLOC,0.00854158770324909
adult,rFFA,0.7389664055458975,adult,lLOC,0.010105140441717812
adult,rA1,0.5776795653912827,adult,lLOC,0.012680908631307676
adult,rEVC,0.8519927326173203,adult,lLOC,0.005137948897182341
infant,LOC,0.3567122458687734,adult,lFFA,0.020638443911903035
infant,FFA,0.2992319664254973,adult,lFFA,0.0148909459169149
infant,A1,0.18464191112521833,adult,lFFA,0.025775253062732584
infant,EVC,0.5120929392215423,adult,lFFA,0.01611736059553725
infant,lLOC,0.3252273854468124,adult,lFFA,0.01805965798447498
infant,lFFA,0.27451376592695403,adult,lFFA,0.016510987673585484
infant,lA1,0.18864054620574702,adult,lFFA,0.018347746457654208
infant,lEVC,0.4734909736487755,adult,lFFA,0.010483417445365883
infant,rLOC,0.34507057605332553,adult,lFFA,0.023347286658272678
infant,rFFA,0.22224668095657107,adult,lFFA,0.01890785481193706
infant,rA1,0.05669544700155347,adult,lFFA,0.015864347733969768
infant,rEVC,0.5009997825481675,adult,lFFA,0.01637582046839043
adult,LOC,0.8543144839612618,adult,lFFA,0.005166907337494854
adult,FFA,0.8494968217015995,adult,lFFA,0.008288883005626793
adult,A1,0.6100119523037242,adult,lFFA,0.010951375085876524
adult,EVC,0.8047601853343584,adult,lFFA,0.004548511494025026
adult,lLOC,0.8667638144861755,adult,lFFA,0.0036272998891084714
adult,lFFA,0.869947896598188,adult,lFFA,0.006864427186188426
adult,lA1,0.5885847388250612,adult,lFFA,0.014023238456617513
adult,lEVC,0.8138620154447433,adult,lFFA,0.0036774250646704606
adult,rLOC,0.8197497612214688,adult,lFFA,0.006531411645796082
adult,rFFA,0.7737070629098789,adult,lFFA,0.007309304651932412
adult,rA1,0.6025024839763442,adult,lFFA,0.01465892234109664
adult,rEVC,0.773842262948083,adult,lFFA,0.005739633881674509
infant,LOC,0.4166773812990564,adult,lA1,0.02007008196148701
infant,FFA,0.4099942206789116,adult,lA1,0.02015131571712944
infant,A1,0.15704217234567333,adult,lA1,0.02132774093175383
infant,EVC,0.5277408735342,adult,lA1,0.015279357635096384
infant,lLOC,0.37616112891530645,adult,lA1,0.01427165270678661
infant,lFFA,0.2773370052897682,adult,lA1,0.018183008926081524
infant,lA1,0.16270891758051592,adult,lA1,0.024384912524711127
infant,lEVC,0.4804748042137229,adult,lA1,0.019450155299722757
infant,rLOC,0.33952287902760087,adult,lA1,0.029740258304949724
infant,rFFA,0.38767925225142646,adult,lA1,0.018215487529319764
infant,rA1,0.004471032183088695,adult,lA1,0.019072425427052352
infant,rEVC,0.5494342409787822,adult,lA1,0.010207389860625696
adult,LOC,0.7898583906345779,adult,lA1,0.004488882730577089
adult,FFA,0.71643650638439,adult,lA1,0.010439817795698832
adult,A1,0.7733995339819864,adult,lA1,0.010576872533307758
adult,EVC,0.752794778610706,adult,lA1,0.00616077888811365
adult,lLOC,0.8043988865218337,adult,lA1,0.005543586318615914
