age,roi,corr,architecture,train_type,layer,se
infant,LOC,0.7037994719455635,cornet_z_sl,imagenet_noface,aIT,0.011531483036678036
infant,FFA,0.6705658913333251,cornet_z_sl,imagenet_noface,aIT,0.00985256091129088
infant,A1,0.817110564768436,cornet_z_sl,imagenet_noface,aIT,0.006388368691663996
infant,EVC,0.6335258397924829,cornet_z_sl,imagenet_noface,aIT,0.014022726289352683
infant,lLOC,0.625892942426425,cornet_z_sl,imagenet_noface,aIT,0.014339972234498826
infant,lFFA,0.4576262256211624,cornet_z_sl,imagenet_noface,aIT,0.01893520632460978
infant,lA1,0.7992612512717262,cornet_z_sl,imagenet_noface,aIT,0.005023145822288973
infant,lEVC,0.49961940882482664,cornet_z_sl,imagenet_noface,aIT,0.015817941920082523
infant,rLOC,0.6598192611303515,cornet_z_sl,imagenet_noface,aIT,0.01784849971304995
infant,rFFA,0.6281352285742581,cornet_z_sl,imagenet_noface,aIT,0.01572060801650765
infant,rA1,0.7468039939460485,cornet_z_sl,imagenet_noface,aIT,0.010377107251216454
infant,rEVC,0.658611465350328,cornet_z_sl,imagenet_noface,aIT,0.01799946525193939
adult,LOC,0.8434549745861613,cornet_z_sl,imagenet_noface,aIT,0.0039820512939115075
adult,FFA,0.8359928723351258,cornet_z_sl,imagenet_noface,aIT,0.004396257837327104
adult,A1,0.7826957120710895,cornet_z_sl,imagenet_noface,aIT,0.01046381396757567
adult,EVC,0.8669015506752205,cornet_z_sl,imagenet_noface,aIT,0.005018611433899618
adult,lLOC,0.8243181770890805,cornet_z_sl,imagenet_noface,aIT,0.0074410262938626424
adult,lFFA,0.7917820395233778,cornet_z_sl,imagenet_noface,aIT,0.006533526960378739
adult,lA1,0.7787913476073858,cornet_z_sl,imagenet_noface,aIT,0.009800248294995557
adult,lEVC,0.8557543934702417,cornet_z_sl,imagenet_noface,aIT,0.003892349052555681
adult,rLOC,0.7931046482165265,cornet_z_sl,imagenet_noface,aIT,0.005649037107370803
adult,rFFA,0.8283403987695763,cornet_z_sl,imagenet_noface,aIT,0.006212964384203473
adult,rA1,0.7148753476016233,cornet_z_sl,imagenet_noface,aIT,0.0072786630482353926
adult,rEVC,0.8471739904882771,cornet_z_sl,imagenet_noface,aIT,0.005811363822590726
infant,LOC,0.7313609948675796,cornet_z_sl,imagenet_oneface,aIT,0.014534732725412758
infant,FFA,0.6543310112738314,cornet_z_sl,imagenet_oneface,aIT,0.010755861261407233
infant,A1,0.8277209166162269,cornet_z_sl,imagenet_oneface,aIT,0.005437865627813663
infant,EVC,0.6274741146738891,cornet_z_sl,imagenet_oneface,aIT,0.01742530531040156
infant,lLOC,0.6704122215014889,cornet_z_sl,imagenet_oneface,aIT,0.013792971169991761
infant,lFFA,0.4470846892063687,cornet_z_sl,imagenet_oneface,aIT,0.01682506099102516
infant,lA1,0.8037968723550512,cornet_z_sl,imagenet_oneface,aIT,0.006949078655334751
infant,lEVC,0.5009364990160567,cornet_z_sl,imagenet_oneface,aIT,0.018951933773056356
infant,rLOC,0.6581256477948243,cornet_z_sl,imagenet_oneface,aIT,0.013576295986582745
infant,rFFA,0.6144885580574673,cornet_z_sl,imagenet_oneface,aIT,0.01437023674826766
infant,rA1,0.7547897071580334,cornet_z_sl,imagenet_oneface,aIT,0.010245862307302145
infant,rEVC,0.6409458513561089,cornet_z_sl,imagenet_oneface,aIT,0.013615022602953771
adult,LOC,0.8331349373234127,cornet_z_sl,imagenet_oneface,aIT,0.006736329827561237
adult,FFA,0.815410787198181,cornet_z_sl,imagenet_oneface,aIT,0.0046335621886473225
adult,A1,0.7957804730000704,cornet_z_sl,imagenet_oneface,aIT,0.010235790443012425
adult,EVC,0.8674578712972167,cornet_z_sl,imagenet_oneface,aIT,0.0049644708850617334
adult,lLOC,0.8290116406668041,cornet_z_sl,imagenet_oneface,aIT,0.004907478329495606
adult,lFFA,0.7883224085369352,cornet_z_sl,imagenet_oneface,aIT,0.004970872487158152
adult,lA1,0.7832338117678656,cornet_z_sl,imagenet_oneface,aIT,0.009058619073767494
adult,lEVC,0.8441324354934776,cornet_z_sl,imagenet_oneface,aIT,0.006616382375876939
adult,rLOC,0.8096128775386677,cornet_z_sl,imagenet_oneface,aIT,0.007103508874003063
adult,rFFA,0.8202731202747021,cornet_z_sl,imagenet_oneface,aIT,0.00635022650318703
adult,rA1,0.7019815415541799,cornet_z_sl,imagenet_oneface,aIT,0.009779092261935272
adult,rEVC,0.8580874386438809,cornet_z_sl,imagenet_oneface,aIT,0.003647111980412002
infant,LOC,0.7229787865759316,cornet_z_sl,imagenet_vggface,aIT,0.010781319285105003
infant,FFA,0.6236988255037176,cornet_z_sl,imagenet_vggface,aIT,0.013781092614142917
infant,A1,0.8106614885179267,cornet_z_sl,imagenet_vggface,aIT,0.005114334739147363
infant,EVC,0.6176816082145985,cornet_z_sl,imagenet_vggface,aIT,0.01329215766001531
infant,lLOC,0.6253474006204129,cornet_z_sl,imagenet_vggface,aIT,0.01823837925054966
infant,lFFA,0.47236897769385144,cornet_z_sl,imagenet_vggface,aIT,0.021547315829309407
infant,lA1,0.7919524057598228,cornet_z_sl,imagenet_vggface,aIT,0.005217948992036935
infant,lEVC,0.519092851763881,cornet_z_sl,imagenet_vggface,aIT,0.015388527040949245
infant,rLOC,0.650324378945119,cornet_z_sl,imagenet_vggface,aIT,0.016783223331284028
infant,rFFA,0.5925910858604685,cornet_z_sl,imagenet_vggface,aIT,0.015943099918411405
infant,rA1,0.7465787626106969,cornet_z_sl,imagenet_vggface,aIT,0.007785220435022555
infant,rEVC,0.5942045025222618,cornet_z_sl,imagenet_vggface,aIT,0.01182918562618098
adult,LOC,0.8369136259278459,cornet_z_sl,imagenet_vggface,aIT,0.005841729152188478
adult,FFA,0.8293311197196184,cornet_z_sl,imagenet_vggface,aIT,0.005538646209326862
adult,A1,0.7666729083266209,cornet_z_sl,imagenet_vggface,aIT,0.007773816861820014
adult,EVC,0.8716211892456134,cornet_z_sl,imagenet_vggface,aIT,0.004041799308086127
adult,lLOC,0.8369325254588729,cornet_z_sl,imagenet_vggface,aIT,0.005909708061409367
adult,lFFA,0.7776795776190377,cornet_z_sl,imagenet_vggface,aIT,0.006520514069750896
adult,lA1,0.7636090701844006,cornet_z_sl,imagenet_vggface,aIT,0.008114066481926866
adult,lEVC,0.8423103255926729,cornet_z_sl,imagenet_vggface,aIT,0.0033924861466520175
adult,rLOC,0.813051550274819,cornet_z_sl,imagenet_vggface,aIT,0.007082697131469514
adult,rFFA,0.8310599592820042,cornet_z_sl,imagenet_vggface,aIT,0.0066131155133288735
adult,rA1,0.692983019580212,cornet_z_sl,imagenet_vggface,aIT,0.01318061297678566
adult,rEVC,0.8596865798895965,cornet_z_sl,imagenet_vggface,aIT,0.002904606715262167
infant,LOC,0.75358285890018,cornet_z_sl,vggface_oneobject,aIT,0.011074594751662793
infant,FFA,0.6658543138462466,cornet_z_sl,vggface_oneobject,aIT,0.008647406728345857
infant,A1,0.7963843242645293,cornet_z_sl,vggface_oneobject,aIT,0.007554112643827469
infant,EVC,0.6329757119729098,cornet_z_sl,vggface_oneobject,aIT,0.014110660486957536
infant,lLOC,0.6764096443101086,cornet_z_sl,vggface_oneobject,aIT,0.01038455894309256
infant,lFFA,0.5303805186849928,cornet_z_sl,vggface_oneobject,aIT,0.01820210727990192
infant,lA1,0.7988306005535641,cornet_z_sl,vggface_oneobject,aIT,0.007556748137561397
infant,lEVC,0.46483999776174806,cornet_z_sl,vggface_oneobject,aIT,0.019415419670238142
infant,rLOC,0.6533439701446333,cornet_z_sl,vggface_oneobject,aIT,0.017567403724182477
infant,rFFA,0.6053541376254178,cornet_z_sl,vggface_oneobject,aIT,0.012063318199276148
infant,rA1,0.7700587464994822,cornet_z_sl,vggface_oneobject,aIT,0.010746604478792221
infant,rEVC,0.6592222786171391,cornet_z_sl,vggface_oneobject,aIT,0.011395463279264134
adult,LOC,0.8384140595105244,cornet_z_sl,vggface_oneobject,aIT,0.005448460683171808
adult,FFA,0.8121699546256058,cornet_z_sl,vggface_oneobject,aIT,0.006058783672372321
adult,A1,0.7514941235384385,cornet_z_sl,vggface_oneobject,aIT,0.009360049449296148
adult,EVC,0.8224455507900414,cornet_z_sl,vggface_oneobject,aIT,0.005589229930633872
adult,lLOC,0.8284087838792683,cornet_z_sl,vggface_oneobject,aIT,0.004831166980627392
adult,lFFA,0.7643416172155888,cornet_z_sl,vggface_oneobject,aIT,0.006353906544912949
adult,lA1,0.7410263707858735,cornet_z_sl,vggface_oneobject,aIT,0.009221113590599607
adult,lEVC,0.7788680141720274,cornet_z_sl,vggface_oneobject,aIT,0.005933377027285465
adult,rLOC,0.8107090790408835,cornet_z_sl,vggface_oneobject,aIT,0.007225976326548676
adult,rFFA,0.8046744941419007,cornet_z_sl,vggface_oneobject,aIT,0.005081500623855942
adult,rA1,0.6972593905555212,cornet_z_sl,vggface_oneobject,aIT,0.009504056945387848
adult,rEVC,0.8244949623861203,cornet_z_sl,vggface_oneobject,aIT,0.007264683147469363
infant,LOC,0.7512866611719644,cornet_z_sl,vggface,aIT,0.014183728376596426
infant,FFA,0.6602314042405872,cornet_z_sl,vggface,aIT,0.012812158757378046
infant,A1,0.8202379434828689,cornet_z_sl,vggface,aIT,0.006680917414273186
infant,EVC,0.6572884203695805,cornet_z_sl,vggface,aIT,0.018259052070347993
infant,lLOC,0.704279154652311,cornet_z_sl,vggface,aIT,0.011076295199739804
infant,lFFA,0.5301963375149116,cornet_z_sl,vggface,aIT,0.02188412064006495
infant,lA1,0.813008361421573,cornet_z_sl,vggface,aIT,0.007302970416197169
infant,lEVC,0.4694827369941361,cornet_z_sl,vggface,aIT,0.02593134628543452
infant,rLOC,0.6609191451568297,cornet_z_sl,vggface,aIT,0.018743329797558526
infant,rFFA,0.5594875160412219,cornet_z_sl,vggface,aIT,0.016193895976706136
infant,rA1,0.7541296645047776,cornet_z_sl,vggface,aIT,0.011179902411996602
infant,rEVC,0.6529405661115545,cornet_z_sl,vggface,aIT,0.011552927607019033
adult,LOC,0.8211473155736367,cornet_z_sl,vggface,aIT,0.003289377329749224
adult,FFA,0.8146044418465307,cornet_z_sl,vggface,aIT,0.003770874141080651
adult,A1,0.7539155217961324,cornet_z_sl,vggface,aIT,0.009391280124077393
adult,EVC,0.8282285402292449,cornet_z_sl,vggface,aIT,0.0048670886187782035
adult,lLOC,0.8098745406287531,cornet_z_sl,vggface,aIT,0.0072699408374540565
adult,lFFA,0.7582442700454259,cornet_z_sl,vggface,aIT,0.005336260739852107
adult,lA1,0.7795886165894909,cornet_z_sl,vggface,aIT,0.006132193207568796
adult,lEVC,0.8054466421394564,cornet_z_sl,vggface,aIT,0.005010583931173011
adult,rLOC,0.8020695994341906,cornet_z_sl,vggface,aIT,0.006863071387439777
adult,rFFA,0.7964347502731185,cornet_z_sl,vggface,aIT,0.005393493282582328
adult,rA1,0.7179801105212107,cornet_z_sl,vggface,aIT,0.009965327736718028
adult,rEVC,0.850595850888723,cornet_z_sl,vggface,aIT,0.003179327645158726
infant,LOC,0.6148548687462232,cornet_z_sl,random,aIT,0.012054383659131059
infant,FFA,0.4488411609747704,cornet_z_sl,random,aIT,0.014420569800970645
infant,A1,0.6366120614624309,cornet_z_sl,random,aIT,0.011139228523178306
infant,EVC,0.5049229579423821,cornet_z_sl,random,aIT,0.02112504041405183
infant,lLOC,0.5419733085206289,cornet_z_sl,random,aIT,0.01392316929473075
infant,lFFA,0.375820543751512,cornet_z_sl,random,aIT,0.016817146416864076
infant,lA1,0.6317682605676072,cornet_z_sl,random,aIT,0.008978042514499308
infant,lEVC,0.39973827196089545,cornet_z_sl,random,aIT,0.016459225644635114
infant,rLOC,0.5435116078843496,cornet_z_sl,random,aIT,0.014826909812250872
infant,rFFA,0.39475505567486874,cornet_z_sl,random,aIT,0.015696374439185576
infant,rA1,0.5982485177606854,cornet_z_sl,random,aIT,0.010135638800274235
infant,rEVC,0.5633530133425454,cornet_z_sl,random,aIT,0.013501062309107711
adult,LOC,0.6005099550856274,cornet_z_sl,random,aIT,0.00445467347891597
adult,FFA,0.5451111820521394,cornet_z_sl,random,aIT,0.007139798301132848
adult,A1,0.48543620866649684,cornet_z_sl,random,aIT,0.011794485721720982
adult,EVC,0.6269696780386869,cornet_z_sl,random,aIT,0.005127917090218197
adult,lLOC,0.633854090239814,cornet_z_sl,random,aIT,0.006587801356086602
adult,lFFA,0.5173488331771442,cornet_z_sl,random,aIT,0.00682203012494968
adult,lA1,0.46801064003850446,cornet_z_sl,random,aIT,0.008442285217054245
adult,lEVC,0.5924689294997537,cornet_z_sl,random,aIT,0.00396569011706332
adult,rLOC,0.5339458085108595,cornet_z_sl,random,aIT,0.009925544367195128
adult,rFFA,0.5363365261022885,cornet_z_sl,random,aIT,0.00869569054890286
adult,rA1,0.42388998218654705,cornet_z_sl,random,aIT,0.01568794434571909
adult,rEVC,0.5940804175607936,cornet_z_sl,random,aIT,0.0061021103981332946
