age,roi,corr,se,noise_ceiling,architecture,train_type,layer
6,LOC,0.2834725934137724,0.016953226504757942,0.3648567502497922,cornet_z_sl,imagenet_noface,V4
6,FFA,0.2688159448259802,0.012019125100805291,0.31140169694340675,cornet_z_sl,imagenet_noface,V4
6,A1,0.6473384893011088,0.007205884960041219,0.6702152405625609,cornet_z_sl,imagenet_noface,V4
6,EVC,0.38394409555942705,0.014227930690134076,0.36435431463773316,cornet_z_sl,imagenet_noface,V4
7,LOC,0.4279769481672361,0.008924831343065674,0.46274908024957,cornet_z_sl,imagenet_noface,V4
7,FFA,0.45925931415327925,0.00796247464027517,0.5282378352755017,cornet_z_sl,imagenet_noface,V4
7,A1,0.681822430437275,0.009484339607469382,0.6916946726451723,cornet_z_sl,imagenet_noface,V4
7,EVC,0.4108052913446577,0.010666553847245684,0.40415293171544153,cornet_z_sl,imagenet_noface,V4
18,LOC,0.6732246324379803,0.007237656573198752,0.7279781727044834,cornet_z_sl,imagenet_noface,V4
18,FFA,0.6312747845048859,0.007636602585579346,0.7250121616721754,cornet_z_sl,imagenet_noface,V4
18,A1,0.7360875748180062,0.0029717135424023452,0.8274473449469525,cornet_z_sl,imagenet_noface,V4
18,EVC,0.578581348208749,0.007736329420550404,0.5855187065973937,cornet_z_sl,imagenet_noface,V4
5,LOC,0.3449583914636293,0.01252169540402496,0.3868092585451409,cornet_z_sl,imagenet_noface,pIT
5,FFA,0.306984905453987,0.010816919113319815,0.28725635954569106,cornet_z_sl,imagenet_noface,pIT
5,A1,0.5377338489872631,0.013046450884614801,0.541534503389321,cornet_z_sl,imagenet_noface,pIT
5,EVC,0.11755159962575741,0.022688622796370034,0.12834588986440496,cornet_z_sl,imagenet_noface,pIT
6,LOC,0.3098170006946235,0.01433988247663759,0.39392117116939673,cornet_z_sl,imagenet_noface,pIT
6,FFA,0.27625894582290256,0.013967173198144292,0.3105724458808961,cornet_z_sl,imagenet_noface,pIT
6,A1,0.6364844001261144,0.009702367139496805,0.6598854157478844,cornet_z_sl,imagenet_noface,pIT
6,EVC,0.346543604158599,0.01586996832541143,0.3369337528368498,cornet_z_sl,imagenet_noface,pIT
7,LOC,0.4656908291697487,0.010712622788077972,0.5012495025088011,cornet_z_sl,imagenet_noface,pIT
7,FFA,0.48550134833789454,0.009760405075518787,0.5367114048217755,cornet_z_sl,imagenet_noface,pIT
7,A1,0.6936357527611191,0.007121081727098776,0.7119241994268319,cornet_z_sl,imagenet_noface,pIT
7,EVC,0.4345600672498079,0.011139037259060383,0.40601482945427436,cornet_z_sl,imagenet_noface,pIT
18,LOC,0.6699414592733122,0.0069930739606837745,0.7393707643585821,cornet_z_sl,imagenet_noface,pIT
18,FFA,0.6387483121807741,0.00602835792020329,0.7301636160969827,cornet_z_sl,imagenet_noface,pIT
18,A1,0.7207669146146711,0.00487159565307841,0.8281795363007307,cornet_z_sl,imagenet_noface,pIT
18,EVC,0.5987172553029673,0.007644276825051716,0.5938815126168813,cornet_z_sl,imagenet_noface,pIT
5,LOC,0.31118976229041845,0.019132085514257713,0.3681042569431674,cornet_z_sl,imagenet_noface,aIT
5,FFA,0.27454164385921553,0.011704818591031757,0.27165175995828017,cornet_z_sl,imagenet_noface,aIT
5,A1,0.5617252669866148,0.010908223184654666,0.5543589509341941,cornet_z_sl,imagenet_noface,aIT
5,EVC,0.13811244511618737,0.015559436602037399,0.1464343906187171,cornet_z_sl,imagenet_noface,aIT
6,LOC,0.2969215647770217,0.011725736939382569,0.3890285888840356,cornet_z_sl,imagenet_noface,aIT
6,FFA,0.25475740516383355,0.014500209216578196,0.2929513306117329,cornet_z_sl,imagenet_noface,aIT
6,A1,0.657829096400535,0.00638067253830729,0.6705094144574641,cornet_z_sl,imagenet_noface,aIT
6,EVC,0.3647052902305093,0.015411367476768743,0.3435995312838273,cornet_z_sl,imagenet_noface,aIT
7,LOC,0.43777187536744694,0.009445102377635604,0.47964727285423636,cornet_z_sl,imagenet_noface,aIT
7,FFA,0.5074289847236546,0.009882132992402126,0.5655506361775569,cornet_z_sl,imagenet_noface,aIT
7,A1,0.6771791279051438,0.006602477850167613,0.6873333383057217,cornet_z_sl,imagenet_noface,aIT
7,EVC,0.4526647914609252,0.010467583708525931,0.41830987988952434,cornet_z_sl,imagenet_noface,aIT
18,LOC,0.6197766633140457,0.007518616811984828,0.7199576114293279,cornet_z_sl,imagenet_noface,aIT
18,FFA,0.5978499479794392,0.00958485083600128,0.7144215309594241,cornet_z_sl,imagenet_noface,aIT
18,A1,0.7356566267214956,0.0052408235824475576,0.8231784134289502,cornet_z_sl,imagenet_noface,aIT
18,EVC,0.5804817977803535,0.009034930026352197,0.6008823518296522,cornet_z_sl,imagenet_noface,aIT
5,LOC,0.35770962092621617,0.01608853331995965,0.3910761869726357,cornet_z_sl,imagenet_noface,decoder
5,FFA,0.2732728787275549,0.018087472352576864,0.2602460199596387,cornet_z_sl,imagenet_noface,decoder
5,A1,0.5478721372488711,0.009342616121146312,0.5389356012113423,cornet_z_sl,imagenet_noface,decoder
5,EVC,0.17540311978420167,0.01614774918094112,0.1704232189588516,cornet_z_sl,imagenet_noface,decoder
6,LOC,0.30769376859221526,0.015480249243609157,0.39842409926443206,cornet_z_sl,imagenet_noface,decoder
6,FFA,0.29879400521772304,0.011041325015458665,0.34812559176009783,cornet_z_sl,imagenet_noface,decoder
6,A1,0.6366428338127822,0.008704120633601846,0.6602334439495592,cornet_z_sl,imagenet_noface,decoder
6,EVC,0.3417541143607952,0.012087049871246041,0.3181315741238807,cornet_z_sl,imagenet_noface,decoder
7,LOC,0.4133546911492453,0.010432610183072089,0.47400873999359794,cornet_z_sl,imagenet_noface,decoder
7,FFA,0.514116680223675,0.00744088585004917,0.5528484282826468,cornet_z_sl,imagenet_noface,decoder
7,A1,0.6779851970202977,0.008440543955453104,0.7061255838522438,cornet_z_sl,imagenet_noface,decoder
7,EVC,0.44303406514479543,0.010122363536139881,0.41978076418464844,cornet_z_sl,imagenet_noface,decoder
18,LOC,0.6330953837113741,0.007347029818307236,0.7409004583680261,cornet_z_sl,imagenet_noface,decoder
18,FFA,0.6177435016841504,0.00548820624392053,0.722048982245265,cornet_z_sl,imagenet_noface,decoder
18,A1,0.7317775390486698,0.0041023239110236556,0.8228023398225964,cornet_z_sl,imagenet_noface,decoder
18,EVC,0.5420025313380968,0.006351179471096999,0.5987710377507,cornet_z_sl,imagenet_noface,decoder
5,LOC,0.37797608246006975,0.015694448038586467,0.3538245282641438,cornet_z_sl,imagenet_oneface,V1
5,FFA,0.2282701706362198,0.016064077986185823,0.26388112053200874,cornet_z_sl,imagenet_oneface,V1
5,A1,0.5421743188309825,0.009785443851370423,0.5542677814383585,cornet_z_sl,imagenet_oneface,V1
5,EVC,0.06813691588809885,0.017359192489191346,0.13864200615011496,cornet_z_sl,imagenet_oneface,V1
6,LOC,0.3308944745114275,0.0199625416409635,0.3803418292325662,cornet_z_sl,imagenet_oneface,V1
6,FFA,0.2003658217421307,0.014083405658754192,0.2867421850808288,cornet_z_sl,imagenet_oneface,V1
6,A1,0.5902269046145255,0.009247931462048357,0.6530025579306493,cornet_z_sl,imagenet_oneface,V1
6,EVC,0.29211667395310964,0.014394970654422738,0.3298615029377658,cornet_z_sl,imagenet_oneface,V1
7,LOC,0.4362911858987193,0.012563977942315417,0.4844789874120063,cornet_z_sl,imagenet_oneface,V1
7,FFA,0.47018867342658927,0.009506476538313558,0.5370201644815886,cornet_z_sl,imagenet_oneface,V1
7,A1,0.6483923308703119,0.005235868080909845,0.6918194808560371,cornet_z_sl,imagenet_oneface,V1
7,EVC,0.40880033299937135,0.012890226094843273,0.42938299478511704,cornet_z_sl,imagenet_oneface,V1
18,LOC,0.6446686225559425,0.007562893736694169,0.7235016021959783,cornet_z_sl,imagenet_oneface,V1
18,FFA,0.643811944067503,0.007124248103615416,0.7260351086909291,cornet_z_sl,imagenet_oneface,V1
18,A1,0.7310713676724754,0.0032361502752452803,0.826603872751539,cornet_z_sl,imagenet_oneface,V1
18,EVC,0.5552698379156515,0.008916202473506251,0.5956515632462346,cornet_z_sl,imagenet_oneface,V1
5,LOC,0.35650333544864193,0.014779325966362932,0.3692960462431922,cornet_z_sl,imagenet_oneface,V2
5,FFA,0.23290780622918295,0.021797265011342222,0.2567285184337686,cornet_z_sl,imagenet_oneface,V2
5,A1,0.5661132624156289,0.010319448208399175,0.548128722615689,cornet_z_sl,imagenet_oneface,V2
5,EVC,0.0804065089982541,0.012946819574258717,0.13778865973318796,cornet_z_sl,imagenet_oneface,V2
6,LOC,0.30635814106499126,0.015623394912362778,0.3638127694655081,cornet_z_sl,imagenet_oneface,V2
6,FFA,0.25542785884299696,0.017863354780357717,0.30674184934412974,cornet_z_sl,imagenet_oneface,V2
6,A1,0.6532636088265078,0.008058777566648884,0.6705473968393934,cornet_z_sl,imagenet_oneface,V2
6,EVC,0.3302642642426136,0.01932786972093128,0.3229850745963234,cornet_z_sl,imagenet_oneface,V2
7,LOC,0.4624522253348665,0.009880336226285025,0.4968217025360656,cornet_z_sl,imagenet_oneface,V2
7,FFA,0.48370748500722127,0.008509184542830605,0.5389001913514673,cornet_z_sl,imagenet_oneface,V2
7,A1,0.6720596832075835,0.005455238316886177,0.6876541091810393,cornet_z_sl,imagenet_oneface,V2
7,EVC,0.40502226055888857,0.012352847476493662,0.40987477535085476,cornet_z_sl,imagenet_oneface,V2
18,LOC,0.6760861165228436,0.006611292128121891,0.7223152340278612,cornet_z_sl,imagenet_oneface,V2
18,FFA,0.6521906187013531,0.007393768144827941,0.7243864078660489,cornet_z_sl,imagenet_oneface,V2
18,A1,0.74536466695364,0.005456590669494007,0.8280666235221081,cornet_z_sl,imagenet_oneface,V2
18,EVC,0.5758815660827685,0.0048679123114944295,0.5883563054184491,cornet_z_sl,imagenet_oneface,V2
5,LOC,0.3758232699921574,0.01189092849592455,0.39413995997505147,cornet_z_sl,imagenet_oneface,V4
5,FFA,0.26384590900287636,0.020239379451721367,0.25944145009514596,cornet_z_sl,imagenet_oneface,V4
5,A1,0.5578190229420098,0.012606371217320889,0.5405050369370124,cornet_z_sl,imagenet_oneface,V4
5,EVC,0.1745483224864967,0.012086581229195925,0.16839877818791632,cornet_z_sl,imagenet_oneface,V4
6,LOC,0.32424584277187446,0.014574886914037397,0.4006212655174635,cornet_z_sl,imagenet_oneface,V4
6,FFA,0.27855167770992806,0.015008679431576525,0.30100386698189724,cornet_z_sl,imagenet_oneface,V4
6,A1,0.6165251799529183,0.014818457876342969,0.6350360272121869,cornet_z_sl,imagenet_oneface,V4
6,EVC,0.376095867389737,0.014637804310877526,0.34417078252911143,cornet_z_sl,imagenet_oneface,V4
7,LOC,0.41723577528366435,0.01364617271872859,0.45514750331039355,cornet_z_sl,imagenet_oneface,V4
7,FFA,0.465133863615747,0.007847447587412406,0.5258321074696461,cornet_z_sl,imagenet_oneface,V4
7,A1,0.6759447674449347,0.011008404730964014,0.6882978503315608,cornet_z_sl,imagenet_oneface,V4
7,EVC,0.4128469121768542,0.013093120865671128,0.4091934380514045,cornet_z_sl,imagenet_oneface,V4
18,LOC,0.658451128215895,0.005667748108279944,0.7199642694144257,cornet_z_sl,imagenet_oneface,V4
18,FFA,0.6478902814697853,0.0059779942888733475,0.7285166718241417,cornet_z_sl,imagenet_oneface,V4
18,A1,0.7373703385029116,0.004774128832256676,0.8238512770915862,cornet_z_sl,imagenet_oneface,V4
18,EVC,0.5946751873363906,0.003961545385987368,0.6026726667678708,cornet_z_sl,imagenet_oneface,V4
5,LOC,0.30331701711909237,0.013835321027429338,0.3540543422020021,cornet_z_sl,imagenet_oneface,pIT
5,FFA,0.2545909989005354,0.021672252630839123,0.25177679665507313,cornet_z_sl,imagenet_oneface,pIT
5,A1,0.5595126500188627,0.008574076083021251,0.5620991057032874,cornet_z_sl,imagenet_oneface,pIT
5,EVC,0.13324896753951324,0.018991520369873522,0.1364007298733958,cornet_z_sl,imagenet_oneface,pIT
6,LOC,0.34244207515278696,0.010914757373606648,0.4199657081039351,cornet_z_sl,imagenet_oneface,pIT
6,FFA,0.267667917271946,0.02102182146475235,0.30550150123053066,cornet_z_sl,imagenet_oneface,pIT
6,A1,0.6515593555672019,0.010230282561998181,0.6617885359701396,cornet_z_sl,imagenet_oneface,pIT
6,EVC,0.3457617809830078,0.016499207462271813,0.3237408199435555,cornet_z_sl,imagenet_oneface,pIT
7,LOC,0.45094012042805237,0.01033820005197722,0.4850576704925393,cornet_z_sl,imagenet_oneface,pIT
7,FFA,0.4901726697216035,0.009282064436624682,0.5477698011103125,cornet_z_sl,imagenet_oneface,pIT
7,A1,0.6833535958823147,0.0066234693939575505,0.694380631826452,cornet_z_sl,imagenet_oneface,pIT
7,EVC,0.4724654991766865,0.010919175256568563,0.43788932851457557,cornet_z_sl,imagenet_oneface,pIT
18,LOC,0.6512179247904438,0.006834952594217383,0.7273948332251174,cornet_z_sl,imagenet_oneface,pIT
18,FFA,0.6360515499231297,0.005421660042365651,0.7285680442318206,cornet_z_sl,imagenet_oneface,pIT
18,A1,0.7227607717200673,0.004924343990940018,0.8264485486400825,cornet_z_sl,imagenet_oneface,pIT
18,EVC,0.5976860838089122,0.006482989550565108,0.5959498261653027,cornet_z_sl,imagenet_oneface,pIT
5,LOC,0.3136711593059335,0.011760238164582333,0.3822761165005488,cornet_z_sl,imagenet_oneface,aIT
5,FFA,0.2532941430263829,0.014943076052999799,0.2536098519458232,cornet_z_sl,imagenet_oneface,aIT
5,A1,0.5771614044276803,0.007375212786892992,0.5586549204209839,cornet_z_sl,imagenet_oneface,aIT
5,EVC,0.16287222549467434,0.01429155471018378,0.17248070353209513,cornet_z_sl,imagenet_oneface,aIT
6,LOC,0.32118951157882114,0.009994014430618328,0.4038892782689799,cornet_z_sl,imagenet_oneface,aIT
6,FFA,0.29115051908710965,0.013217362914209925,0.3172751448238716,cornet_z_sl,imagenet_oneface,aIT
6,A1,0.6596881146753606,0.008277879785916497,0.6568077942494015,cornet_z_sl,imagenet_oneface,aIT
6,EVC,0.3531930896892204,0.01763256170428306,0.33441838180966255,cornet_z_sl,imagenet_oneface,aIT
7,LOC,0.42734589939312617,0.009499815091997175,0.4593771872459129,cornet_z_sl,imagenet_oneface,aIT
7,FFA,0.49705316026163404,0.008893586131651959,0.5432841560748127,cornet_z_sl,imagenet_oneface,aIT
7,A1,0.6792072311459685,0.00723849872562541,0.682704289309578,cornet_z_sl,imagenet_oneface,aIT
7,EVC,0.4538482573260745,0.01240127102071785,0.4253514911545698,cornet_z_sl,imagenet_oneface,aIT
18,LOC,0.6507361901814404,0.0062035662376708454,0.734568806671453,cornet_z_sl,imagenet_oneface,aIT
18,FFA,0.6324254134230374,0.00510471234506765,0.7312228186945865,cornet_z_sl,imagenet_oneface,aIT
18,A1,0.7474655858039116,0.005187510799875586,0.8284931495602942,cornet_z_sl,imagenet_oneface,aIT
18,EVC,0.5939019098107402,0.008467988489076088,0.5993843946896564,cornet_z_sl,imagenet_oneface,aIT
5,LOC,0.346920309790784,0.016085942374172386,0.3682293856176474,cornet_z_sl,imagenet_oneface,decoder
5,FFA,0.27561618686357436,0.015961521789800794,0.261450054885398,cornet_z_sl,imagenet_oneface,decoder
5,A1,0.5692709310751819,0.011195100077709892,0.5654416365294066,cornet_z_sl,imagenet_oneface,decoder
5,EVC,0.15469186181808078,0.020057673144807636,0.1542174786893848,cornet_z_sl,imagenet_oneface,decoder
6,LOC,0.3026369728903898,0.013662524635588761,0.39400965130743665,cornet_z_sl,imagenet_oneface,decoder
6,FFA,0.2459720082961876,0.01952875208807049,0.3101053852906961,cornet_z_sl,imagenet_oneface,decoder
6,A1,0.670884278119974,0.006163233871767244,0.6782751042496977,cornet_z_sl,imagenet_oneface,decoder
6,EVC,0.3700157488740567,0.016585053264735142,0.3447087639585845,cornet_z_sl,imagenet_oneface,decoder
7,LOC,0.44783461990912776,0.01212684034787249,0.47252536313917204,cornet_z_sl,imagenet_oneface,decoder
7,FFA,0.5022018717469894,0.006756932345990185,0.5301117313337513,cornet_z_sl,imagenet_oneface,decoder
7,A1,0.6819570997339913,0.008598500968456478,0.6887867735610548,cornet_z_sl,imagenet_oneface,decoder
7,EVC,0.470103769045043,0.008833438661103078,0.4242732140202484,cornet_z_sl,imagenet_oneface,decoder
18,LOC,0.6431833718508959,0.006478034821394625,0.7171437475547784,cornet_z_sl,imagenet_oneface,decoder
18,FFA,0.6441530064232699,0.006955300128370826,0.7301207287175548,cornet_z_sl,imagenet_oneface,decoder
18,A1,0.7496385522270244,0.0055760783335824975,0.8321118013663202,cornet_z_sl,imagenet_oneface,decoder
18,EVC,0.5353837512054771,0.0069115143236465,0.6003066691719214,cornet_z_sl,imagenet_oneface,decoder
5,LOC,0.4240680208213304,0.017077816110202634,0.3986275697500409,cornet_z_sl,imagenet_vggface,V1
5,FFA,0.21412900607401597,0.018745706085133963,0.2614277757844668,cornet_z_sl,imagenet_vggface,V1
5,A1,0.5577045008832211,0.011530722350478584,0.5561118261986067,cornet_z_sl,imagenet_vggface,V1
5,EVC,0.10676158933203539,0.019980536236273945,0.17153091371824625,cornet_z_sl,imagenet_vggface,V1
6,LOC,0.332094922878577,0.011858603144354466,0.39168623788830725,cornet_z_sl,imagenet_vggface,V1
6,FFA,0.23587291887659684,0.016992142503563273,0.32197749316517565,cornet_z_sl,imagenet_vggface,V1
6,A1,0.5935278515048161,0.011485401181352002,0.6600164882777498,cornet_z_sl,imagenet_vggface,V1
6,EVC,0.30229634870157923,0.01663650037809508,0.3382074635997129,cornet_z_sl,imagenet_vggface,V1
7,LOC,0.4057140102290445,0.007945656585085451,0.4666036196123808,cornet_z_sl,imagenet_vggface,V1
7,FFA,0.4730447889216232,0.010250642251642999,0.5483990804122136,cornet_z_sl,imagenet_vggface,V1
7,A1,0.65062810155515,0.0071308449584835025,0.6943120049357698,cornet_z_sl,imagenet_vggface,V1
7,EVC,0.3952533027476866,0.01052105735010282,0.4259147590864575,cornet_z_sl,imagenet_vggface,V1
18,LOC,0.652476558015759,0.006550313285843059,0.734696804045994,cornet_z_sl,imagenet_vggface,V1
18,FFA,0.6518588545804543,0.004670939337555048,0.7363186939164172,cornet_z_sl,imagenet_vggface,V1
18,A1,0.7364678510758614,0.0036568458873320673,0.8280307135131085,cornet_z_sl,imagenet_vggface,V1
18,EVC,0.5488285944817439,0.00805023358342794,0.5985317068993912,cornet_z_sl,imagenet_vggface,V1
5,LOC,0.3421284718596872,0.01775374618727882,0.35373399040764,cornet_z_sl,imagenet_vggface,V2
5,FFA,0.23822591418288735,0.018335233293066328,0.25036972096101506,cornet_z_sl,imagenet_vggface,V2
5,A1,0.5611159247778583,0.01074444348353935,0.5554953304001881,cornet_z_sl,imagenet_vggface,V2
5,EVC,0.13632724720684936,0.01947542928892872,0.177092976077212,cornet_z_sl,imagenet_vggface,V2
6,LOC,0.3462687967219633,0.016477112988559573,0.39550288217620966,cornet_z_sl,imagenet_vggface,V2
6,FFA,0.28089466935404367,0.013507888669443304,0.29540312025810334,cornet_z_sl,imagenet_vggface,V2
6,A1,0.6332773711508366,0.007752248017389643,0.6546626810710111,cornet_z_sl,imagenet_vggface,V2
6,EVC,0.3286933865193611,0.015112695034873733,0.33512495245029295,cornet_z_sl,imagenet_vggface,V2
7,LOC,0.44567971652628763,0.009745759055475823,0.47061684460279796,cornet_z_sl,imagenet_vggface,V2
7,FFA,0.48484012574550617,0.008677974274499851,0.5380194330474086,cornet_z_sl,imagenet_vggface,V2
7,A1,0.675228174942313,0.00783579804202059,0.6800853410993081,cornet_z_sl,imagenet_vggface,V2
7,EVC,0.4362850199920981,0.011452690060009783,0.4316292917890535,cornet_z_sl,imagenet_vggface,V2
18,LOC,0.6939116732275034,0.005932412545899448,0.7296166455636235,cornet_z_sl,imagenet_vggface,V2
18,FFA,0.6739288631662503,0.00528150890805363,0.731616189339458,cornet_z_sl,imagenet_vggface,V2
18,A1,0.7430377545957285,0.004072180838498913,0.8323913895497366,cornet_z_sl,imagenet_vggface,V2
18,EVC,0.5678172987587036,0.007542889741991054,0.5867210520571828,cornet_z_sl,imagenet_vggface,V2
5,LOC,0.35177311505227254,0.012025049600222876,0.3619023037284338,cornet_z_sl,imagenet_vggface,V4
5,FFA,0.2546466740466145,0.01458509529166322,0.2528019529266604,cornet_z_sl,imagenet_vggface,V4
5,A1,0.5546886134206039,0.00946105114351764,0.5362423159015166,cornet_z_sl,imagenet_vggface,V4
5,EVC,0.1635736014378209,0.01845538590960609,0.1539586394229073,cornet_z_sl,imagenet_vggface,V4
6,LOC,0.31926946928826955,0.0140598281356128,0.3904217371271509,cornet_z_sl,imagenet_vggface,V4
6,FFA,0.251086616506695,0.01857891502855568,0.28414250570473754,cornet_z_sl,imagenet_vggface,V4
6,A1,0.6086377132232111,0.011406645305001845,0.6288586252012616,cornet_z_sl,imagenet_vggface,V4
6,EVC,0.352962431545896,0.014810165425208858,0.33248488788823616,cornet_z_sl,imagenet_vggface,V4
7,LOC,0.47082870691566353,0.011562053470179825,0.4879238247251477,cornet_z_sl,imagenet_vggface,V4
7,FFA,0.4752011890055594,0.011370485958202085,0.5401835867561052,cornet_z_sl,imagenet_vggface,V4
7,A1,0.6727225685849705,0.009284324072883172,0.6850041393695279,cornet_z_sl,imagenet_vggface,V4
7,EVC,0.4286033080937832,0.010666858102564132,0.40603310153766065,cornet_z_sl,imagenet_vggface,V4
18,LOC,0.6620150837980031,0.007503343195306617,0.7210620507060586,cornet_z_sl,imagenet_vggface,V4
18,FFA,0.6408731358351761,0.007384618693125938,0.7291639303012862,cornet_z_sl,imagenet_vggface,V4
18,A1,0.7388933165171283,0.0031716958958291643,0.8331035396495409,cornet_z_sl,imagenet_vggface,V4
18,EVC,0.6053095343653111,0.007772637437113878,0.6026109888774973,cornet_z_sl,imagenet_vggface,V4
5,LOC,0.3368666627483411,0.014756341278524354,0.3658299873018703,cornet_z_sl,imagenet_vggface,pIT
5,FFA,0.29466373159832787,0.01727796925392789,0.2805292833802195,cornet_z_sl,imagenet_vggface,pIT
5,A1,0.5408139473655986,0.011416417185747282,0.5414641858939977,cornet_z_sl,imagenet_vggface,pIT
5,EVC,0.13450775854711933,0.020018004251078678,0.1337392645758242,cornet_z_sl,imagenet_vggface,pIT
6,LOC,0.3169904906967977,0.017665414945110935,0.40607047278426245,cornet_z_sl,imagenet_vggface,pIT
6,FFA,0.2845690004824747,0.02050906204818165,0.3287730597759673,cornet_z_sl,imagenet_vggface,pIT
6,A1,0.6265747283325432,0.009758460844431544,0.6576756063331107,cornet_z_sl,imagenet_vggface,pIT
6,EVC,0.32594483811287017,0.01432913770025018,0.3187450683467369,cornet_z_sl,imagenet_vggface,pIT
7,LOC,0.43581687384651013,0.006688049954205732,0.4732735066616107,cornet_z_sl,imagenet_vggface,pIT
7,FFA,0.46306669518124144,0.011359687338043462,0.5340693422445575,cornet_z_sl,imagenet_vggface,pIT
7,A1,0.6538220342356902,0.013428642409695884,0.6784468718687925,cornet_z_sl,imagenet_vggface,pIT
7,EVC,0.45971234855266446,0.009179167875005577,0.4300344189140201,cornet_z_sl,imagenet_vggface,pIT
18,LOC,0.6559004835395026,0.006522353420760354,0.7237245929103777,cornet_z_sl,imagenet_vggface,pIT
18,FFA,0.6284356176313347,0.006543336029461414,0.7183466393940152,cornet_z_sl,imagenet_vggface,pIT
18,A1,0.725666017057158,0.00682501810554754,0.8311805425613935,cornet_z_sl,imagenet_vggface,pIT
18,EVC,0.5985308056962786,0.005343302833204076,0.5984854473177315,cornet_z_sl,imagenet_vggface,pIT
5,LOC,0.34097795916543383,0.014232112964649806,0.38984022962305453,cornet_z_sl,imagenet_vggface,aIT
5,FFA,0.24281757503270374,0.015982340197323704,0.2506621250052532,cornet_z_sl,imagenet_vggface,aIT
5,A1,0.5442684798688583,0.011120527597144382,0.5304173961434457,cornet_z_sl,imagenet_vggface,aIT
