age,roi,corr,architecture,train_type,layer,se
infant,LOC,0.8354693879006321,cornet_z_sl,imagenet_noface,aIT,0.007120390449895177
infant,FFA,0.8265764496113753,cornet_z_sl,imagenet_noface,aIT,0.0064599979289176905
infant,A1,0.7190796566470068,cornet_z_sl,imagenet_noface,aIT,0.012951230791107531
infant,EVC,0.8049938943208301,cornet_z_sl,imagenet_noface,aIT,0.006536024460765747
infant,lLOC,0.816917137575978,cornet_z_sl,imagenet_noface,aIT,0.008695583428182878
infant,lFFA,0.7554861476921659,cornet_z_sl,imagenet_noface,aIT,0.009850636041078468
infant,lA1,0.5972511688742049,cornet_z_sl,imagenet_noface,aIT,0.011717724614316097
infant,lEVC,0.767395117986587,cornet_z_sl,imagenet_noface,aIT,0.009501339781879128
infant,rLOC,0.7947136840310371,cornet_z_sl,imagenet_noface,aIT,0.006742259792178286
infant,rFFA,0.7996075377894292,cornet_z_sl,imagenet_noface,aIT,0.008534050378638006
infant,rA1,0.627365791563,cornet_z_sl,imagenet_noface,aIT,0.015847159737135304
infant,rEVC,0.8003286396429914,cornet_z_sl,imagenet_noface,aIT,0.006324509906196233
adult,LOC,0.831230684721478,cornet_z_sl,imagenet_noface,aIT,0.006190183027610181
adult,FFA,0.8910144937861004,cornet_z_sl,imagenet_noface,aIT,0.004072314408259464
adult,A1,0.8236999966845365,cornet_z_sl,imagenet_noface,aIT,0.005061395277755797
adult,EVC,0.785193859741709,cornet_z_sl,imagenet_noface,aIT,0.006796494628948838
adult,lLOC,0.805874743713751,cornet_z_sl,imagenet_noface,aIT,0.008190835011650357
adult,lFFA,0.8273142897853614,cornet_z_sl,imagenet_noface,aIT,0.00704693388829011
adult,lA1,0.8084346057037457,cornet_z_sl,imagenet_noface,aIT,0.004006883666673295
adult,lEVC,0.7631864266591118,cornet_z_sl,imagenet_noface,aIT,0.00984698128313316
adult,rLOC,0.7927977728572259,cornet_z_sl,imagenet_noface,aIT,0.009984835888779721
adult,rFFA,0.8439228382421223,cornet_z_sl,imagenet_noface,aIT,0.004409614739959596
adult,rA1,0.7730039919762647,cornet_z_sl,imagenet_noface,aIT,0.00889046447054492
adult,rEVC,0.7632481923178254,cornet_z_sl,imagenet_noface,aIT,0.008311068317714339
infant,LOC,0.8456860490724853,cornet_z_sl,imagenet_oneface,aIT,0.006690667089849224
infant,FFA,0.8161974279657696,cornet_z_sl,imagenet_oneface,aIT,0.006058244435858175
infant,A1,0.7119561281597313,cornet_z_sl,imagenet_oneface,aIT,0.015299845407593068
infant,EVC,0.8082131127649619,cornet_z_sl,imagenet_oneface,aIT,0.0074907126154744345
infant,lLOC,0.808258707114905,cornet_z_sl,imagenet_oneface,aIT,0.009019526139803294
infant,lFFA,0.7542330805345697,cornet_z_sl,imagenet_oneface,aIT,0.010179458341518512
infant,lA1,0.5841378798591728,cornet_z_sl,imagenet_oneface,aIT,0.017217878435987027
infant,lEVC,0.7851907103199837,cornet_z_sl,imagenet_oneface,aIT,0.007057363235718946
infant,rLOC,0.7927848199067777,cornet_z_sl,imagenet_oneface,aIT,0.009760110672278138
infant,rFFA,0.7870332863589938,cornet_z_sl,imagenet_oneface,aIT,0.007781173884864115
infant,rA1,0.6622173824621848,cornet_z_sl,imagenet_oneface,aIT,0.013181766734793541
infant,rEVC,0.7927971932295689,cornet_z_sl,imagenet_oneface,aIT,0.009090563739070967
adult,LOC,0.8129395100910713,cornet_z_sl,imagenet_oneface,aIT,0.009395937264552987
adult,FFA,0.8689648294864212,cornet_z_sl,imagenet_oneface,aIT,0.0045209906713568416
adult,A1,0.8121451556976161,cornet_z_sl,imagenet_oneface,aIT,0.006475930657013999
adult,EVC,0.7668349217097314,cornet_z_sl,imagenet_oneface,aIT,0.006407355994792519
adult,lLOC,0.7982041045397692,cornet_z_sl,imagenet_oneface,aIT,0.009280196972398395
adult,lFFA,0.8114606355598412,cornet_z_sl,imagenet_oneface,aIT,0.007236846065903251
adult,lA1,0.8075056410948486,cornet_z_sl,imagenet_oneface,aIT,0.005143937879419543
adult,lEVC,0.7450753062740986,cornet_z_sl,imagenet_oneface,aIT,0.011202150676248409
adult,rLOC,0.8023684850168437,cornet_z_sl,imagenet_oneface,aIT,0.007998050709818107
adult,rFFA,0.834178923964856,cornet_z_sl,imagenet_oneface,aIT,0.004357014883182479
adult,rA1,0.7689448687751891,cornet_z_sl,imagenet_oneface,aIT,0.006142621014960811
adult,rEVC,0.7504689721155746,cornet_z_sl,imagenet_oneface,aIT,0.010379862988866754
infant,LOC,0.831822775952045,cornet_z_sl,imagenet_vggface,aIT,0.007302414206498076
infant,FFA,0.8232743476035118,cornet_z_sl,imagenet_vggface,aIT,0.006920075116579274
infant,A1,0.7032859770859667,cornet_z_sl,imagenet_vggface,aIT,0.007155192599399429
infant,EVC,0.7890280888504878,cornet_z_sl,imagenet_vggface,aIT,0.007623366819953284
infant,lLOC,0.7812232799330503,cornet_z_sl,imagenet_vggface,aIT,0.006269767786655347
infant,lFFA,0.7554818634354874,cornet_z_sl,imagenet_vggface,aIT,0.010228970344982317
infant,lA1,0.6081238236044656,cornet_z_sl,imagenet_vggface,aIT,0.015693050980019472
infant,lEVC,0.7812007906317141,cornet_z_sl,imagenet_vggface,aIT,0.00763512713525929
infant,rLOC,0.8098329014039904,cornet_z_sl,imagenet_vggface,aIT,0.00831921142268812
infant,rFFA,0.7893609807324922,cornet_z_sl,imagenet_vggface,aIT,0.006688171956159745
infant,rA1,0.6562544625444208,cornet_z_sl,imagenet_vggface,aIT,0.011913321946620441
infant,rEVC,0.7906319016887424,cornet_z_sl,imagenet_vggface,aIT,0.005761244219082107
adult,LOC,0.8234685507815097,cornet_z_sl,imagenet_vggface,aIT,0.005565456429413843
adult,FFA,0.8801261631808618,cornet_z_sl,imagenet_vggface,aIT,0.005057612842013405
adult,A1,0.8119681628605566,cornet_z_sl,imagenet_vggface,aIT,0.005358260508298171
adult,EVC,0.7914850829893132,cornet_z_sl,imagenet_vggface,aIT,0.008132587343266594
adult,lLOC,0.8066349244153743,cornet_z_sl,imagenet_vggface,aIT,0.0054274191162335325
adult,lFFA,0.8220295352953391,cornet_z_sl,imagenet_vggface,aIT,0.007511179436655064
adult,lA1,0.8018812716058126,cornet_z_sl,imagenet_vggface,aIT,0.006895116407318146
adult,lEVC,0.7482838949019139,cornet_z_sl,imagenet_vggface,aIT,0.009292980574017807
adult,rLOC,0.7989132007733757,cornet_z_sl,imagenet_vggface,aIT,0.00821111755201858
adult,rFFA,0.8484483942457105,cornet_z_sl,imagenet_vggface,aIT,0.004181158413979852
adult,rA1,0.7877170368978816,cornet_z_sl,imagenet_vggface,aIT,0.004638427266311034
adult,rEVC,0.7566718648810259,cornet_z_sl,imagenet_vggface,aIT,0.006200527529053017
infant,LOC,0.8448382982340765,cornet_z_sl,vggface_oneobject,aIT,0.006982078285873114
infant,FFA,0.8049728027223686,cornet_z_sl,vggface_oneobject,aIT,0.00887512781905392
infant,A1,0.7290397478938309,cornet_z_sl,vggface_oneobject,aIT,0.007730682509630469
infant,EVC,0.8053594203348563,cornet_z_sl,vggface_oneobject,aIT,0.009140578682326532
infant,lLOC,0.7876681636099067,cornet_z_sl,vggface_oneobject,aIT,0.009742953931730636
infant,lFFA,0.7458764676054509,cornet_z_sl,vggface_oneobject,aIT,0.010961130019502417
infant,lA1,0.631667914751518,cornet_z_sl,vggface_oneobject,aIT,0.017402738532218374
infant,lEVC,0.8001294231890952,cornet_z_sl,vggface_oneobject,aIT,0.006773845043629802
infant,rLOC,0.822345411851415,cornet_z_sl,vggface_oneobject,aIT,0.008056837748154294
infant,rFFA,0.7951984956863436,cornet_z_sl,vggface_oneobject,aIT,0.007334835910816358
infant,rA1,0.6840148162192062,cornet_z_sl,vggface_oneobject,aIT,0.011308598038572266
infant,rEVC,0.7983084510360094,cornet_z_sl,vggface_oneobject,aIT,0.008771853684585235
adult,LOC,0.8069583005493156,cornet_z_sl,vggface_oneobject,aIT,0.006195554586049492
adult,FFA,0.874182983668627,cornet_z_sl,vggface_oneobject,aIT,0.0041871951763346165
adult,A1,0.8250216683136621,cornet_z_sl,vggface_oneobject,aIT,0.005580823470173577
adult,EVC,0.7860730557913302,cornet_z_sl,vggface_oneobject,aIT,0.007150645153452719
adult,lLOC,0.7950038101527265,cornet_z_sl,vggface_oneobject,aIT,0.008131726810481603
adult,lFFA,0.8065449108036985,cornet_z_sl,vggface_oneobject,aIT,0.006265307310205918
adult,lA1,0.8072996089248823,cornet_z_sl,vggface_oneobject,aIT,0.006907325347717777
adult,lEVC,0.7612369864256412,cornet_z_sl,vggface_oneobject,aIT,0.009722726939946505
adult,rLOC,0.802952529219864,cornet_z_sl,vggface_oneobject,aIT,0.007800285030098921
adult,rFFA,0.8437566992463446,cornet_z_sl,vggface_oneobject,aIT,0.006053073271012338
adult,rA1,0.7856226629313948,cornet_z_sl,vggface_oneobject,aIT,0.006542311524646317
adult,rEVC,0.7474847874962677,cornet_z_sl,vggface_oneobject,aIT,0.005975216873996919
infant,LOC,0.8329053726322801,cornet_z_sl,vggface,aIT,0.007849945060870358
infant,FFA,0.8047017694616697,cornet_z_sl,vggface,aIT,0.005873738360178016
infant,A1,0.7341346522303729,cornet_z_sl,vggface,aIT,0.011268232396335738
