age,roi,corr,se,noise_ceiling,architecture,train_type,layer
infant,LOC,0.3233722478722413,0.025141347836324827,0.3981821418472113,cornet_z_sl,random,V4
infant,FFA,0.34870970267520185,0.02435353120140589,0.3294152213495877,cornet_z_sl,random,V4
infant,A1,0.07119278781059404,0.015147667494446154,0.1424528255487174,cornet_z_sl,random,V4
infant,EVC,0.45172837678169964,0.01653428950285242,0.5959387602896241,cornet_z_sl,random,V4
adult,LOC,0.6852760101309747,0.010229998271249973,0.8380255601462873,cornet_z_sl,random,pIT
adult,FFA,0.7218365201371076,0.011015794675354558,0.7720923415286775,cornet_z_sl,random,pIT
adult,A1,0.519540537171957,0.017097860660345545,0.6902406857288144,cornet_z_sl,random,pIT
adult,EVC,0.8103606782275371,0.005576391638684384,0.896690295834244,cornet_z_sl,random,pIT
infant,LOC,0.3574584893700668,0.026871177827887678,0.38215746486546204,cornet_z_sl,random,pIT
infant,FFA,0.34875857328716353,0.02006128238783533,0.2954719176570926,cornet_z_sl,random,pIT
infant,A1,0.042664659734165125,0.021823173143902325,0.1139419029326058,cornet_z_sl,random,pIT
infant,EVC,0.4686841306374646,0.015049208854109623,0.603097241427179,cornet_z_sl,random,pIT
adult,LOC,0.674531553948251,0.006865187349262036,0.8244301227932151,cornet_z_sl,random,aIT
adult,FFA,0.6590930272762665,0.010532589068114287,0.7711941987000921,cornet_z_sl,random,aIT
adult,A1,0.4645694207572819,0.014856286658295689,0.69288266942664,cornet_z_sl,random,aIT
adult,EVC,0.8241028566088486,0.005464368032627006,0.8922482207142952,cornet_z_sl,random,aIT
infant,LOC,0.3557600370591737,0.017047500503207805,0.40264241300926057,cornet_z_sl,random,aIT
infant,FFA,0.371609523288788,0.026779351791328232,0.30642442490168403,cornet_z_sl,random,aIT
infant,A1,0.0360695271590558,0.026043739726647787,0.09595398761996415,cornet_z_sl,random,aIT
infant,EVC,0.4910430291321638,0.015663192804907123,0.5821793806077211,cornet_z_sl,random,aIT
adult,LOC,0.6457944069066957,0.009090546471702779,0.8220489268984377,cornet_z_sl,random,decoder
adult,FFA,0.6150333244976738,0.009740738753660636,0.764478171605665,cornet_z_sl,random,decoder
adult,A1,0.45195176028139966,0.014140868725198404,0.7150432533543176,cornet_z_sl,random,decoder
adult,EVC,0.7148664911147492,0.006711403440431037,0.8931282426242818,cornet_z_sl,random,decoder
infant,LOC,0.2923912538534363,0.017837376453278566,0.39666883005987974,cornet_z_sl,random,decoder
infant,FFA,0.3547738981340596,0.019497604060849546,0.32436714279713413,cornet_z_sl,random,decoder
infant,A1,-0.015447478501859856,0.01985662771831113,0.13405234317771483,cornet_z_sl,random,decoder
infant,EVC,0.32061372955442213,0.01624286403216635,0.5642327103203416,cornet_z_sl,random,decoder
