age,roi,corr,seed_age,seed_roi,se
infant,LOC,0.7164789172142161,adult,LOC,0.006991963082026076
infant,FFA,0.7031226557012245,adult,LOC,0.008780528702731858
infant,A1,0.5746346186993201,adult,LOC,0.010084205783048104
infant,EVC,0.6964911000313071,adult,LOC,0.006546600947457715
infant,lLOC,0.6571060474884087,adult,LOC,0.009242578526503975
infant,lFFA,0.6044897709212481,adult,LOC,0.006305878449836195
infant,lA1,0.4691589006810112,adult,LOC,0.014228627451292938
infant,lEVC,0.6927903889012365,adult,LOC,0.009410700126175165
infant,rLOC,0.6787263796551658,adult,LOC,0.008266316343149874
infant,rFFA,0.6947427692639467,adult,LOC,0.008421567435062574
infant,rA1,0.558283753817634,adult,LOC,0.01106749456641636
infant,rEVC,0.6976966260379271,adult,LOC,0.008436148559154562
adult,LOC,0.8004324945320931,adult,LOC,0.00805905003825269
adult,FFA,0.6971776457269669,adult,LOC,0.007042685849953161
adult,A1,0.7147473635851505,adult,LOC,0.004284509052527971
adult,EVC,0.7680321557577802,adult,LOC,0.006941034454718865
adult,lLOC,0.8180161506640571,adult,LOC,0.00832109179077266
adult,lFFA,0.6594391980032739,adult,LOC,0.012815186334123036
adult,lA1,0.6885579192691865,adult,LOC,0.005264005619892901
adult,lEVC,0.7016512619318768,adult,LOC,0.010893826471767079
adult,rLOC,0.8062662973435482,adult,LOC,0.009607750432937679
adult,rFFA,0.6659320632357055,adult,LOC,0.006793870848472954
adult,rA1,0.7129633610949033,adult,LOC,0.005740624161455862
adult,rEVC,0.7529330284610416,adult,LOC,0.009530664293213467
infant,LOC,0.7752116820140638,adult,FFA,0.007040945680353884
infant,FFA,0.7823917662826123,adult,FFA,0.006098384400655584
infant,A1,0.6006429263738161,adult,FFA,0.011873609281920987
infant,EVC,0.7553032823980236,adult,FFA,0.009533364249608243
infant,lLOC,0.7539079503943779,adult,FFA,0.007961165854574995
infant,lFFA,0.7078756835848449,adult,FFA,0.010342819036146316
infant,lA1,0.48003198791602986,adult,FFA,0.011822577671276235
infant,lEVC,0.7394934068467683,adult,FFA,0.006816164434635544
infant,rLOC,0.7353431684434977,adult,FFA,0.01079417167771173
infant,rFFA,0.7384534752019504,adult,FFA,0.010165080868230798
infant,rA1,0.5813463383224212,adult,FFA,0.012601161289400323
infant,rEVC,0.7466031929096741,adult,FFA,0.008034183226587109
adult,LOC,0.8105346247703424,adult,FFA,0.008783741311946104
adult,FFA,0.7844644850115013,adult,FFA,0.006815892972525547
adult,A1,0.8124151448423653,adult,FFA,0.00551269971114579
adult,EVC,0.7465748479764758,adult,FFA,0.006444306105387059
adult,lLOC,0.7919926781289578,adult,FFA,0.005255435965956042
adult,lFFA,0.7973918586416054,adult,FFA,0.011333452292756303
adult,lA1,0.7941956352605963,adult,FFA,0.004333830976110969
adult,lEVC,0.6806806906378884,adult,FFA,0.011479097558475142
adult,rLOC,0.794561354039123,adult,FFA,0.007926014090449837
adult,rFFA,0.7528554928411135,adult,FFA,0.0052848735076923645
adult,rA1,0.7688227773789477,adult,FFA,0.00823079042969724
adult,rEVC,0.7534518655491247,adult,FFA,0.007651373161434308
infant,LOC,0.8175329511992837,adult,A1,0.006277027152221091
infant,FFA,0.7702776296977765,adult,A1,0.009138540545695727
infant,A1,0.6584406219992436,adult,A1,0.009173017280442971
infant,EVC,0.7795328133742931,adult,A1,0.006650683347835077
infant,lLOC,0.7167967682788736,adult,A1,0.010891855944136877
infant,lFFA,0.7216943568533971,adult,A1,0.008964963566524807
infant,lA1,0.5560357630447208,adult,A1,0.016755527790495172
infant,lEVC,0.7318229465059292,adult,A1,0.009689857195633447
infant,rLOC,0.7615781632068216,adult,A1,0.008566283022604846
infant,rFFA,0.7482252459165347,adult,A1,0.010143507338619738
infant,rA1,0.6007314237218065,adult,A1,0.01196920083226956
infant,rEVC,0.7625476306669152,adult,A1,0.009303946495764558
adult,LOC,0.823633320778503,adult,A1,0.007261322936858942
adult,FFA,0.8278110606030229,adult,A1,0.0055585906879056105
adult,A1,0.8524213895805255,adult,A1,0.004070810362282015
adult,EVC,0.726377392788109,adult,A1,0.0073234787902494
adult,lLOC,0.7959585372342953,adult,A1,0.009767766712393107
adult,lFFA,0.7818772181456819,adult,A1,0.008161567316838824
adult,lA1,0.836104518502761,adult,A1,0.005403736897857862
adult,lEVC,0.6445260431378357,adult,A1,0.007032934649287837
adult,rLOC,0.7916847207284572,adult,A1,0.006968158155205128
adult,rFFA,0.7988736935434957,adult,A1,0.006202487728573299
adult,rA1,0.8271091177374558,adult,A1,0.005455488041296376
adult,rEVC,0.7434876543511006,adult,A1,0.007874013324169605
infant,LOC,0.49797941703341453,adult,EVC,0.008911884311497613
infant,FFA,0.4615846740620649,adult,EVC,0.008815027425507587
infant,A1,0.36543709158871984,adult,EVC,0.01095839553226975
infant,EVC,0.5258647006530539,adult,EVC,0.006898551760118569
infant,lLOC,0.4532725438787925,adult,EVC,0.011072678910299519
infant,lFFA,0.3798315816219393,adult,EVC,0.009173433964895015
infant,lA1,0.2637293321278848,adult,EVC,0.016578137442568863
infant,lEVC,0.48551156596212797,adult,EVC,0.01175787722578887
infant,rLOC,0.4616835995550021,adult,EVC,0.011054728826268583
infant,rFFA,0.45943527652550326,adult,EVC,0.009692418191285426
infant,rA1,0.3750812995561369,adult,EVC,0.012510886166039768
infant,rEVC,0.5341118516302317,adult,EVC,0.00943692000999857
adult,LOC,0.6137672212407435,adult,EVC,0.008768709980228955
adult,FFA,0.48784010757751545,adult,EVC,0.006979128590306862
adult,A1,0.5476013661062693,adult,EVC,0.009011100396167157
adult,EVC,0.7196126406286715,adult,EVC,0.0105931352697274
adult,lLOC,0.5505266480839806,adult,EVC,0.008654122830912778
adult,lFFA,0.4528318284879379,adult,EVC,0.010252832141084583
adult,lA1,0.5651302926219973,adult,EVC,0.00774202760945053
adult,lEVC,0.5997882413024269,adult,EVC,0.012157547308938818
adult,rLOC,0.643796737872987,adult,EVC,0.00965372062663094
adult,rFFA,0.46728701593669963,adult,EVC,0.007488400969067501
adult,rA1,0.5330997963306849,adult,EVC,0.007472025961708253
adult,rEVC,0.7608373841339333,adult,EVC,0.0085656761465177
infant,LOC,0.6463566326934412,adult,lLOC,0.006341204415498547
infant,FFA,0.5888810423267575,adult,lLOC,0.007274651955165735
infant,A1,0.5200462063455564,adult,lLOC,0.009923043281795415
infant,EVC,0.6240207117611646,adult,lLOC,0.009028900282567618
infant,lLOC,0.6376432437500932,adult,lLOC,0.008218153532822195
infant,lFFA,0.5351511972367569,adult,lLOC,0.009759364258164907
infant,lA1,0.4631340748608472,adult,lLOC,0.010407790869445654
infant,lEVC,0.598630754422694,adult,lLOC,0.006620661125286653
infant,rLOC,0.629077108630571,adult,lLOC,0.006576361744846158
infant,rFFA,0.5743348876916013,adult,lLOC,0.010438803573939455
infant,rA1,0.5105634588732795,adult,lLOC,0.012062916282905463
infant,rEVC,0.5967386817324402,adult,lLOC,0.008887593247866326
adult,LOC,0.7564860684891024,adult,lLOC,0.007251209184184631
