age,roi,corr,se,ci_low,ci_high,architecture,train_type,layer
infant,LOC,0.0171432560875831,0.0211075876680561,-0.2203018084859588,0.2315185598484068,cornet_z_sl,imagenet_noface,V1
infant,FFA,0.2827389670768118,0.0249239489483714,-0.0482825252548295,0.4691740782812232,cornet_z_sl,imagenet_noface,V1
infant,A1,0.0186935810078084,0.0240630095697987,-0.2308357545342913,0.2871239263943235,cornet_z_sl,imagenet_noface,V1
infant,EVC,0.3025873662085846,0.0203678473427929,0.0082953553877794,0.4595233973798626,cornet_z_sl,imagenet_noface,V1
infant,lLOC,0.0916878220969379,0.0244167061902179,-0.2004270768799881,0.3241780992504443,cornet_z_sl,imagenet_noface,V1
infant,lFFA,0.1484895727051184,0.0209402016774531,-0.122690921406314,0.3402436874774157,cornet_z_sl,imagenet_noface,V1
infant,lA1,0.1340475893305202,0.0246600353419609,-0.142141074337469,0.3521235981220348,cornet_z_sl,imagenet_noface,V1
infant,lEVC,0.3136720013077847,0.0215302059026453,0.0314435393928019,0.4811167335383169,cornet_z_sl,imagenet_noface,V1
infant,rLOC,0.0298224520791568,0.021453128914759,-0.2071831700782431,0.2551898816442984,cornet_z_sl,imagenet_noface,V1
infant,rFFA,0.1931661501058722,0.032596725805832,-0.188374438577349,0.4858196158336281,cornet_z_sl,imagenet_noface,V1
infant,rA1,-0.0206156646464655,0.0206834592944201,-0.2252328312837795,0.2270381242749024,cornet_z_sl,imagenet_noface,V1
infant,rEVC,0.2747798223902989,0.0193794263571214,0.0562512406253486,0.4302649818453593,cornet_z_sl,imagenet_noface,V1
adult,LOC,0.3563782056539445,0.0206593867380432,0.036931191820548,0.54083721450785,cornet_z_sl,imagenet_noface,V1
adult,FFA,0.2575333825350197,0.0126711965106886,0.1197739013560855,0.3896107858418208,cornet_z_sl,imagenet_noface,V1
adult,A1,0.0888766276516221,0.0188907413848014,-0.0913106631944849,0.2749666293230434,cornet_z_sl,imagenet_noface,V1
adult,EVC,0.2334473307411001,0.0099253548575757,0.118147464928063,0.3351327922420339,cornet_z_sl,imagenet_noface,V1
adult,lLOC,0.4142878860323028,0.0157504673852138,0.2537460179538665,0.5716486578942341,cornet_z_sl,imagenet_noface,V1
adult,lFFA,0.204861603433265,0.014480546876884,0.0220745335459611,0.3689968417544034,cornet_z_sl,imagenet_noface,V1
adult,lA1,0.0743430815064814,0.0213432554270477,-0.2127863467087199,0.2734929779374951,cornet_z_sl,imagenet_noface,V1
adult,lEVC,0.2427424783586266,0.0122672178534467,0.1105119224242697,0.3625137603010104,cornet_z_sl,imagenet_noface,V1
adult,rLOC,0.2373127641053923,0.017268211670377,0.0292071179025619,0.4361117246829706,cornet_z_sl,imagenet_noface,V1
adult,rFFA,0.2432208163446685,0.0166165839151288,0.0670168500737258,0.4186276568883234,cornet_z_sl,imagenet_noface,V1
adult,rA1,0.0508008687644425,0.018255060279116,-0.0824780728976168,0.2411806916534057,cornet_z_sl,imagenet_noface,V1
adult,rEVC,0.260606440869765,0.0113537877401196,0.120193106765683,0.3679806491091433,cornet_z_sl,imagenet_noface,V1
infant,LOC,0.1166293934001572,0.0243028501005845,-0.1754044357063906,0.3291986687375736,cornet_z_sl,imagenet_noface,V2
infant,FFA,0.2757853783407218,0.0266558677494658,-0.0644622697174734,0.5311317004035717,cornet_z_sl,imagenet_noface,V2
infant,A1,0.0548405590182895,0.0226641678863285,-0.2050715538953694,0.2559206033836583,cornet_z_sl,imagenet_noface,V2
infant,EVC,0.3776937518536538,0.0202111990402816,0.1508438703985698,0.537452677765529,cornet_z_sl,imagenet_noface,V2
infant,lLOC,0.1506385714510532,0.0262515131747797,-0.1833887644883962,0.4314141455808897,cornet_z_sl,imagenet_noface,V2
infant,lFFA,0.2377033712308632,0.0256387666056446,-0.106543380279483,0.5126884425807233,cornet_z_sl,imagenet_noface,V2
infant,lA1,0.1959886996472231,0.0263111114806818,-0.1210963406071806,0.4465159707485084,cornet_z_sl,imagenet_noface,V2
infant,lEVC,0.36759903096219,0.0227081914332133,0.1020807618458175,0.571571366125337,cornet_z_sl,imagenet_noface,V2
infant,rLOC,-0.0115512027048701,0.0240444122512882,-0.2874167247335276,0.2677530074606727,cornet_z_sl,imagenet_noface,V2
infant,rFFA,0.2360951391270844,0.0299695302447337,-0.1664261196309334,0.4940647097698118,cornet_z_sl,imagenet_noface,V2
infant,rA1,-0.0263048514606356,0.0190076285539403,-0.245107247830742,0.1992300790421512,cornet_z_sl,imagenet_noface,V2
infant,rEVC,0.3496799090844538,0.0179767828272052,0.142597062887613,0.5108175056588156,cornet_z_sl,imagenet_noface,V2
adult,LOC,0.3543052223590491,0.0167174022861956,0.1507074449580843,0.501252114949826,cornet_z_sl,imagenet_noface,V2
adult,FFA,0.1512729588093319,0.0127006769879782,0.0223108931597947,0.2831197310136285,cornet_z_sl,imagenet_noface,V2
adult,A1,0.0109151803537465,0.0265946072719969,-0.3400675272572687,0.2600983308077333,cornet_z_sl,imagenet_noface,V2
adult,EVC,0.6073931766038795,0.0074783298612005,0.5294380596037186,0.6730207887248392,cornet_z_sl,imagenet_noface,V2
adult,lLOC,0.3576120323021781,0.0130712845430691,0.228471012725443,0.4994729412176785,cornet_z_sl,imagenet_noface,V2
adult,lFFA,0.160777240328116,0.0166054735774966,-0.0063014049196373,0.3733613459767265,cornet_z_sl,imagenet_noface,V2
adult,lA1,0.0376958368620307,0.0229360737396226,-0.2770809571134305,0.2432928450071053,cornet_z_sl,imagenet_noface,V2
