,model_arch,train_type1,layer1,train_type2,layer2,age,roi,corr,se,ci_low,ci_high
0,cornet_z_sl,imagenet_noface,V1,vggface,pIT,FFA,infant,0.292336085,0.034122151,-0.045195159,0.665164276
