Face,Human,0.7666666666666667
Face,Human,0.7625
Face,Human,0.7958333333333333
Face,Human,0.7791666666666667
Face,Human,0.7666666666666667
Face,Human,0.8083333333333333
Face,Human,0.7958333333333333
Face,Human,0.7625
Face,Human,0.7625
Face,Human,0.7708333333333334
Face,Human,0.7875
Face,Human,0.7875
Face,Human,0.7666666666666667
Face,Human,0.7916666666666666
Face,Human,0.7333333333333333
Face,Human,0.7458333333333333
Face,Human,0.7541666666666667
Face,Human,0.7458333333333333
Face,Human,0.7916666666666666
Face,Human,0.7458333333333333
