image,upright,invert,pref,top_ratio
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_37.png,2.6741132527811105,2.358821347715954,0.531322869269354,0.5679236816043576
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_30.png,2.769883577030577,2.401716510154551,0.5355950828243969,0.5917449312749405
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_42.png,2.5817333312857835,2.1347703880134534,0.5473828676783847,0.5900752435769638
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_39.png,2.332668226483642,2.199284043903185,0.5147159738918733,0.5437330295558815
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_45.png,3.22902462742907,2.9065386889047646,0.5262800595395859,0.568268972740887
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_28.png,3.7486336632132136,2.6537371539317145,0.5855071145168187,0.5943033414027901
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_54.png,3.4859272862891437,3.5315597262918748,0.4967486623116708,0.5484740281614229
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_53.png,3.710638644846697,3.038670557203016,0.5497805084585257,0.5753352719406191
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_21.png,3.247524487142647,2.4416241185751812,0.5708278535524193,0.5614554410763595
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_26.png,2.8252632616786286,2.6473136898865435,0.5162582978153639,0.5334811456558068
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_13.png,2.7335405470006853,2.159225848180914,0.5586901818351022,0.598973463459216
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_1.png,3.1851499789191187,2.644971107132733,0.5463265568427665,0.5454633276361744
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_6.png,3.5575575854041075,2.6232798480128836,0.575578572277278,0.585986396730106
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_14.png,2.8742966836097796,2.805626746840895,0.506044970289629,0.5321709195881381
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_8.png,3.4859863751796913,3.5117964450747694,0.4981558394595805,0.5626461248560561
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_38.png,2.901826663765648,2.976008977680132,0.4936896573467102,0.5832217921354412
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_44.png,3.634204586088075,3.4779490051851156,0.5109851101285755,0.5703071055140894
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_43.png,3.1626205113838965,2.6762111211570576,0.5416529727896232,0.6151158113498475
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_31.png,3.040640232131721,2.364746754761576,0.5625203596901587,0.5791163708086785
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_36.png,3.2357072124976924,2.6432769888140237,0.5503854240288216,0.6142202065168276
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_60.png,2.941938953312735,2.5149864416357666,0.5391202445311237,0.5825033925071224
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_9.png,3.045245977198264,2.643202683476151,0.5353385709975317,0.5484630213548127
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_7.png,2.8522514993257255,2.3479771827666185,0.5484857827787113,0.5599307361949151
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_15.png,3.5295139151955803,2.8255779379307002,0.5553836194294022,0.5905024697118402
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_12.png,2.929082260728374,2.833591802324466,0.5082852558863378,0.5917306204050046
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_27.png,3.657006577124454,2.7294404359645403,0.5726198885905474,0.6140866044239199
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_20.png,3.3510619948328233,3.0636303379993746,0.5224041654626437,0.5391408581633153
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_52.png,1.9824875848530565,2.256627058937208,0.46766548004478614,0.5439933719966861
/home/vayzenbe/GitHub_Repos/GiNN//Stim//schematic/schematic_29.png,2.7135137406218313,2.2934115169073146,0.5419521165292801,0.6227929510185728
