,age,model,epoch,noise_ceil,noise_ceil_se,fit,fit_se
71,5yo,imagenet_objects,15,0.9240089112489149,0.005330787492302921,0.3922590956071803,0.008838621698905392
72,5yo,imagenet_objects,20,0.9238320832619473,0.004071791569453264,0.4089347053606039,0.009332955094456256
73,5yo,imagenet_objects,25,0.9267482599637049,0.004140951276558372,0.4126389167432815,0.008237846616312305
74,5yo,imagenet_objects,30,0.9253910948042771,0.0037255082439797793,0.4115348238826584,0.009799198476148787
75,5yo,imagenet_oneface,0,0.9216344480818505,0.00530366090981959,0.16150232909322007,0.016370528546736766
76,5yo,imagenet_oneface,1,0.9357773530097863,0.0031852683217307386,0.12456183106906968,0.01135101354230215
77,5yo,imagenet_oneface,5,0.9177494216315691,0.005526499479705365,0.3837763829012511,0.010565720216563731
78,5yo,imagenet_oneface,10,0.930532446142843,0.0034543289877857412,0.39220827051704704,0.008914023045151192
79,5yo,imagenet_oneface,15,0.9242893393467847,0.005312754640851686,0.4124058386475534,0.010170128274966926
80,5yo,imagenet_oneface,20,0.9286094143287416,0.0031676150556583073,0.4186052238191472,0.009116862460163182
81,5yo,imagenet_oneface,25,0.9192973210060287,0.004712692876285326,0.40908843867305833,0.010294094163456245
82,5yo,imagenet_oneface,30,0.9282990848540212,0.004196425740962511,0.4305286493295667,0.009611508416600521
83,5yo,mixed_imagenet_vggface,0,0.9302797842297679,0.0039055261794920335,0.06441368369625998,0.011780460687607885
84,5yo,mixed_imagenet_vggface,1,0.9234617142707138,0.0054516538356746535,0.441457915249712,0.00759128980486381
85,5yo,mixed_imagenet_vggface,5,0.9284015218176888,0.003711473505123567,0.4301560793540879,0.00859873294007804
86,5yo,mixed_imagenet_vggface,10,0.9327869324861768,0.0027912596699385343,0.44540374677282524,0.009854376335185733
87,5yo,mixed_imagenet_vggface,15,0.9279932511421071,0.00415262376785273,0.49145286237932395,0.007570206229119178
88,5yo,mixed_imagenet_vggface,20,0.9302775176705119,0.0032412333171746165,0.4936570665156047,0.008093132214405208
89,5yo,mixed_imagenet_vggface,25,0.9239140283765167,0.004190523754841332,0.49238645591422525,0.008450976314189491
90,5yo,mixed_imagenet_vggface,30,0.9194784820412865,0.004340446312063216,0.4862662058220957,0.008159266712543925
91,5yo,vggface,0,0.9308479952667394,0.003979980505131009,0.06139767328495334,0.011982258659087107
92,5yo,vggface,1,0.9250179155461762,0.004907240110368331,0.17254562422313252,0.011079286618863768
93,5yo,vggface,5,0.9279049073979767,0.003504791046679222,0.17048258248941459,0.010281983692388046
94,5yo,vggface,10,0.9269353554048659,0.0042205385888966175,0.1493549598783583,0.014284367598549438
95,5yo,vggface,15,0.9223693079660663,0.0035742912140190124,0.14025390810150018,0.011281491843948672
96,5yo,vggface,20,0.9253191365943719,0.0038508536679862765,0.1854676740497272,0.011657128766631995
97,5yo,vggface,25,0.9262375300568988,0.004439470097291042,0.20987878543286093,0.011966800026327025
98,5yo,vggface,30,0.9308437595641832,0.0037627654279544422,0.19554108104735402,0.00917744594379359
99,7yo,random,0,0.6960232016275446,0.018551792362022722,-0.0829082020936711,0.020796134314067505
100,7yo,imagenet_objects,0,0.7007325889168426,0.015724739558130262,0.04288918611476977,0.026389813612681067
101,7yo,imagenet_objects,1,0.7335176608052102,0.011410619940242513,0.24816323592949321,0.016187608146121715
102,7yo,imagenet_objects,5,0.6836454359251511,0.021822122181592782,0.13470461957534463,0.02878122033429933
103,7yo,imagenet_objects,10,0.7527148347171236,0.008557679689370743,0.14787045400810034,0.021871067873926075
104,7yo,imagenet_objects,15,0.7302076389132465,0.011872224877900175,0.2586184573763917,0.02399941507035548
105,7yo,imagenet_objects,20,0.7050166262241766,0.018088298561678054,0.2471819055460488,0.026228136431045837
106,7yo,imagenet_objects,25,0.6791510652391832,0.016473273995757272,0.24438008524029872,0.024398389896470134
107,7yo,imagenet_objects,30,0.6809273274393054,0.02379140829303948,0.24565316528004455,0.02014993533861117
108,7yo,imagenet_oneface,0,0.7045285074633331,0.015400910354800982,-0.041072175743024374,0.014952349833590374
109,7yo,imagenet_oneface,1,0.7063095051356354,0.02274452576088995,-0.08815467926744462,0.022486294726832688
110,7yo,imagenet_oneface,5,0.7126661197642373,0.019778174829097425,0.21103062980563125,0.020099432147843134
111,7yo,imagenet_oneface,10,0.7066651208756517,0.01662695370151626,0.2140195868013421,0.022829621953230534
112,7yo,imagenet_oneface,15,0.7025129231143327,0.014949067533358723,0.24722342316930085,0.022203886459159237
113,7yo,imagenet_oneface,20,0.7060191345614687,0.019627824930987053,0.23178166920636128,0.017964480338019964
114,7yo,imagenet_oneface,25,0.7204537945856292,0.011612906529067558,0.2491047088804964,0.023476427768336174
115,7yo,imagenet_oneface,30,0.7248395596904698,0.019617885857690944,0.2476515073600289,0.019029828972470055
116,7yo,mixed_imagenet_vggface,0,0.7184108219905335,0.017777671973186564,0.0970715591050232,0.013937429660867853
117,7yo,mixed_imagenet_vggface,1,0.7293293597999071,0.015435139300213924,0.2424396850569669,0.02459296341569345
118,7yo,mixed_imagenet_vggface,5,0.7079684169431151,0.018123898434804026,0.182185116250048,0.026030104898462775
119,7yo,mixed_imagenet_vggface,10,0.7164703735806234,0.015461297822394322,0.18428491096321728,0.026271117731732633
120,7yo,mixed_imagenet_vggface,15,0.6991827784143648,0.01967264951390816,0.24555464766309193,0.023297043251760238
121,7yo,mixed_imagenet_vggface,20,0.7233331376666093,0.018940873714122314,0.2608765296500835,0.022967879087273248
122,7yo,mixed_imagenet_vggface,25,0.6909200523647155,0.01757694848821662,0.26870670244875966,0.022920222484367297
123,7yo,mixed_imagenet_vggface,30,0.6600639338061788,0.022248102055297293,0.22288399438940712,0.026192831356131596
124,7yo,vggface,0,0.6891299986277343,0.017565144822783863,0.08581131820888008,0.014635183722606498
125,7yo,vggface,1,0.7178412717946616,0.010703966585355702,-0.11057532809983066,0.015111837889097651
126,7yo,vggface,5,0.6643824046679111,0.026310100715391208,-0.08181410394669349,0.025149877257010168
127,7yo,vggface,10,0.7249042161012659,0.012995374316108654,-0.11258155762363917,0.015588473016745881
128,7yo,vggface,15,0.7114182860197761,0.013555324363397854,-0.12182186821870929,0.013186680640552118
129,7yo,vggface,20,0.7051535195168254,0.022885524682559978,-0.1564554699116412,0.01984994712958189
130,7yo,vggface,25,0.6925358991622852,0.02342757406042673,-0.09467453184433351,0.02235184748184888
131,7yo,vggface,30,0.7053787461543913,0.010983122160351485,-0.12419549812401215,0.01726602337025893
132,8-12yo,random,0,0.8489717164310413,0.008683917989443768,0.05478797860534135,0.01466492101061913
133,8-12yo,imagenet_objects,0,0.8539962683707444,0.00851694366747741,0.09306076619014449,0.013304549699396588
134,8-12yo,imagenet_objects,1,0.8479895888720553,0.007725084919046649,0.3996595345034155,0.011721672941280854
135,8-12yo,imagenet_objects,5,0.846800789541692,0.007626964229401481,0.3715898247463338,0.013229431430753539
136,8-12yo,imagenet_objects,10,0.8463384096641083,0.006385533387074449,0.2569515982377777,0.014964463965739331
137,8-12yo,imagenet_objects,15,0.8473030179311644,0.010201367384974859,0.39214700870799324,0.013271804948713816
138,8-12yo,imagenet_objects,20,0.8499613952357596,0.008052416981113574,0.4209175926190216,0.01330851149128957
139,8-12yo,imagenet_objects,25,0.8537326522550287,0.008100968041493371,0.41782578910057283,0.01280395499578934
140,8-12yo,imagenet_objects,30,0.8510155553596491,0.008114272906727824,0.40775218946124564,0.011375534187592407
141,8-12yo,imagenet_oneface,0,0.8510161468956386,0.009555389545059335,0.06814376920186703,0.016059302999997912
142,8-12yo,imagenet_oneface,1,0.8526645536123626,0.009287989093846719,0.009269074729559264,0.021502877095717764
143,8-12yo,imagenet_oneface,5,0.8365292809542054,0.010372548977473686,0.34948459394079767,0.017312815480505245
144,8-12yo,imagenet_oneface,10,0.8612951196518542,0.007062317421772906,0.3959867847606281,0.010175366755754565
145,8-12yo,imagenet_oneface,15,0.8426425981742726,0.008099949560907257,0.37918241436759725,0.015181770542867085
146,8-12yo,imagenet_oneface,20,0.8639116979379255,0.006116692360053544,0.4412440536489971,0.009153451312581148
147,8-12yo,imagenet_oneface,25,0.8406674278243734,0.00917907852175554,0.4209886359997442,0.011813681800989144
148,8-12yo,imagenet_oneface,30,0.8602635261073268,0.006577638166984851,0.4271341674250414,0.013118310649971734
149,8-12yo,mixed_imagenet_vggface,0,0.8472679647787449,0.011202538710868761,0.09596214228654702,0.017332313158666207
150,8-12yo,mixed_imagenet_vggface,1,0.8592106178360782,0.0073181470449901,0.4063639107442576,0.011657011778575133
151,8-12yo,mixed_imagenet_vggface,5,0.8466144536986584,0.009021773048222279,0.37160764078443065,0.017264973283861635
152,8-12yo,mixed_imagenet_vggface,10,0.8491086282154645,0.008892143882727695,0.39058868820259474,0.01678277300025235
153,8-12yo,mixed_imagenet_vggface,15,0.8559711868568678,0.009280804293673181,0.42745419260798884,0.014328955246526845
154,8-12yo,mixed_imagenet_vggface,20,0.8500333070752418,0.007516281952463534,0.47927503578005715,0.013086273017474667
155,8-12yo,mixed_imagenet_vggface,25,0.8585965392870382,0.0088276676799942,0.46938649417197087,0.013706295805832389
156,8-12yo,mixed_imagenet_vggface,30,0.849839235676978,0.007554483188780988,0.4708818751980447,0.015609164636841418
157,8-12yo,vggface,0,0.8661045671310578,0.007694698599775026,0.07451670244592566,0.009727172952161583
158,8-12yo,vggface,1,0.8385080886477204,0.009969614191513584,0.06657688976672337,0.02084579218961414
159,8-12yo,vggface,5,0.8443978701801078,0.008691323410662576,0.1056477275923741,0.017586494300059954
160,8-12yo,vggface,10,0.8351079327540176,0.01192674769043022,0.028733844868545508,0.01947917053842467
161,8-12yo,vggface,15,0.8538148090202976,0.00941130201192995,0.058967648059909755,0.019693589392059885
162,8-12yo,vggface,20,0.8569478118683466,0.007799348289773766,0.08287131740768562,0.015273100356561748
163,8-12yo,vggface,25,0.8507298384685724,0.01055824176195582,0.08676651938355012,0.02400400296128887
164,8-12yo,vggface,30,0.8536137706053288,0.008266366851490538,0.07933160934707097,0.01823432081927642
165,Adult,random,0,0.8889407710419697,0.005019634624547214,0.09448783557747104,0.012633271859430684
166,Adult,imagenet_objects,0,0.8997889330725439,0.004670133289062354,0.06851195594805246,0.01025410838431162
167,Adult,imagenet_objects,1,0.8884808315677144,0.004828116120639789,0.38513565008945316,0.009468160541983447
168,Adult,imagenet_objects,5,0.8961957001196155,0.00477762452397544,0.34564510914016106,0.010775031411791456
169,Adult,imagenet_objects,10,0.8948366012879289,0.004612659993242108,0.27420056461176967,0.013900464438762522
170,Adult,imagenet_objects,15,0.8983110817660597,0.004574783036269504,0.3765979596094868,0.010207302991608479
171,Adult,imagenet_objects,20,0.8848070975202637,0.006170729395762956,0.39015564745500103,0.009555224241407118
172,Adult,imagenet_objects,25,0.8984899070996921,0.005123804572913407,0.41112256189289365,0.009124905093020086
173,Adult,imagenet_objects,30,0.8903802124468089,0.005402627664019533,0.41389804193916757,0.007332026785025583
174,Adult,imagenet_oneface,0,0.8925925378154294,0.004567367325193979,0.13059650659594885,0.011227971073649926
175,Adult,imagenet_oneface,1,0.8998350256684776,0.004720871068346306,0.04299299147355305,0.015162634421649817
176,Adult,imagenet_oneface,5,0.8988651906735686,0.006060623501356169,0.37178636429115836,0.008151015563113003
177,Adult,imagenet_oneface,10,0.8844721007473353,0.004852792965185357,0.3468764835511343,0.00880322931287034
178,Adult,imagenet_oneface,15,0.8902859932488213,0.0057418281626223505,0.3940336327553864,0.011952357625505684
179,Adult,imagenet_oneface,20,0.8912780118078073,0.005996569075831526,0.4262080718228587,0.009340401882393844
180,Adult,imagenet_oneface,25,0.8979696269835935,0.004086814484622512,0.42970571894713483,0.009086140560227359
181,Adult,imagenet_oneface,30,0.8869063907033505,0.006333403158277612,0.40185583156922167,0.010924485137506388
182,Adult,mixed_imagenet_vggface,0,0.8981311488166867,0.004388554202645474,0.0782643173061115,0.009221451973146447
183,Adult,mixed_imagenet_vggface,1,0.8890217877966852,0.006911948545652698,0.42511038793892747,0.012719770184228743
184,Adult,mixed_imagenet_vggface,5,0.892369637996699,0.004324987155580214,0.38478423688306596,0.010308511140678931
185,Adult,mixed_imagenet_vggface,10,0.8976398220990754,0.006630016309454254,0.37992325270018373,0.012475149970505596
186,Adult,mixed_imagenet_vggface,15,0.8914761829338649,0.004343889875529832,0.44580745769773156,0.010327679424860167
187,Adult,mixed_imagenet_vggface,20,0.8823716820191376,0.0073318200749134315,0.4424003191324503,0.01497172831365162
188,Adult,mixed_imagenet_vggface,25,0.8924963146695188,0.004893300679064999,0.44710669237319994,0.013031936020340943
189,Adult,mixed_imagenet_vggface,30,0.886043074979202,0.008575962154806554,0.4421655195884341,0.013786375263734914
190,Adult,vggface,0,0.896843238459428,0.006239039812776876,0.0656085003105115,0.008768887385900906
191,Adult,vggface,1,0.8899399720688002,0.005144751880073631,0.08065618973868241,0.013137872306645258
192,Adult,vggface,5,0.8969381166815696,0.004556546551415594,0.13287592547184443,0.01265467173498374
193,Adult,vggface,10,0.8929287766342922,0.005617397490287789,0.04834099114280239,0.015640955933474757
194,Adult,vggface,15,0.8988257076200636,0.0043163325801036405,0.06413832986465781,0.012653051538473108
195,Adult,vggface,20,0.8892231496003363,0.005507952993486891,0.0840874887445126,0.012314204801543983
196,Adult,vggface,25,0.8946805160968466,0.005279427097841737,0.10147042696253711,0.01494760423122166
197,Adult,vggface,30,0.8928943618264172,0.005976983591393341,0.09427411952404566,0.01793903480694937
