,age,model,epoch,noise_ceil,noise_ceil_se,fit,fit_se
0,3yo,random,0,0.6602293898684326,0.019855483785588404,0.02712973197970566,0.027335104974087133
1,3yo,imagenet_objects,0,0.6461254085322982,0.025837069110316,0.014535002355005138,0.013534665087664268
2,3yo,imagenet_objects,1,0.6112583707294542,0.024930343571358198,0.2535422088217477,0.017731106228286043
3,3yo,imagenet_objects,5,0.6292813457442363,0.022795584088747975,0.19587326090372553,0.022443476411245996
4,3yo,imagenet_objects,10,0.6539834138624803,0.021598838217283447,0.11439907108792105,0.021167698455196473
5,3yo,imagenet_objects,15,0.6125230235034976,0.028815722043755515,0.2569802903683198,0.02555316547757546
6,3yo,imagenet_objects,20,0.6163265432147225,0.02165085538832774,0.2776951364049545,0.026222691427877864
7,3yo,imagenet_objects,25,0.6546969703517603,0.019322942509936228,0.24956455638011726,0.025047859414715764
8,3yo,imagenet_objects,30,0.639919501263606,0.016769176370980524,0.22967425374376027,0.02619241810546184
9,3yo,imagenet_oneface,0,0.6547346765680169,0.019413677365745306,0.02231283410627228,0.027716661507583226
10,3yo,imagenet_oneface,1,0.6526666810365781,0.01866550092883928,-0.0804912390157004,0.013981770551042843
11,3yo,imagenet_oneface,5,0.6064989872390035,0.02680648909619604,0.2204898634618835,0.027795137201674265
12,3yo,imagenet_oneface,10,0.6845782605097314,0.01685832195205393,0.241276845032949,0.015885068458673525
13,3yo,imagenet_oneface,15,0.6248455433829083,0.025124427902779158,0.22583998294224886,0.02468269801522968
14,3yo,imagenet_oneface,20,0.6694703228977521,0.016659405274801635,0.28485110029876676,0.019020505563334785
15,3yo,imagenet_oneface,25,0.6508479975653783,0.02248525910537827,0.27689064598699137,0.02662876837770783
16,3yo,imagenet_oneface,30,0.6422628720863038,0.0236154450147584,0.26195952066260236,0.024155166526915392
17,3yo,mixed_imagenet_vggface,0,0.6552788405130793,0.01861906122919858,-0.06456498563935889,0.015471780445520339
18,3yo,mixed_imagenet_vggface,1,0.6165516250306637,0.02373864960231341,0.2405140168739833,0.02729880327295439
19,3yo,mixed_imagenet_vggface,5,0.6158040176153314,0.02189995496357638,0.22753875560724254,0.03165385641086608
20,3yo,mixed_imagenet_vggface,10,0.6490379861259878,0.024983831193639155,0.2195934632678377,0.032871708092442435
21,3yo,mixed_imagenet_vggface,15,0.6663883872262136,0.018836957580084624,0.2893021844906332,0.023756120349998203
22,3yo,mixed_imagenet_vggface,20,0.6156241327727251,0.020443438161822907,0.29256402186976527,0.027466626488645954
23,3yo,mixed_imagenet_vggface,25,0.6542769932984598,0.01702192244149481,0.26500935010529936,0.024474584319873323
24,3yo,mixed_imagenet_vggface,30,0.6730435517902821,0.018494075359514424,0.2808964031018816,0.0272281253105808
25,3yo,vggface,0,0.6354494198566698,0.01851643058260909,0.003708850167806765,0.012936915729519835
26,3yo,vggface,1,0.6210247223305373,0.025007531774707988,-0.07493232438785953,0.021962876512160372
27,3yo,vggface,5,0.6305763761020319,0.021539742376465602,0.022037903581124115,0.021912759353975055
28,3yo,vggface,10,0.6324709326821856,0.01685135257828904,-0.02436268756850308,0.020931326869279333
29,3yo,vggface,15,0.6367414493297084,0.020660395087948886,-0.07214320490813446,0.01669652394265849
30,3yo,vggface,20,0.6394763074574588,0.022077881769595978,0.004662079665510193,0.02524551334145925
31,3yo,vggface,25,0.6199102525209693,0.024065707964273306,0.017792114273785544,0.02879688900546035
32,3yo,vggface,30,0.6057560037862678,0.02302526421048916,0.007721266194180662,0.02377486524786307
33,4yo,random,0,0.49368991560171166,0.028598534928138266,-0.14474803173102394,0.018776787231470225
34,4yo,imagenet_objects,0,0.5512278639245786,0.02152241238945249,0.006350454042400721,0.020905498849014645
35,4yo,imagenet_objects,1,0.5633300124307283,0.01421199150876382,0.1805200167028191,0.01584018015685731
36,4yo,imagenet_objects,5,0.5196914590673573,0.025785180930358153,0.10213307950903289,0.023521382070369027
37,4yo,imagenet_objects,10,0.5328179645484152,0.025444484600420376,0.028079334929316684,0.03694947457273869
38,4yo,imagenet_objects,15,0.5111972179204474,0.0273827566192785,0.1364340976842256,0.027817087489720452
39,4yo,imagenet_objects,20,0.5186377868993824,0.03204934532004139,0.1853500850015511,0.029529760743968677
40,4yo,imagenet_objects,25,0.49198270477701633,0.02923277313538578,0.1909954641856756,0.03125500891114483
41,4yo,imagenet_objects,30,0.537749442769808,0.029887586560703838,0.15594403515452954,0.028683915669959995
42,4yo,imagenet_oneface,0,0.5432617127127047,0.022815607990809655,-0.12668545795674127,0.01338389045889955
43,4yo,imagenet_oneface,1,0.4940666477824419,0.018601796775205546,-0.010037508565559634,0.026208638142309212
44,4yo,imagenet_oneface,5,0.44918123508463687,0.034334025803409725,0.14066490867436646,0.034602914951870255
45,4yo,imagenet_oneface,10,0.5352050622728559,0.01950695588647364,0.16891340263503635,0.02625001574967089
46,4yo,imagenet_oneface,15,0.5379962852716225,0.02290736545065549,0.151872531013755,0.024238014904219837
47,4yo,imagenet_oneface,20,0.5000940953380761,0.0267530608938476,0.16048670852018385,0.029617563106868482
48,4yo,imagenet_oneface,25,0.5122744242572047,0.031862445894377485,0.20392723962069184,0.029641829394770173
49,4yo,imagenet_oneface,30,0.5215810418148573,0.02836392231317327,0.18896853274939013,0.025333112329352238
50,4yo,mixed_imagenet_vggface,0,0.5174690043267611,0.030419748344147374,-0.0911722334220894,0.010535987020732723
51,4yo,mixed_imagenet_vggface,1,0.4757676764829905,0.02981448435412194,0.11198162889621001,0.0391705459804556
52,4yo,mixed_imagenet_vggface,5,0.5367850095602075,0.027728410740174663,0.07771598780083637,0.026800604527351793
53,4yo,mixed_imagenet_vggface,10,0.5290427597485353,0.022987519867854567,0.16611376566547745,0.03244034445455557
54,4yo,mixed_imagenet_vggface,15,0.5005273523307419,0.023681294030189315,0.23742364735679747,0.040609767486579976
55,4yo,mixed_imagenet_vggface,20,0.5203308018313652,0.025097832771299025,0.23475837367111477,0.030239322098636758
56,4yo,mixed_imagenet_vggface,25,0.49267553859066937,0.023936380839085156,0.20365732289273614,0.03902957548190546
57,4yo,mixed_imagenet_vggface,30,0.5385614328078575,0.023145124214734084,0.22707421220937837,0.03209768922505333
58,4yo,vggface,0,0.5292164620271774,0.02072299735646935,-0.039383007502490686,0.015205804960503848
59,4yo,vggface,1,0.4911881064613338,0.03318532798163961,-0.004999175662199168,0.026026845803535505
60,4yo,vggface,5,0.5049024025912422,0.027657983096956648,-0.054908208365336726,0.016289166907527155
61,4yo,vggface,10,0.5414885417897242,0.0170602136797272,-0.005526501559787064,0.02009559539370806
62,4yo,vggface,15,0.49814072401516685,0.027453149106547864,0.01389925402586179,0.02149912098712474
63,4yo,vggface,20,0.4913225346546302,0.024987493260941948,-0.054315182882259436,0.030089738042848653
64,4yo,vggface,25,0.5577620263533096,0.02042187612977139,-0.06304033003105353,0.019274386375461885
65,4yo,vggface,30,0.5153086335984699,0.023992405504625804,-0.04324805859917782,0.019429488064744697
66,5yo,random,0,0.9258125316050664,0.0055308595016230686,0.15053720137423904,0.014530198518761049
67,5yo,imagenet_objects,0,0.922712915521742,0.004537673947874917,0.0010208865609222248,0.014951074412985085
68,5yo,imagenet_objects,1,0.9216621672287579,0.004744276453680783,0.3331774226218404,0.008432938612934782
69,5yo,imagenet_objects,5,0.9300738294530678,0.002802812687310861,0.3637621161009034,0.010273666976192442
70,5yo,imagenet_objects,10,0.9296558698406152,0.004026271669828011,0.3285846440566118,0.012725711072516493
