model_type,train_type,epoch,im1,im2,similarity
classify,imagenet_oneface,10,r01_15.jpg,r02_06.jpg,0.846457
classify,imagenet_oneface,10,r01_15.jpg,r03_01.jpg,0.7275808
classify,imagenet_oneface,10,r01_15.jpg,r04_28.jpg,0.8950387
classify,imagenet_oneface,10,r01_15.jpg,r07_01.jpg,0.89744467
classify,imagenet_oneface,10,r01_15.jpg,r10_01.jpg,0.84250873
classify,imagenet_oneface,10,r01_15.jpg,r12_20.jpg,0.82540417
classify,imagenet_oneface,10,r01_15.jpg,r14_07.jpg,0.8115303
classify,imagenet_oneface,10,r01_15.jpg,r15_01.jpg,0.8757821
classify,imagenet_oneface,10,r01_15.jpg,r16_01.jpg,0.7752554
classify,imagenet_oneface,10,r01_15.jpg,r18_14.jpg,0.85379183
classify,imagenet_oneface,10,r01_15.jpg,r21_02.jpg,0.8143107
classify,imagenet_oneface,10,r01_15.jpg,r27_07.jpg,0.6827183
classify,imagenet_oneface,10,r01_15.jpg,r30_11.jpg,0.83992296
classify,imagenet_oneface,10,r01_15.jpg,r31_01.jpg,0.79523396
classify,imagenet_oneface,10,r01_15.jpg,r33_17.jpg,0.7742928
classify,imagenet_oneface,10,r01_15.jpg,r34_02.jpg,0.8992631
classify,imagenet_oneface,10,r02_06.jpg,r03_01.jpg,0.88506186
classify,imagenet_oneface,10,r02_06.jpg,r04_28.jpg,0.9235741
classify,imagenet_oneface,10,r02_06.jpg,r07_01.jpg,0.7524186
classify,imagenet_oneface,10,r02_06.jpg,r10_01.jpg,0.65708125
classify,imagenet_oneface,10,r02_06.jpg,r12_20.jpg,0.7310616
classify,imagenet_oneface,10,r02_06.jpg,r14_07.jpg,0.8553569
classify,imagenet_oneface,10,r02_06.jpg,r15_01.jpg,0.84141827
classify,imagenet_oneface,10,r02_06.jpg,r16_01.jpg,0.73298246
classify,imagenet_oneface,10,r02_06.jpg,r18_14.jpg,0.70498884
classify,imagenet_oneface,10,r02_06.jpg,r21_02.jpg,0.6256588
classify,imagenet_oneface,10,r02_06.jpg,r27_07.jpg,0.45556524
classify,imagenet_oneface,10,r02_06.jpg,r30_11.jpg,0.6376959
classify,imagenet_oneface,10,r02_06.jpg,r31_01.jpg,0.86056143
classify,imagenet_oneface,10,r02_06.jpg,r33_17.jpg,0.5572147
classify,imagenet_oneface,10,r02_06.jpg,r34_02.jpg,0.79967654
classify,imagenet_oneface,10,r03_01.jpg,r04_28.jpg,0.8468948
classify,imagenet_oneface,10,r03_01.jpg,r07_01.jpg,0.6319985
classify,imagenet_oneface,10,r03_01.jpg,r10_01.jpg,0.56084585
classify,imagenet_oneface,10,r03_01.jpg,r12_20.jpg,0.7280086
classify,imagenet_oneface,10,r03_01.jpg,r14_07.jpg,0.8388674
classify,imagenet_oneface,10,r03_01.jpg,r15_01.jpg,0.7771309
classify,imagenet_oneface,10,r03_01.jpg,r16_01.jpg,0.65225947
classify,imagenet_oneface,10,r03_01.jpg,r18_14.jpg,0.63935125
classify,imagenet_oneface,10,r03_01.jpg,r21_02.jpg,0.4927607
classify,imagenet_oneface,10,r03_01.jpg,r27_07.jpg,0.3415333
classify,imagenet_oneface,10,r03_01.jpg,r30_11.jpg,0.5738664
classify,imagenet_oneface,10,r03_01.jpg,r31_01.jpg,0.8435227
classify,imagenet_oneface,10,r03_01.jpg,r33_17.jpg,0.45264462
classify,imagenet_oneface,10,r03_01.jpg,r34_02.jpg,0.6810577
classify,imagenet_oneface,10,r04_28.jpg,r07_01.jpg,0.863425
classify,imagenet_oneface,10,r04_28.jpg,r10_01.jpg,0.80413556
classify,imagenet_oneface,10,r04_28.jpg,r12_20.jpg,0.7927651
classify,imagenet_oneface,10,r04_28.jpg,r14_07.jpg,0.8208896
classify,imagenet_oneface,10,r04_28.jpg,r15_01.jpg,0.9079401
classify,imagenet_oneface,10,r04_28.jpg,r16_01.jpg,0.7969753
classify,imagenet_oneface,10,r04_28.jpg,r18_14.jpg,0.82586
classify,imagenet_oneface,10,r04_28.jpg,r21_02.jpg,0.77222747
classify,imagenet_oneface,10,r04_28.jpg,r27_07.jpg,0.5975967
classify,imagenet_oneface,10,r04_28.jpg,r30_11.jpg,0.7636407
classify,imagenet_oneface,10,r04_28.jpg,r31_01.jpg,0.8477252
classify,imagenet_oneface,10,r04_28.jpg,r33_17.jpg,0.71233046
classify,imagenet_oneface,10,r04_28.jpg,r34_02.jpg,0.8817564
classify,imagenet_oneface,10,r07_01.jpg,r10_01.jpg,0.9253942
classify,imagenet_oneface,10,r07_01.jpg,r12_20.jpg,0.8645511
classify,imagenet_oneface,10,r07_01.jpg,r14_07.jpg,0.8074895
classify,imagenet_oneface,10,r07_01.jpg,r15_01.jpg,0.8974463
classify,imagenet_oneface,10,r07_01.jpg,r16_01.jpg,0.85422814
