model_type,train_type,epoch,hab_im,test_im,identity,hab_trials,hab_start,hab_end,test_loss
classify,face,5,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h30_11.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h30_11.jpg,same,3,2.159834861755371,0.1500498577952385,0.35286033153533936
classify,face,5,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h30_11.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h12_20.jpg,diff,3,2.159834861755371,0.1500498577952385,0.8867988586425781
classify,face,5,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h30_11.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h03_01.jpg,diff,3,2.159834861755371,0.1500498577952385,0.9380851984024048
classify,face,5,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h30_11.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h21_02.jpg,diff,3,2.159834861755371,0.1500498577952385,0.6879497766494751
classify,face,5,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h30_11.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h15_01.jpg,diff,3,2.159834861755371,0.1500498577952385,0.6347607374191284
classify,face,5,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h30_11.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h04_28.jpg,diff,3,2.159834861755371,0.1500498577952385,0.9270551800727844
classify,face,5,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h30_11.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h07_01.jpg,diff,3,2.159834861755371,0.1500498577952385,1.1222114562988281
classify,face,5,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h30_11.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h01_15.jpg,diff,3,2.159834861755371,0.1500498577952385,0.9194974899291992
classify,face,5,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h30_11.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h33_17.jpg,diff,3,2.159834861755371,0.1500498577952385,1.1272858381271362
classify,face,5,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h30_11.jpg,/home/vayzenbe/GitHub_Repos/GiNN/Stim//facegen_front/h10_01.jpg,diff,3,2.159834861755371,0.1500498577952385,0.990312933921814
